Gene	Resolved_Isoform
LOC100577766	XP_003251811.1
LOC100577769	XP_026301666.1
LOC100577771	XP_006559054.1
LOC100577772	XP_026299051.1
LOC100577777	XP_006563415.1
LOC100577778	XP_026297184.1
LOC100577783	XP_016772039.1
LOC100577784	XP_016771878.2
LOC100577787	XP_026294905.1
LOC100577788	XP_006566251.1
LOC100577795	XP_026295375.1
LOC100577797	XP_006560007.3
LOC100577798	XP_026296188.1
LOC100577801	XP_026299624.1
LOC100577803	XP_016767605.2
LOC100577805	XP_016768006.1
LOC100577809	XP_026299476.1
LOC100577810	XP_003249778.1
LOC100577815	XP_026297191.1
LOC100577816	XP_003251930.2
LOC100577817	XP_026298039.1
LOC100577819	XP_003249840.1
LOC100577823	XP_016772482.2
LOC100577825	XP_006563908.1
LOC100577827	XP_026294631.1
LOC100577829	XP_006566916.1
LOC100577833	XP_006570861.2
LOC100577836	XP_026301304.1
LOC100577839	XP_026299202.1
LOC100577840	XP_003250198.1
LOC100577841	XP_003250298.1
LOC100577844	XP_003250675.2
LOC100577845	XP_006566418.1
LOC100577846	XP_026297049.1
LOC100577847	XP_003251792.1
LOC100577849	XP_016771484.1
LOC100577856	XP_026299176.1
LOC100577870	XP_003251420.1
LOC100577872	XP_026301986.1
LOC100577875	XP_006560219.1
LOC100577876	XP_016767520.1
LOC100577877	XP_026299201.1
LOC100577879	XP_006566324.1
LOC100577882	XP_006571787.1
LOC100577883	NP_001265262.1
LOC100577885	XP_003249779.1
LOC100577886	XP_006561386.2
LOC100577888	XP_016770849.2
LOC100577889	XP_026298266.1
LOC100577894	XP_026297229.1
LOC100577895	XP_026302046.1
LOC100577896	XP_026296561.1
LOC100577899	XP_006563568.1
LOC100577901	XP_003250488.2
LOC100577903	XP_003251283.3
LOC100577905	XP_026301957.1
LOC100577908	XP_026300086.1
LOC100577909	XP_026301309.1
LOC100577912	XP_026301333.1
LOC100577913	XP_016770910.1
LOC100577915	XP_026298244.1
LOC100577918	XP_006570185.1
LOC100577919	XP_026297335.1
LOC100577920	XP_003251794.2
LOC100577923	XP_003249613.1
LOC100577927	XP_006568807.2
LOC100577931	XP_006557329.1
LOC100577932	XP_016766774.1
LOC100577936	XP_026297023.1
LOC100577938	XP_003250726.1
LOC100577939	XP_026294954.1
LOC100577941	XP_006567880.1
LOC100577942	XP_003251638.1
LOC100577943	XP_026301705.1
LOC100577949	XP_026299191.1
LOC100577955	XP_016767849.2
LOC100577958	XP_026296990.1
LOC100577959	XP_026302114.1
LOC100577963	XP_006560095.2
LOC100577966	XP_026301631.1
LOC100577967	XP_003250530.3
LOC100577972	XP_026297636.1
LOC100577974	XP_026296517.1
LOC100577976	XP_016767395.1
LOC100577977	XP_016768301.1
LOC100577980	XP_003250819.1
LOC100577981	XP_006566264.1
LOC100577982	XP_003249403.1
LOC100577986	XP_026297409.1
LOC100577988	XP_003249913.2
LOC100577992	XP_006571447.1
LOC100577995	XP_026294979.1
LOC100577996	XP_006559459.1
LOC100577997	XP_006559865.1
LOC100577998	XP_026298435.1
LOC100578002	XP_026299849.1
LOC100578005	XP_003251769.2
LOC100578006	XP_003249382.1
LOC100578011	XP_003250472.2
LOC100578014	XP_006566938.1
LOC100578015	XP_003250982.1
LOC100578017	XP_016767740.1
LOC100578020	XP_006572214.2
LOC100578023	XP_006560385.1
LOC100578025	XP_003250941.2
LOC100578030	XP_026299601.1
LOC100578031	XP_006557420.1
LOC100578035	XP_026301533.1
LOC100578040	XP_003251347.2
LOC100578041	XP_003249843.1
LOC100578042	XP_026301002.1
LOC100578044	XP_003250301.2
LOC100578045	XP_026301413.1
LOC100578046	XP_026296454.1
LOC100578048	XP_003250796.2
LOC100578051	XP_003249537.2
LOC100578055	XP_026298223.1
LOC100578059	XP_006570956.2
LOC100578060	XP_003251713.4
LOC100578061	XP_003251814.1
LOC100578066	XP_006558654.1
LOC100578067	XP_006559354.2
LOC100578068	XP_003249615.1
LOC100578071	XP_026301493.1
LOC100578072	XP_003251197.1
LOC100578084	XP_006565983.2
LOC100578085	XP_003251110.1
LOC100578089	XP_016770746.1
LOC100578090	XP_003249681.1
LOC100578091	XP_006561821.2
LOC100578093	XP_026298752.1
LOC100578100	XP_003249184.2
LOC100578105	XP_003250098.2
LOC100578106	XP_006564825.1
LOC100578107	XP_003250943.1
LOC100578109	XP_026295632.1
LOC100578112	XP_006572378.3
LOC100578113	XP_003249082.2
LOC100578119	XP_016766392.1
LOC100578121	XP_006566909.2
LOC100578123	XP_003251111.1
LOC100578126	XP_026297541.1
LOC100578129	XP_026301564.1
LOC100578130	XP_003249967.1
LOC100578132	XP_026299135.1
LOC100578133	XP_006569675.1
LOC100578137	XP_003249575.3
LOC100578144	XP_001121344.2
LOC100578146	XP_003251770.2
LOC100578151	XP_006562251.2
LOC100578156	XP_026296565.1
LOC100578157	XP_026298046.1
LOC100578159	XP_006570358.1
LOC100578161	XP_006570961.1
LOC100578162	XP_026299435.1
LOC100578165	XP_006559834.1
LOC100578168	XP_006565206.1
LOC100578170	XP_006568942.1
LOC100578177	XP_026297734.1
LOC100578184	XP_016771771.2
LOC100578188	XP_003249383.1
LOC100578191	XP_006564271.2
LOC100578193	XP_003251113.1
LOC100578200	XP_026297879.1
LOC100578201	XP_003250590.3
LOC100578205	NP_001242967.1
LOC100578207	XP_016768467.1
LOC100578209	XP_006565321.1
LOC100578212	XP_006567401.1
LOC100578213	XP_016766185.2
LOC100578215	XP_003250009.1
LOC100578218	XP_026301131.1
LOC100578220	XP_016771347.2
LOC100578223	XP_006572305.1
LOC100578226	XP_003249307.1
LOC100578227	XP_006561811.1
LOC100578232	XP_003251214.1
LOC100578233	XP_016766850.2
LOC100578235	XP_003249576.2
LOC100578236	XP_026297552.1
LOC100578237	XP_006561470.2
LOC100578238	XP_006562319.3
LOC100578239	XP_016768377.1
LOC100578243	XP_026296337.1
LOC100578245	XP_003249336.1
LOC100578246	XP_003249420.1
LOC100578247	XP_026302048.1
LOC100578248	XP_016767462.1
LOC100578249	XP_006563550.2
LOC100578253	XP_006566888.1
LOC100578255	XP_006570850.3
LOC100578257	XP_026296957.1
LOC100578259	XP_006557331.2
LOC100578260	XP_006558326.1
LOC100578262	NP_001229447.1
LOC100578263	XP_016771251.1
LOC100578265	XP_016771534.2
LOC100578266	XP_006565450.2
LOC100578269	XP_016768624.2
LOC100578271	XP_026302100.1
LOC100578276	XP_003250057.1
LOC100578277	XP_003250223.1
LOC100578281	XP_026301929.1
LOC100578286	XP_016772197.2
LOC100578289	XP_003251679.1
LOC100578296	XP_016766754.1
LOC100578298	XP_016767942.1
LOC100578300	XP_006568709.1
LOC100578307	XP_016771651.1
LOC100578309	XP_016773314.2
LOC100578311	XP_006562497.2
LOC100578314	XP_026295595.1
LOC100578316	XP_003250821.1
LOC100578321	XP_016771204.2
LOC100578323	XP_026298503.1
LOC100578329	XP_026300187.1
LOC100578330	XP_026296024.1
LOC100578332	XP_026299577.1
LOC100578334	XP_003249110.1
LOC100578337	XP_003249519.2
LOC100578339	XP_003249782.1
LOC100578341	XP_003250185.1
LOC100578345	XP_026298530.1
LOC100578346	XP_026296475.1
LOC100578347	XP_003251589.1
LOC100578349	XP_026295296.1
LOC100578352	XP_016768018.2
LOC100578355	XP_006564285.2
LOC100578356	XP_006565907.2
LOC100578360	XP_016769063.1
LOC100578363	XP_026298032.1
LOC100578368	XP_026296020.1
LOC100578370	XP_003251640.1
LOC100578380	XP_026300951.1
LOC100578382	XP_016767687.2
LOC100578386	XP_006569712.2
LOC100578388	XP_016770219.2
LOC100578389	XP_026296063.1
LOC100578397	XP_026294758.1
LOC100578399	XP_003249761.1
LOC100578400	XP_026298565.1
LOC100578404	XP_026298981.1
LOC100578406	XP_006560278.2
LOC100578412	XP_003251287.2
LOC100578413	XP_003251557.1
LOC100578417	XP_006572582.2
LOC100578418	XP_016766794.1
LOC100578420	XP_003249819.2
LOC100578421	XP_003249845.1
LOC100578423	XP_016771462.1
LOC100578424	XP_006568618.2
LOC100578428	XP_026298498.1
LOC100578429	XP_006559166.1
LOC100578433	XP_003250102.3
LOC100578434	XP_006564143.1
LOC100578437	XP_006565990.1
LOC100578439	NP_001265610.1
LOC100578442	XP_003249476.1
LOC100578443	XP_003249666.1
LOC100578445	XP_026298751.1
LOC100578446	XP_026295909.1
LOC100578448	XP_016769935.1
LOC100578450	XP_003251435.2
LOC100578464	XP_026295220.1
LOC100578466	XP_026299104.1
LOC100578467	XP_003251714.2
LOC100578468	XP_006571918.1
LOC100578472	XP_003249578.1
LOC100578473	XP_026300103.1
LOC100578476	XP_003251116.1
LOC100578478	XP_006568266.1
LOC100578479	XP_026301852.1
LOC100578482	NP_001193898.1
LOC100578483	XP_006568442.1
LOC100578484	XP_003251288.1
LOC100578498	XP_006559171.2
LOC100578502	XP_016770853.1
LOC100578503	XP_026297486.1
LOC100578507	XP_026294697.1
LOC100578512	XP_026298639.1
LOC100578513	XP_003249988.1
LOC100578514	XP_003250511.1
LOC100578515	XP_026300861.1
LOC100578519	XP_003251819.1
LOC100578522	XP_006557347.1
LOC100578523	XP_003249146.1
LOC100578524	XP_006558085.2
LOC100578526	XP_003250593.2
LOC100578529	XP_026298661.1
LOC100578530	XP_016766564.1
LOC100578532	XP_003251395.2
LOC100578534	XP_006572388.1
LOC100578537	XP_003249446.3
LOC100578540	XP_016770411.2
LOC100578542	NP_001233180.1
LOC100578543	XP_003251771.1
LOC100578546	XP_006565462.1
LOC100578547	XP_026299719.1
LOC100578548	XP_003250969.2
LOC100578551	XP_003251738.1
LOC100578556	XP_026301151.1
LOC100578557	XP_003249365.1
LOC100578559	XP_026298145.1
LOC100578560	XP_003249593.1
LOC100578561	XP_006560759.1
LOC100578562	XP_003250059.1
LOC100578563	XP_006563014.1
LOC100578566	XP_003251083.3
LOC100578571	XP_016766172.1
LOC100578575	XP_026299696.1
LOC100578576	XP_026296700.1
LOC100578579	XP_026295973.1
LOC100578580	XP_006563593.1
LOC100578581	XP_006564453.2
LOC100578586	XP_003251839.1
LOC100578587	XP_003251898.2
LOC100578592	XP_003249719.1
LOC100578597	XP_026298474.1
LOC100578600	XP_003249112.3
LOC100578602	XP_003250103.1
LOC100578606	XP_006571736.2
LOC100578609	XP_026296189.1
LOC100578611	XP_026295085.1
LOC100578613	XP_006567023.2
LOC100578614	XP_003251270.1
LOC100578617	XP_016771362.2
LOC100578618	XP_006563255.2
LOC100578621	XP_016766166.1
LOC100578624	XP_003249447.1
LOC100578625	XP_003249944.1
LOC100578628	XP_026300052.1
LOC100578629	XP_026297514.1
LOC100578631	XP_003251410.1
LOC100578641	XP_026299195.1
LOC100578649	XP_003249619.1
LOC100578651	XP_026296384.1
LOC100578653	XP_006568628.1
LOC100578654	XP_026302197.1
LOC100578660	XP_026300079.1
LOC100578661	XP_026301739.1
LOC100578662	XP_016772581.1
LOC100578664	XP_016769513.1
LOC100578665	XP_026296722.1
LOC100578666	XP_016766964.1
LOC100578668	XP_016769304.2
LOC100578672	XP_003250150.2
LOC100578674	XP_006565095.2
LOC100578680	XP_026297292.1
LOC100578684	XP_006557359.1
LOC100578685	XP_016771361.2
LOC100578691	XP_003251203.2
LOC100578694	XP_026294787.1
LOC100578696	XP_016773287.2
LOC100578697	XP_003249423.2
LOC100578698	XP_026297970.1
LOC100578699	XP_003249946.2
LOC100578703	XP_006564882.2
LOC100578704	XP_003250659.1
LOC100578705	XP_026298152.1
LOC100578706	XP_026295523.1
LOC100578708	XP_016773391.2
LOC100578709	XP_006570382.2
LOC100578713	XP_003249893.4
LOC100578714	XP_003250151.1
LOC100578715	XP_026302234.1
LOC100578716	XP_006566479.2
LOC100578718	XP_016767784.1
LOC100578719	XP_016770082.2
LOC100578721	XP_006570674.1
LOC100578723	XP_026299707.1
LOC100578724	NP_001314879.1
LOC100578725	XP_003249259.2
LOC100578726	XP_006560831.1
LOC100578727	XP_006561147.2
LOC100578729	XP_026300968.1
LOC100578730	XP_003250777.1
LOC100578731	XP_003250799.1
LOC100578732	XP_003251064.1
LOC100578733	XP_026296575.1
LOC100578734	XP_016772918.1
LOC100578735	XP_006568638.1
LOC100578736	XP_026296394.1
LOC100578739	XP_016770463.1
LOC100578743	XP_006564886.1
LOC100578744	XP_026299161.1
LOC100578745	XP_006566748.1
LOC100578746	XP_003251088.2
LOC100578751	XP_026300578.1
LOC100578752	XP_003249667.1
LOC100578763	XP_006572004.2
LOC100578769	XP_003250800.2
LOC100578770	XP_003251065.2
LOC100578773	XP_016767439.1
LOC100578774	XP_003249947.3
LOC100578776	XP_003250547.2
LOC100578779	XP_003250987.2
LOC100578780	XP_003251325.2
LOC100578782	XP_006570675.1
LOC100578783	XP_003249311.3
LOC100578797	XP_003250801.2
LOC100578798	XP_026298531.1
LOC100578801	XP_003251204.1
LOC100578805	XP_026300081.1
LOC100578810	XP_016767669.1
LOC100578811	XP_016769728.1
LOC100578813	XP_006564958.2
LOC100578814	XP_026300077.1
LOC100578816	XP_003250660.1
LOC100578818	XP_016771002.2
LOC100578820	XP_026297666.1
LOC100578821	XP_026295425.1
LOC100578822	XP_003249802.2
LOC100578823	XP_026295810.1
LOC100578824	XP_003250475.1
LOC100578826	XP_026298280.1
LOC100578828	XP_003249522.1
LOC100578829	XP_003250061.2
LOC100578833	XP_026294793.1
LOC100578834	XP_016768770.2
LOC100578842	XP_026298586.1
LOC100578852	XP_003250476.1
LOC100578853	XP_006565109.1
LOC100578854	XP_026300924.1
LOC100578860	XP_003249973.1
LOC100578862	XP_026300976.1
LOC100578864	XP_006564289.1
LOC100578865	XP_006567820.1
LOC100578875	XP_026296991.1
LOC100578877	XP_026300904.1
LOC100578879	XP_003250988.1
LOC100578881	XP_003251618.1
LOC100578883	XP_003251754.1
LOC100578885	XP_003249448.2
LOC100578886	XP_026300643.1
LOC100578888	XP_003250365.2
LOC100578890	XP_006564535.2
LOC100578892	XP_006569889.2
LOC100578893	XP_026296531.1
LOC100578894	XP_026301076.1
LOC100578899	NP_001314880.1
LOC100578901	XP_006570792.1
LOC100578907	XP_006563275.1
LOC100578909	XP_016769113.2
LOC100578910	XP_026299370.1
LOC100578913	XP_026297226.1
LOC100578919	XP_026295997.1
LOC100578920	XP_003249388.1
LOC100578921	XP_003249503.1
LOC100578924	XP_003250284.1
LOC100578925	XP_016766990.1
LOC100578927	XP_003250597.1
LOC100578928	XP_016769089.1
LOC100578929	XP_003249130.2
LOC100578931	XP_026300750.1
LOC100578935	XP_016771864.1
LOC100578936	XP_006566979.1
LOC100578937	XP_006568372.3
LOC100578939	XP_003251562.1
LOC100578943	XP_016772711.1
LOC100578947	XP_026296224.1
LOC100578952	XP_003251594.2
LOC100578953	XP_026297550.1
LOC100578955	XP_026296216.1
LOC100578957	XP_026300638.1
LOC100578966	XP_003251505.4
LOC100578975	XP_006568378.2
LOC100578976	XP_006570391.1
LOC100578978	XP_026301802.1
LOC100578984	XP_006562183.2
LOC100578988	XP_026297285.1
LOC100578989	XP_016767468.1
LOC100578990	XP_026300825.1
LOC100578995	XP_016768768.2
LOC100578998	XP_026300966.1
LOC100578999	XP_006567269.1
LOC100579003	XP_003249825.2
LOC100579005	XP_016771705.1
LOC100579007	XP_006567852.3
LOC100579008	XP_026297729.1
LOC100579011	XP_026294952.1
LOC100579015	XP_006560283.2
LOC100579018	XP_016767388.2
LOC100579019	XP_006564764.1
LOC100579021	XP_006571635.1
LOC100579022	XP_006572100.1
LOC100579024	XP_006559168.2
LOC100579026	XP_006561782.1
LOC100579031	XP_026299118.1
LOC100579034	XP_026296442.1
LOC100579038	XP_016771434.2
LOC100579040	XP_003250876.2
LOC100579047	XP_003249950.2
LOC100579049	XP_026296663.1
LOC100579052	XP_003251413.2
LOC100579053	XP_006571035.2
LOC100579054	XP_026302102.1
LOC100579055	XP_026300498.1
LOC100579057	XP_026295869.1
LOC100579058	XP_003249804.1
LOC100579061	XP_026297339.1
LOC100642173	NP_001229928.1
LOC100820634	NP_001238948.1
LOC100859932	NP_001242969.1
LOC101664701	NP_001265263.1
LOC102653572	XP_026301735.1
LOC102653577	XP_026296277.1
LOC102653587	XP_006560911.2
LOC102653588	XP_006563220.1
LOC102653596	XP_006564812.1
LOC102653601	XP_006570363.1
LOC102653609	XP_016768290.1
LOC102653614	XP_006571546.2
LOC102653615	XP_026300431.1
LOC102653636	XP_006564142.1
LOC102653637	XP_006565969.1
LOC102653640	XP_026294747.1
LOC102653641	XP_006569478.2
LOC102653652	XP_026300465.1
LOC102653654	XP_016773228.1
LOC102653655	XP_016771574.1
LOC102653658	XP_006561977.1
LOC102653663	XP_026301295.1
LOC102653673	XP_016769461.1
LOC102653680	XP_006571076.1
LOC102653687	XP_026297209.1
LOC102653693	XP_026298060.1
LOC102653695	XP_026300464.1
LOC102653702	XP_006564093.1
LOC102653703	XP_006565970.2
LOC102653709	XP_006571428.1
LOC102653716	XP_006562271.1
LOC102653718	XP_016770567.2
LOC102653727	XP_026298151.1
LOC102653738	XP_026300491.1
LOC102653748	XP_026300787.1
LOC102653753	XP_026301749.1
LOC102653759	XP_006560154.1
LOC102653763	XP_026298748.1
LOC102653764	XP_006570013.1
LOC102653771	XP_016772081.1
LOC102653773	XP_006565314.3
LOC102653778	XP_026300418.1
LOC102653780	XP_006561474.1
LOC102653782	XP_026296275.1
LOC102653784	XP_006563428.1
LOC102653793	XP_026298827.1
LOC102653795	XP_026300802.1
LOC102653797	XP_026295439.1
LOC102653798	XP_006568357.1
LOC102653800	XP_006571493.1
LOC102653803	XP_006557980.1
LOC102653810	XP_006562272.1
LOC102653814	XP_016772777.2
LOC102653815	XP_006572085.1
LOC102653824	XP_016770750.1
LOC102653832	XP_006560156.1
LOC102653835	XP_006561938.1
LOC102653839	XP_006564759.1
LOC102653840	XP_006566369.2
LOC102653843	XP_006571827.3
LOC102653856	XP_016770179.1
LOC102653857	XP_006569118.1
LOC102653858	XP_026300571.1
LOC102653862	XP_006558285.1
LOC102653865	XP_006562273.2
LOC102653873	XP_026296441.1
LOC102653879	XP_016771903.2
LOC102653881	XP_006568008.2
LOC102653888	XP_026301568.1
LOC102653890	XP_026300488.1
LOC102653893	XP_006561980.2
LOC102653894	XP_006563494.1
LOC102653897	XP_026300504.1
LOC102653899	XP_026300602.1
LOC102653910	XP_006562537.2
LOC102653920	XP_006561981.1
LOC102653922	XP_026299926.1
LOC102653928	XP_006558504.1
LOC102653930	XP_006558963.1
LOC102653932	XP_026298717.1
LOC102653935	XP_006564042.1
LOC102653936	XP_016771560.1
LOC102653938	XP_006568497.1
LOC102653940	XP_006568962.1
LOC102653947	XP_006559363.2
LOC102653951	XP_026301258.1
LOC102653952	XP_006558067.1
LOC102653954	XP_016766646.1
LOC102653955	XP_026296263.1
LOC102653956	XP_016772131.1
LOC102653957	XP_026301813.1
LOC102653958	XP_026300069.1
LOC102653960	XP_006568426.2
LOC102653961	XP_026294994.1
LOC102653965	XP_006560751.3
LOC102653966	XP_006561028.1
LOC102653967	XP_026299775.1
LOC102653979	XP_026301740.1
LOC102653988	XP_006560496.2
LOC102653993	XP_016770328.1
LOC102653994	XP_006566609.2
LOC102654001	XP_006557933.2
LOC102654007	XP_006561478.1
LOC102654008	XP_006561942.2
LOC102654012	XP_006566977.1
LOC102654014	XP_006568623.1
LOC102654025	XP_006562430.2
LOC102654029	XP_026299084.1
LOC102654041	XP_026299486.1
LOC102654047	XP_006557437.1
LOC102654049	XP_026300573.1
LOC102654053	XP_006561943.2
LOC102654066	XP_026296119.1
LOC102654069	XP_006565594.3
LOC102654074	XP_006572184.2
LOC102654078	XP_016771063.1
LOC102654083	XP_026299531.1
LOC102654084	XP_016772149.1
LOC102654086	XP_006564528.1
LOC102654090	XP_016770709.1
LOC102654091	XP_026296669.1
LOC102654099	XP_006571975.2
LOC102654108	XP_006559684.2
LOC102654111	XP_016772077.1
LOC102654114	XP_026300447.1
LOC102654121	XP_006564210.1
LOC102654122	XP_006565476.1
LOC102654127	XP_006567699.1
LOC102654146	XP_006572092.1
LOC102654158	XP_006561944.2
LOC102654159	XP_026297064.1
LOC102654160	XP_026300780.1
LOC102654161	XP_006566551.2
LOC102654165	XP_006558573.2
LOC102654166	XP_026299364.1
LOC102654169	XP_016766950.1
LOC102654173	XP_006568307.1
LOC102654175	XP_026300352.1
LOC102654183	XP_026300228.1
LOC102654184	XP_006560864.1
LOC102654186	XP_006567770.1
LOC102654192	XP_006557880.1
LOC102654206	XP_006560097.1
LOC102654211	XP_006562278.2
LOC102654212	XP_006563925.1
LOC102654216	XP_006571977.2
LOC102654242	XP_026299130.1
LOC102654245	XP_026294938.1
LOC102654246	XP_006561945.1
LOC102654257	XP_006571771.1
LOC102654261	XP_006561079.1
LOC102654268	XP_006557769.1
LOC102654271	XP_006558732.1
LOC102654281	XP_006557337.2
LOC102654282	XP_006557511.1
LOC102654286	XP_016770129.1
LOC102654289	XP_026301561.1
LOC102654309	XP_026294927.1
LOC102654312	XP_006558733.1
LOC102654313	XP_026300479.1
LOC102654315	XP_006560308.3
LOC102654331	XP_026295458.1
LOC102654344	XP_026297181.1
LOC102654345	XP_006562042.1
LOC102654349	XP_026299076.1
LOC102654353	XP_006571382.1
LOC102654355	XP_006572096.1
LOC102654365	XP_026297130.1
LOC102654366	XP_026297322.1
LOC102654368	XP_026301733.1
LOC102654369	XP_006557512.1
LOC102654371	XP_006559491.1
LOC102654379	XP_026296436.1
LOC102654380	XP_016773450.1
LOC102654384	XP_006561138.2
LOC102654393	XP_006559009.2
LOC102654395	XP_006560694.2
LOC102654398	XP_006561986.1
LOC102654405	XP_006570633.1
LOC102654408	XP_006557939.2
LOC102654426	XP_006561192.1
LOC102654427	XP_006565020.2
LOC102654435	XP_006558298.1
LOC102654436	XP_006558908.1
LOC102654448	XP_026300384.1
LOC102654452	XP_026294942.1
LOC102654461	XP_026301652.1
LOC102654465	XP_026295913.1
LOC102654470	XP_026296502.1
LOC102654481	XP_006563377.2
LOC102654482	XP_006564214.1
LOC102654488	XP_026295441.1
LOC102654495	XP_026297704.1
LOC102654496	XP_006571776.1
LOC102654510	XP_026296459.1
LOC102654517	XP_006561083.2
LOC102654520	XP_016772606.2
LOC102654530	XP_016766491.1
LOC102654533	XP_006558800.1
LOC102654534	XP_006560103.1
LOC102654541	XP_006567534.1
LOC102654542	XP_026296671.1
LOC102654555	XP_006568633.1
LOC102654567	XP_006567707.1
LOC102654576	XP_006557710.2
LOC102654579	XP_026298449.1
LOC102654580	XP_006562706.1
LOC102654585	XP_006567535.1
LOC102654592	XP_026297712.1
LOC102654594	XP_006559868.1
LOC102654597	XP_026301505.1
LOC102654608	XP_006560384.1
LOC102654609	XP_026299456.1
LOC102654610	XP_026301507.1
LOC102654621	XP_006560104.2
LOC102654626	XP_006565482.2
LOC102654640	XP_006563163.3
LOC102654641	XP_026298207.1
LOC102654652	XP_016772089.2
LOC102654653	XP_006565932.2
LOC102654660	XP_006560105.2
LOC102654676	XP_026300848.1
LOC102654681	XP_026301949.1
LOC102654682	XP_026295501.1
LOC102654683	XP_006572097.2
LOC102654685	XP_006557713.1
LOC102654691	XP_006561629.1
LOC102654696	XP_006566030.1
LOC102654708	XP_026301246.1
LOC102654712	XP_006566560.1
LOC102654715	XP_006567782.2
LOC102654726	XP_026294932.1
LOC102654729	XP_026294844.1
LOC102654736	XP_006562777.1
LOC102654737	XP_006563707.1
LOC102654740	XP_026296845.1
LOC102654745	XP_006558738.3
LOC102654746	XP_006558979.1
LOC102654758	XP_006558243.2
LOC102654763	XP_016767203.1
LOC102654766	XP_026295419.1
LOC102654768	XP_026301405.1
LOC102654773	XP_006562779.1
LOC102654776	XP_006565439.1
LOC102654777	XP_006565539.2
LOC102654781	XP_026298823.1
LOC102654782	XP_026300513.1
LOC102654783	XP_026300708.1
LOC102654791	XP_016769618.2
LOC102654795	XP_016769640.2
LOC102654799	XP_026302097.1
LOC102654800	XP_006571987.1
LOC102654804	XP_006558685.1
LOC102654839	XP_006563020.1
LOC102654841	XP_006564341.1
LOC102654858	XP_006562780.1
LOC102654860	XP_006565441.2
LOC102654867	XP_026300118.1
LOC102654871	XP_006571897.1
LOC102654874	XP_006561891.1
LOC102654878	XP_026297484.1
LOC102654889	XP_006562781.1
LOC102654890	XP_006563093.1
