Gene	lnL_Null	lnL_Alt	LRT	SocOrigin	Class	Gene_Desc	pvalue	adj_pvalue
LOC100577128	-2082.350136	-2081.697301	1.30567	AllSol	Random	 uncharacterized LOC100577128 	0.2531801244254	1
LOC100577135	-7374.58947	-7373.370968	2.437	AllSol	Random	 protein amnionless 	0.11850266743181	1
LOC100577147	-11028.674515	-11027.23781	2.87341	AllSol	Random	 uncharacterized LOC100577147 	0.0900538793142446	1
LOC100577149	-4840.253951	-4840.253951	0	AllSol	Random	 15-hydroxyprostaglandin dehydrogenase [NAD(+)] 	1	1
LOC100577180	-6392.720669	-6392.720669	0	AllSol	Random	 uncharacterized LOC100577180 	1	1
LOC100577192	-3923.728572	-3923.592296	0.272552	AllSol	Random	 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase hpo-8 	0.601624983972038	1
LOC100577194	-12256.436199	-12256.436199	0	AllSol	Random	 SET and MYND domain-containing protein 4 	1	1
LOC100577198	-17577.086836	-17577.086836	0	AllSol	Random	 uncharacterized LOC100577198 	1	1
LOC100577213	-2825.982041	-2825.982041	0	AllSol	Random	 tumor necrosis factor receptor superfamily member 4-like 	1	1
LOC100577231	-14598.171862	-14598.171862	0	AllSol	Random	 uncharacterized LOC100577231 	1	1
LOC100577237	-6382.374369	-6382.374369	0	AllSol	Random	 ankyrin repeat and ELMO domain-containing protein D 	1	1
LOC100577239	-6597.077734	-6597.077734	0	AllSol	Random	 uncharacterized LOC100577239 	1	1
LOC100577253	-5186.194679	-5186.194679	0	AllSol	Random	 GRIP and coiled-coil domain-containing protein PFC0235w 	1	1
LOC100577263	-4108.355215	-4108.355215	0	AllSol	Random	 RING finger protein 113A-like 	1	1
LOC100577268	-1173.581951	-1173.581951	0	AllSol	Random	 uncharacterized LOC100577268 	1	1
LOC100577272	-25653.448063	-25653.448063	0	AllSol	Random	 uncharacterized LOC100577272 	1	1
LOC100577273	-6063.745935	-6063.745935	0	AllSol	Random	 uncharacterized LOC100577273 	1	1
LOC100577280	-29497.926174	-29497.926174	0	AllSol	Random	 uncharacterized LOC100577280 	1	1
LOC100577293	-2251.552873	-2251.552873	0	AllSol	Random	 uncharacterized LOC100577293 	1	1
LOC100577296	-4459.097018	-4459.097018	0	AllSol	Random	 checkpoint protein HUS1 	1	1
LOC100577300	-4965.259765	-4965.259765	0	AllSol	Random	 surfeit locus protein 6 homolog 	1	1
LOC100577308	-7415.672901	-7415.672901	0	AllSol	Random	 dystrotelin 	1	1
LOC100577324	-4787.419612	-4781.920635	10.998	AllSol	Random	 probable cyclin-dependent serine/threonine-protein kinase DDB_G0292550 	0.000912102573320527	1
LOC100577325	-2802.655111	-2802.655111	0	AllSol	Random	 uncharacterized LOC100577325 	1	1
LOC100577341	-2102.619768	-2102.619768	0	AllSol	Random	 uncharacterized LOC100577341 	1	1
LOC100577342	-4194.365154	-4194.365154	0	AllSol	Random	 uncharacterized LOC100577342 	1	1
LOC100577344	-4056.386982	-4055.698672	1.37662	AllSol	Random	 gametocyte-specific factor 1 	0.240677724324524	1
LOC100577348	-8300.82335	-8300.82335	0	AllSol	Random	 uncharacterized LOC100577348 	1	1
LOC100577362	-2786.273528	-2785.936586	0.673884	AllSol	Random	 uncharacterized LOC100577362 	0.411700736381964	1
LOC100577363	-2259.554976	-2259.554976	0	AllSol	Random	 uncharacterized LOC100577363 	1	1
LOC100577369	-12253.151824	-12253.151824	0	AllSol	Random	 HEAT repeat-containing protein 6 	1	1
LOC100577376	-17825.807804	-17825.807804	0	AllSol	Random	 voltage-dependent calcium channel subunit alpha-2/delta-3-like 	1	1
LOC100577377	-7882.023094	-7882.023094	0	AllSol	Random	 uncharacterized LOC100577377 	1	1
LOC100577378	-5863.08507	-5863.08507	0	AllSol	Random	 galactokinase 	1	1
LOC100577382	-12431.880184	-12431.880184	0	AllSol	Random	 targeting protein for Xklp2 homolog 	1	1
LOC100577385	-7770.526527	-7770.52631	0.000434	AllSol	Random	 facilitated trehalose transporter Tret1 	0.983379139165787	1
LOC100577386	-7684.044336	-7684.044336	0	AllSol	Random	 ankyrin repeat and LEM domain-containing protein 2 	1	1
LOC100577393	-16019.064476	-16019.064476	0	AllSol	Random	 epidermal growth factor receptor-like 	1	1
LOC100577397	-2954.484598	-2954.484598	0	AllSol	Random	 trichohyalin 	1	1
LOC100577409	-6516.011946	-6516.01187	0.000152	AllSol	Random	 solute carrier organic anion transporter family member 3A1 	0.990163267679118	1
LOC100577410	-3316.022678	-3315.670117	0.705122	AllSol	Random	 uncharacterized LOC100577410 	0.4010679615954	1
LOC100577418	-2595.986223	-2595.986223	0	AllSol	Random	 uncharacterized LOC100577418 	1	1
LOC100577430	-12737.594268	-12730.462045	14.2644	AllSol	Random	 uncharacterized LOC100577430 	0.000158840850440519	0.798969477715808
LOC100577449	-13070.863557	-13070.863557	0	AllSol	Random	 PMS1 protein homolog 1 	1	1
LOC100577450	-4436.998191	-4436.998191	0	AllSol	Random	 uncharacterized LOC100577450 	1	1
LOC100577451	-3832.566078	-3832.566078	0	AllSol	Random	 glycolipid transfer protein 	1	1
LOC100577452	-10497.383256	-10497.252347	0.261818	AllSol	Random	 protein brambleberry 	0.60887390662751	1
LOC100577454	-7237.360481	-7237.360481	0	AllSol	Random	 tuftelin 	1	1
LOC100577472	-4104.683814	-4104.683814	0	AllSol	Random	 insulin gene enhancer protein ISL-1 	1	1
LOC100577499	-7394.091133	-7394.091133	0	AllSol	Random	 interaptin 	1	1
LOC100577501	-23794.187452	-23794.187452	0	AllSol	Random	 nuclear pore membrane glycoprotein 210 	1	1
LOC100577506	-5927.66881	-5926.882499	1.57262	AllSol	Random	 uncharacterized LOC100577506 	0.209826933815258	1
LOC100577515	-8945.454825	-8945.454825	0	AllSol	Random	 uncharacterized LOC100577515 	1	1
LOC100577516	-6608.796866	-6608.796866	0	AllSol	Random	 venom acid phosphatase Acph-1 	1	1
LOC100577520	-5763.610566	-5763.610566	0	AllSol	Random	 uncharacterized protein C19orf47 homolog 	1	1
LOC100577525	-9334.731359	-9334.731359	0	AllSol	Random	 synergin gamma 	1	1
LOC100577527	-3434.875182	-3434.875182	0	AllSol	Random	 uncharacterized LOC100577527 	1	1
LOC100577530	-8170.546321	-8170.546321	0	AllSol	Random	 uncharacterized LOC100577530 	1	1
LOC100577533	-5406.194712	-5403.034972	6.31948	AllSol	Random	 mitochondrial RNA pseudouridine synthase rpusd4 	0.0119418643626564	1
LOC100577546	-5825.432895	-5825.432895	0	AllSol	Random	 C1GALT1-specific chaperone 1-like protein 	1	1
LOC100577561	-7049.218638	-7049.218638	0	AllSol	Random	 uncharacterized LOC100577561 	1	1
LOC100577575	-5585.524938	-5585.524938	0	AllSol	Random	 28S ribosomal protein S15, mitochondrial 	1	1
LOC100577576	-3134.163509	-3134.163509	0	AllSol	Random	 protein obstructor-E 	1	1
LOC100577578	-6540.735532	-6540.735532	0	AllSol	Random	 uncharacterized LOC100577578 	1	1
LOC100577579	-2276.062968	-2276.062968	0	AllSol	Random	 pleckstrin homology domain-containing family J member 1 	1	1
LOC100577580	-4757.296212	-4757.296212	0	AllSol	Random	 ADP-ribosylation factor-like protein 13B 	1	1
LOC100577596	-3583.349639	-3583.320045	0.059188	AllSol	Random	 uncharacterized LOC100577596 	0.807783972875246	1
LOC100577600	-4887.815944	-4887.09996	1.43197	AllSol	Random	 uncharacterized LOC100577600 	0.231443202361265	1
LOC100577606	-5088.895639	-5088.841633	0.108012	AllSol	Random	 uncharacterized LOC100577606 	0.742418896691102	1
LOC100577610	-2011.071639	-2011.071639	0	AllSol	Random	 trafficking protein particle complex subunit 5 	1	1
LOC100577623	-5932.163264	-5932.163264	0	AllSol	Random	 putative uncharacterized protein DDB_G0282133 	1	1
LOC100577635	-6867.826508	-6866.977705	1.69761	AllSol	Random	 uncharacterized LOC100577635 	0.192600833815757	1
LOC100577638	-4210.389099	-4210.389134	-7e-05	AllSol	Random	 uncharacterized LOC100577638 	1	1
LOC100577644	-3359.378958	-3359.378958	0	AllSol	Random	 uncharacterized LOC100577644 	1	1
LOC100577651	-4978.396967	-4978.381474	0.030986	AllSol	Random	 three prime repair exonuclease 2 	0.860271625492976	1
LOC100577656	-6063.392267	-6062.716351	1.35183	AllSol	Random	 uncharacterized LOC100577656 	0.244958448381944	1
LOC100577669	-16780.278464	-16780.278464	0	AllSol	Random	 uncharacterized LOC100577669 	1	1
LOC100577673	-8252.869696	-8252.869696	0	AllSol	Random	 mitochondrial ribonuclease P protein 1 homolog 	1	1
LOC100577675	-13633.570011	-13633.570011	0	AllSol	Random	 trifunctional purine biosynthetic protein adenosine-3 	1	1
LOC100577676	-4646.67589	-4646.67589	0	AllSol	Random	 E3 ubiquitin-protein ligase TRAIP 	1	1
LOC100577680	-6353.309082	-6353.309082	0	AllSol	Random	 uncharacterized LOC100577680 	1	1
LOC100577689	-11196.238187	-11196.238187	0	AllSol	Random	 uncharacterized LOC100577689 	1	1
LOC100577694	-7448.71384	-7448.71384	0	AllSol	Random	 neuropeptide-like 1 	1	1
LOC100577696	-2677.853753	-2677.853753	0	AllSol	Random	 fez family zinc finger protein erm-like 	1	1
LOC100577697	-1050.272394	-1050.272394	0	AllSol	Random	 uncharacterized LOC100577697 	1	1
LOC100577699	-2975.262825	-2975.058485	0.40868	AllSol	Random	 5-formyltetrahydrofolate cyclo-ligase 	0.522640246643195	1
LOC100577702	-2989.36578	-2989.300156	0.131248	AllSol	Random	 39S ribosomal protein L11, mitochondrial 	0.717141563081603	1
LOC100577712	-6962.417108	-6962.417108	0	AllSol	Random	 uncharacterized LOC100577712 	1	1
LOC100577717	-4990.846571	-4990.846571	0	AllSol	Random	 uncharacterized LOC100577717 	1	1
LOC100577719	-14192.781335	-14192.781335	0	AllSol	Random	 uncharacterized LOC100577719 	1	1
LOC100577722	-5352.229407	-5352.229407	0	AllSol	Random	 spindle and kinetochore-associated protein 1 	1	1
LOC100577724	-4374.672991	-4374.672991	0	AllSol	Random	 ELMO domain-containing protein 2 	1	1
LOC100577727	-1245.944375	-1245.944375	0	AllSol	Random	 protein MANBAL 	1	1
LOC100577739	-35679.198727	-35679.198727	0	AllSol	Random	 telomere-associated protein RIF1-like 	1	1
LOC100577742	-9474.456331	-9474.456331	0	AllSol	Random	 uncharacterized LOC100577742 	1	1
LOC100577743	-8081.547874	-8081.547874	0	AllSol	Random	 uncharacterized LOC100577743 	1	1
LOC100577746	-8148.594095	-8148.594095	0	AllSol	Random	 polyadenylate-binding protein-interacting protein 1 	1	1
LOC100577753	-3511.231716	-3505.730075	11.0033	AllSol	Random	 uncharacterized LOC100577753 	0.000909498122752928	1
LOC100577756	-3115.363988	-3115.363988	0	AllSol	Random	 zinc finger protein 678 	1	1
LOC100577758	-2232.30047	-2232.30047	0	AllSol	Random	 G-protein coupled receptor moody 	1	1
LOC100577766	-16155.480575	-16155.480575	0	AllSol	Random	 uncharacterized LOC100577766 	1	1
LOC100577769	-5223.848588	-5223.848588	0	AllSol	Random	 uncharacterized LOC100577769 	1	1
LOC100577771	-2357.987708	-2357.987708	0	AllSol	Random	 uncharacterized LOC100577771 	1	1
LOC100577801	-8703.241893	-8703.241893	0	AllSol	Random	 zinc finger protein ush 	1	1
LOC100577803	-5962.556301	-5961.181778	2.74905	AllSol	Random	 uncharacterized LOC100577803 	0.0973122317979139	1
LOC100577816	-21692.842405	-21692.842402	6e-06	AllSol	Random	 gamma-tubulin complex component 6 	0.998045591906797	1
LOC100577823	-1224.872422	-1224.872422	0	AllSol	Random	 uncharacterized LOC100577823 	1	1
LOC100577836	-3226.705883	-3226.705883	0	AllSol	Random	 uncharacterized LOC100577836 	1	1
LOC100577839	-4066.166941	-4066.114205	0.105472	AllSol	Random	 zinc finger protein 512B 	0.745359291483946	1
LOC100577845	-17367.987803	-17367.987803	0	AllSol	Random	 neprilysin-1 	1	1
LOC100577856	-5441.963003	-5441.96001	0.005986	AllSol	Random	 probable hydroxyacid-oxoacid transhydrogenase, mitochondrial 	0.938329806728917	1
LOC100577872	-6137.861851	-6137.861851	0	AllSol	Random	 uncharacterized LOC100577872 	1	1
LOC100577875	-3487.405353	-3487.405353	0	AllSol	Random	 tenascin 	1	1
LOC100577876	-3299.197851	-3299.197851	0	AllSol	Random	 viral IAP-associated factor homolog 	1	1
LOC100577877	-5688.130478	-5688.130478	0	AllSol	Random	 zinc finger protein 564 	1	1
LOC100577883	-7447.894894	-7447.894894	0	AllSol	Random	 cytochrome P450 4aa1-like 	1	1
LOC100577885	-7790.782867	-7790.782867	0	AllSol	Random	 uncharacterized LOC100577885 	1	1
LOC100577889	-2411.322546	-2411.322546	0	AllSol	Random	 uncharacterized LOC100577889 	1	1
LOC100577899	-3241.16777	-3241.16777	0	AllSol	Random	 DNA replication complex GINS protein SLD5 	1	1
LOC100577901	-2951.393556	-2951.393556	0	AllSol	Random	 uncharacterized LOC100577901 	1	1
LOC100577905	-21183.034258	-21182.092838	1.88284	AllSol	Random	 probable serine/threonine-protein kinase DDB_G0282963 	0.170011714004245	1
LOC100577909	-1331.132479	-1331.132479	0	AllSol	Random	 high mobility group protein I 	1	1
LOC100577912	-2064.742394	-2064.742394	0	AllSol	Random	 uncharacterized protein C15orf61 homolog 	1	1
LOC100577920	-1788.316239	-1788.316224	3e-05	AllSol	Random	 uncharacterized LOC100577920 	0.995629828128502	1
LOC100577923	-2311.330661	-2311.330661	0	AllSol	Random	 protein LLP homolog 	1	1
LOC100577927	-16168.160035	-16168.160035	0	AllSol	Random	 polynucleotide 5'-hydroxyl-kinase NOL9 	1	1
LOC100577936	-2506.952449	-2506.952449	0	AllSol	Random	 uncharacterized LOC100577936 	1	1
LOC100577941	-3970.856211	-3970.77398	0.164462	AllSol	Random	 uncharacterized LOC100577941 	0.685081248886386	1
LOC100577942	-4448.839178	-4448.839178	0	AllSol	Random	 homeobox protein Nkx-2.5-like 	1	1
LOC100577943	-9486.984372	-9486.585894	0.796956	AllSol	Random	 scavenger receptor class B member 1 	0.372005036630354	1
LOC100577949	-2966.439234	-2966.439234	0	AllSol	Random	 potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 	1	1
LOC100577955	-5450.561572	-5450.561572	0	AllSol	Random	 odorant receptor 13a 	1	1
LOC100577958	-13630.841821	-13630.841821	0	AllSol	Random	 putative uncharacterized protein DDB_G0282133 	1	1
LOC100577963	-7412.474699	-7412.474699	0	AllSol	Random	 charged multivesicular body protein 7 	1	1
LOC100577966	-3581.688219	-3581.688219	0	AllSol	Random	 probable serine/threonine-protein kinase DDB_G0283337 	1	1
LOC100577967	-6828.038618	-6828.038618	0	AllSol	Random	 uncharacterized LOC100577967 	1	1
LOC100577980	-7704.283212	-7704.260723	0.044978	AllSol	Random	 uncharacterized LOC100577980 	0.832044487125323	1
LOC100577981	-15136.47939	-15135.261769	2.43524	AllSol	Random	 insulin-like growth factor-binding protein complex acid labile subunit 	0.118635736369847	1
LOC100577982	-5227.505544	-5227.505544	0	AllSol	Random	 RPII140-upstream gene protein 	1	1
LOC100577988	-10130.8733	-10130.8733	0	AllSol	Random	 uncharacterized protein PFB0145c 	1	1
LOC100577995	-12568.656405	-12568.656405	0	AllSol	Random	 uncharacterized LOC100577995 	1	1
LOC100577998	-11201.081742	-11201.081742	0	AllSol	Random	 origin recognition complex subunit 3 	1	1
LOC100578002	-1045.193438	-1045.038395	0.310086	AllSol	Random	 thioredoxin, mitochondrial 	0.577627417105508	1
LOC100578005	-5329.279473	-5329.279473	0	AllSol	Random	 nucleolar protein 56 	1	1
LOC100578006	-4903.769391	-4903.769391	0	AllSol	Random	 inorganic pyrophosphatase 	1	1
LOC100578011	-11404.042166	-11404.042166	0	AllSol	Random	 kinetochore protein ndc80 	1	1
LOC100578014	-10052.492193	-10052.492193	0	AllSol	Random	 CCAAT/enhancer-binding protein zeta 	1	1
LOC100578017	-3566.613051	-3566.613051	0	AllSol	Random	 uncharacterized LOC100578017 	1	1
LOC100578031	-5212.336914	-5212.336914	0	AllSol	Random	 BTB/POZ domain-containing protein 6-B 	1	1
LOC100578046	-8111.202039	-8111.202039	0	AllSol	Random	 probable G-protein coupled receptor Mth-like 1 	1	1
LOC100578051	-6666.504015	-6666.504015	0	AllSol	Random	 uncharacterized LOC100578051 	1	1
LOC100578066	-9142.645893	-9142.645893	0	AllSol	Random	 glycogen-binding subunit 76A 	1	1
LOC100578072	-3316.795483	-3316.795483	0	AllSol	Random	 uncharacterized LOC100578072 	1	1
LOC100578085	-4242.952259	-4242.952259	0	AllSol	Random	 uncharacterized LOC100578085 	1	1
LOC100578091	-1946.462079	-1946.462079	0	AllSol	Random	 uncharacterized LOC100578091 	1	1
LOC100578105	-12247.405943	-12247.405943	0	AllSol	Random	 coiled-coil and C2 domain-containing protein 2A 	1	1
LOC100578106	-7297.625994	-7297.589588	0.072812	AllSol	Random	 uncharacterized LOC100578106 	0.787285665755183	1
LOC100578109	-7228.96696	-7228.96696	0	AllSol	Random	 NADPH:adrenodoxin oxidoreductase, mitochondrial 	1	1
LOC100578112	-6990.414924	-6990.414924	0	AllSol	Random	 adenylate kinase isoenzyme 5 	1	1
LOC100578119	-3893.785747	-3893.785747	0	AllSol	Random	 protein MIS12 homolog 	1	1
LOC100578126	-2953.118306	-2953.118306	0	AllSol	Random	 zinc finger protein 26-like 	1	1
LOC100578132	-7635.378566	-7635.378566	0	AllSol	Random	 glutamate--cysteine ligase catalytic subunit 	1	1
LOC100578144	-8316.474553	-8316.472549	0.004008	AllSol	Random	 mitotic apparatus protein p62 	0.949520634581527	1
LOC100578146	-9492.131094	-9491.795393	0.671402	AllSol	Random	 meiosis-specific coiled-coil domain-containing protein MEIOC 	0.412563232707259	1
LOC100578159	-15449.525221	-15449.525221	0	AllSol	Random	 zinc finger matrin-type protein CG9776 	1	1
LOC100578201	-22494.481829	-22494.481829	0	AllSol	Random	 uncharacterized LOC100578201 	1	1
LOC100578207	-9698.537622	-9698.537622	0	AllSol	Random	 pickpocket protein 19 	1	1
LOC100578218	-2784.32328	-2784.32328	0	AllSol	Random	 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 	1	1
LOC100578226	-8590.550261	-8590.550261	0	AllSol	Random	 zinc finger protein GLI1 	1	1
LOC100578237	-22642.863428	-22642.863428	0	AllSol	Random	 uncharacterized protein PF11_0213 	1	1
LOC100578243	-2594.044956	-2594.044956	0	AllSol	Random	 proteasome subunit alpha type-6 	1	1
LOC100578246	-5578.056345	-5578.056345	0	AllSol	Random	 myosin-7B 	1	1
LOC100578247	-9364.051942	-9364.048237	0.00741	AllSol	Random	 sodium channel protein Nach 	0.931401743672195	1
LOC100578248	-9615.092779	-9615.092779	0	AllSol	Random	 uncharacterized serine-rich protein C215.13 	1	1
LOC100578257	-6181.934159	-6181.934159	0	AllSol	Random	 uncharacterized LOC100578257 	1	1
LOC100578260	-7459.734033	-7459.734033	0	AllSol	Random	 WD repeat-containing protein 91 	1	1
LOC100578262	-15667.480329	-15667.480329	0	AllSol	Random	 uncharacterized LOC100578262 	1	1
LOC100578266	-5270.920346	-5270.920346	0	AllSol	Random	 probable deoxyhypusine synthase 	1	1
LOC100578269	-5928.694919	-5928.602262	0.185314	AllSol	Random	 uncharacterized LOC100578269 	0.666845693132349	1
LOC100578276	-9774.303725	-9774.303725	0	AllSol	Random	 uncharacterized LOC100578276 	1	1
LOC100578281	-18420.746932	-18420.746932	0	AllSol	Random	 rab3 GTPase-activating protein non-catalytic subunit 	1	1
LOC100578286	-8066.474788	-8066.474788	0	AllSol	Random	 flavin-containing monooxygenase FMO GS-OX-like 2 	1	1
LOC100578289	-6092.908702	-6087.497735	10.8219	AllSol	Random	 oocyte zinc finger protein XlCOF6 	0.00100306499923923	1
LOC100578296	-2185.010486	-2184.008356	2.00426	AllSol	Random	 probable G-protein coupled receptor B0563.6 	0.156857822885375	1
LOC100578298	-7365.937366	-7365.937366	0	AllSol	Random	 probable serine/threonine-protein kinase DDB_G0283337 	1	1
LOC100578311	-3451.044051	-3451.044051	0	AllSol	Random	 UMP-CMP kinase 	1	1
LOC100578321	-9544.526127	-9544.524852	0.00255	AllSol	Random	 host cell factor 2 	0.9597259218998	1
LOC100578332	-3995.420779	-3995.420779	0	AllSol	Random	 uncharacterized LOC100578332 	1	1
LOC100578334	-2315.731048	-2315.731048	0	AllSol	Random	 transcription factor 21 	1	1
LOC100578345	-7503.767544	-7503.767544	0	AllSol	Random	 uncharacterized LOC100578345 	1	1
LOC100578346	-3412.786686	-3412.711322	0.150728	AllSol	Random	 uncharacterized LOC100578346 	0.697840624013708	1
LOC100578349	-1329.972384	-1329.972384	0	AllSol	Random	 uncharacterized LOC100578349 	1	1
LOC100578355	-6656.583939	-6656.583939	0	AllSol	Random	 zinc finger protein 484 	1	1
LOC100578363	-27412.462274	-27412.462274	0	AllSol	Random	 protein Ycf2 	1	1
LOC100578368	-12386.847632	-12386.847632	0	AllSol	Random	 uncharacterized LOC100578368 	1	1
LOC100578370	-12031.596495	-12031.596495	0	AllSol	Random	 protein inturned 	1	1
LOC100578382	-11981.832694	-11981.607236	0.450916	AllSol	Random	 interaptin 	0.501900281272705	1
LOC100578388	-13277.734436	-13277.734436	0	AllSol	Random	 uncharacterized LOC100578388 	1	1
LOC100578399	-3556.574632	-3554.939023	3.27122	AllSol	Random	 ribonuclease P protein subunit p25-like protein 	0.0705051728924558	1
LOC100578404	-12167.57125	-12167.518354	0.105792	AllSol	Random	 uncharacterized LOC100578404 	0.744986707030682	1
