Gene	dN.dS	AlnLength	GeneAverage	Function	Codon	GCProp
LOC100577699	0.13754	558	30.84	NA	186	0.3084
LOC100577702	0.11025	489	35.0445454545455	NA	163	0.350445454545455
LOC100577712	0.2754	984	35.7345454545455	NA	328	0.357345454545455
LOC100577717	0.13768	951	54.0472727272727	NA	317	0.540472727272727
LOC100577719	0.15066	2154	47.2390909090909	NA	718	0.472390909090909
LOC100577722	0.1627	783	31.0009090909091	NA	261	0.310009090909091
LOC100577724	0.09009	936	35.9163636363636	NA	312	0.359163636363636
LOC100577727	0.03963	267	39.94	NA	89	0.3994
LOC100577739	0.17913	6105	32.8409090909091	NA	2035	0.328409090909091
LOC100577742	0.06923	1914	39.1272727272727	NA	638	0.391272727272727
LOC100577743	0.2315	1092	47.81	NA	364	0.4781
LOC100577746	0.12751	1320	40.8272727272727	NA	440	0.408272727272727
LOC100577753	0.07599	705	37.3690909090909	NA	235	0.373690909090909
LOC100577756	0.03106	708	35.5927272727273	NA	236	0.355927272727273
LOC100577758	0.0825	399	43.2445454545455	NA	133	0.432445454545455
LOC100577763	0.12063	6729	32.8145454545455	NA	2243	0.328145454545455
LOC100577764	0.01246	642	40.3718181818182	Receptor	214	0.403718181818182
LOC100577766	0.12503	2814	36.2154545454545	NA	938	0.362154545454546
LOC100577769	0.10857	939	49.9363636363636	NA	313	0.499363636363636
LOC100577771	0.13292	381	51.1572727272727	NA	127	0.511572727272727
LOC100577801	0.03558	1932	57.2454545454545	NA	644	0.572454545454546
LOC100577803	0.3559	762	27.9654545454545	NA	254	0.279654545454545
LOC100577816	0.17411	3510	34.3145454545455	NA	1170	0.343145454545455
LOC100577823	0.09931	261	31.66	NA	87	0.3166
LOC100577836	0.14067	552	29.1172727272727	NA	184	0.291172727272727
LOC100577839	0.19632	639	49.9936363636364	NA	213	0.499936363636364
LOC100577841	0.10654	651	46.2227272727273	NA	217	0.462227272727273
LOC100577845	0.33579	2436	37.1318181818182	NA	812	0.371318181818182
LOC100577856	0.06837	1098	39.3945454545455	NA	366	0.393945454545455
LOC100577870	0.03356	552	35.5718181818182	NA	184	0.355718181818182
LOC100577872	0.10195	1179	41.8936363636364	NA	393	0.418936363636364
LOC100577875	0.18255	504	46.1027272727273	NA	168	0.461027272727273
LOC100577876	0.07929	696	34.7818181818182	NA	232	0.347818181818182
LOC100577877	0.0769	1140	35.1509090909091	NA	380	0.351509090909091
LOC100577883	0.11876	1359	40.2890909090909	NA	453	0.402890909090909
LOC100577885	0.27883	972	32.9390909090909	NA	324	0.329390909090909
LOC100577889	0.08144	453	52.0172727272727	NA	151	0.520172727272727
LOC100577899	0.09944	642	36.4054545454545	NA	214	0.364054545454545
LOC100577901	0.13896	423	56.8227272727273	NA	141	0.568227272727273
LOC100577905	0.17261	3090	45.1163636363636	NA	1030	0.451163636363636
LOC100577909	0.0224	297	42.9745454545455	NA	99	0.429745454545455
LOC100577912	0.20763	366	48.41	NA	122	0.4841
LOC100577920	0.14346	315	52.8445454545455	NA	105	0.528445454545455
LOC100577923	0.0901	381	34.5027272727273	NA	127	0.345027272727273
LOC100577927	0.26771	2172	41.0381818181818	NA	724	0.410381818181818
LOC100577936	0.19364	630	53.4327272727273	NA	210	0.534327272727273
LOC100577941	0.04926	963	37.6381818181818	NA	321	0.376381818181818
LOC100577942	0.06361	978	55.5136363636364	NA	326	0.555136363636364
LOC100577943	0.20045	1326	52.0981818181818	Receptor	442	0.520981818181818
LOC100577949	0.1464	447	39.9636363636364	NA	149	0.399636363636364
LOC100577955	0.10363	933	48.4563636363636	NA	311	0.484563636363636
LOC100577958	0.13981	2046	34.1145454545455	NA	682	0.341145454545455
LOC100577963	0.13385	1257	30.21	NA	419	0.3021
LOC100577966	0.22063	459	27.1745454545455	NA	153	0.271745454545455
LOC100577967	0.1169	1233	31.7918181818182	NA	411	0.317918181818182
LOC100577972	0.12367	10344	39.7209090909091	NA	3448	0.397209090909091
LOC100577980	0.05754	1704	52.5827272727273	NA	568	0.525827272727273
LOC100577981	0.19659	2184	44.3009090909091	NA	728	0.443009090909091
LOC100577982	0.30275	594	34.8027272727273	NA	198	0.348027272727273
LOC100577988	0.09686	2004	31.7281818181818	NA	668	0.317281818181818
LOC100577995	0.07437	2601	33.92	NA	867	0.3392
LOC100577998	0.1875	1839	35.2318181818182	NA	613	0.352318181818182
LOC100578002	0.11034	216	29.7154545454545	NA	72	0.297154545454545
LOC100578005	0.04458	1377	33.6045454545455	NA	459	0.336045454545455
LOC100578006	0.11564	996	39.5409090909091	NA	332	0.395409090909091
LOC100578011	0.12441	1878	32.1772727272727	NA	626	0.321772727272727
LOC100578014	0.10159	1983	29.6527272727273	NA	661	0.296527272727273
LOC100578017	0.14364	633	38.6872727272727	NA	211	0.386872727272727
LOC100578030	0.21945	729	35.1036363636364	Signalling	243	0.351036363636364
LOC100578031	0.12901	807	51.1790909090909	NA	269	0.511790909090909
LOC100578035	0.04163	963	32.5118181818182	NA	321	0.325118181818182
LOC100578046	0.2006	1233	43.2063636363636	NA	411	0.432063636363636
LOC100578051	0.03391	1443	58.2318181818182	NA	481	0.582318181818182
LOC100578066	0.0656	1542	54.4681818181818	NA	514	0.544681818181818
LOC100578071	0.11986	4992	31.6709090909091	NA	1664	0.316709090909091
LOC100578072	0.1015	549	54.2636363636364	NA	183	0.542636363636364
LOC100578085	0.18335	591	47.7154545454545	NA	197	0.477154545454545
LOC100578091	0.09108	318	47.3136363636364	NA	106	0.473136363636364
LOC100578105	0.10789	2181	33.6109090909091	NA	727	0.336109090909091
LOC100578106	0.0482	1737	39.7663636363636	NA	579	0.397663636363636
LOC100578109	0.11705	1374	32.7318181818182	NA	458	0.327318181818182
LOC100578112	0.09601	1338	41.9145454545455	NA	446	0.419145454545455
LOC100578119	0.24615	588	30.3172727272727	NA	196	0.303172727272727
LOC100578126	0.08766	567	51.0663636363636	NA	189	0.510663636363636
LOC100578132	0.04989	1830	35.2554545454545	NA	610	0.352554545454545
LOC100578144	0.11703	1308	50.6327272727273	NA	436	0.506327272727273
LOC100578146	0.08878	2295	36.4772727272727	NA	765	0.364772727272727
LOC100578156	0.13857	510	50.5690909090909	Signalling	170	0.505690909090909
LOC100578159	0.03888	3573	43.8581818181818	NA	1191	0.438581818181818
LOC100578168	0.07842	471	43.89	NA	157	0.4389
LOC100578201	0.14992	3702	35.1581818181818	NA	1234	0.351581818181818
LOC100578207	0.2666	1200	42.7645454545455	NA	400	0.427645454545455
LOC100578209	0.01936	1386	38.81	NA	462	0.3881
LOC100578215	0.04357	1434	40.4463636363636	NA	478	0.404463636363636
LOC100578218	0.16326	384	32.1727272727273	NA	128	0.321727272727273
LOC100578226	0.06946	1740	51.1436363636364	NA	580	0.511436363636364
LOC100578235	0.08747	363	37.94	NA	121	0.3794
LOC100578237	0.22989	3006	32.9218181818182	NA	1002	0.329218181818182
LOC100578243	0.02261	738	37.2754545454545	NA	246	0.372754545454545
LOC100578246	0.05828	1224	53.0318181818182	NA	408	0.530318181818182
LOC100578247	0.26449	1266	34.6181818181818	NA	422	0.346181818181818
LOC100578248	0.08579	1728	55.9654545454545	NA	576	0.559654545454546
LOC100578255	0.0823	4806	32.7954545454545	NA	1602	0.327954545454545
LOC100578257	0.0388	1524	36.7090909090909	NA	508	0.367090909090909
LOC100578260	0.02754	1929	36.9418181818182	NA	643	0.369418181818182
LOC100578262	0.05374	3420	39.2445454545455	NA	1140	0.392445454545455
LOC100578266	0.07218	1116	34.8963636363636	NA	372	0.348963636363636
LOC100578269	0.20347	828	46.4527272727273	NA	276	0.464527272727273
LOC100578276	0.13033	1515	44.9327272727273	NA	505	0.449327272727273
LOC100578277	0.08817	222	35.9527272727273	NA	74	0.359527272727273
LOC100578281	0.09388	3909	33.6554545454545	NA	1303	0.336554545454545
LOC100578286	0.16556	1260	43.0436363636364	NA	420	0.430436363636364
LOC100578289	0.16154	837	45.2154545454545	NA	279	0.452154545454545
LOC100578296	0.11802	402	39.2581818181818	NA	134	0.392581818181818
LOC100578298	0.24574	1068	32.9509090909091	NA	356	0.329509090909091
LOC100578311	0.10311	597	38.5718181818182	NA	199	0.385718181818182
LOC100578321	0.04541	2106	52.3527272727273	NA	702	0.523527272727273
LOC100578329	0.21743	1323	33.1881818181818	NA	441	0.331881818181818
LOC100578332	0.06134	870	55.83	NA	290	0.5583
LOC100578334	0.05242	459	54.3081818181818	NA	153	0.543081818181818
LOC100578345	0.09814	1248	51.61	NA	416	0.5161
LOC100578346	0.24529	507	28.42	NA	169	0.2842
LOC100578349	0.0351	336	58.9009090909091	NA	112	0.589009090909091
LOC100578355	0.10522	1398	29.6263636363636	NA	466	0.296263636363636
LOC100578356	0.1442	3387	32.2081818181818	Signalling	1129	0.322081818181818
LOC100578363	0.26053	3588	32.9427272727273	NA	1196	0.329427272727273
LOC100578368	0.11685	1935	54.0554545454545	NA	645	0.540554545454545
LOC100578370	0.06972	2700	32.2427272727273	NA	900	0.322427272727273
LOC100578380	0.076	651	33.3327272727273	NA	217	0.333327272727273
LOC100578382	0.29818	1482	35.5127272727273	NA	494	0.355127272727273
LOC100578388	0.10556	2163	43.4427272727273	NA	721	0.434427272727273
LOC100578399	0.17117	573	41.5536363636364	NA	191	0.415536363636364
LOC100578404	0.06665	2760	32.1336363636364	NA	920	0.321336363636364
LOC100578406	0.08373	1536	35.8127272727273	NA	512	0.358127272727273
LOC100578417	0.15675	1278	40.4545454545455	NA	426	0.404545454545455
LOC100578420	0.0662	2157	51.0254545454545	NA	719	0.510254545454545
LOC100578423	0.06943	1101	57.4018181818182	NA	367	0.574018181818182
LOC100578424	0.23065	1215	31.2390909090909	NA	405	0.312390909090909
LOC100578429	0.08647	3870	32.1572727272727	NA	1290	0.321572727272727
LOC100578433	0.06958	5361	37.9027272727273	NA	1787	0.379027272727273
LOC100578439	0.082	2121	52.4627272727273	NA	707	0.524627272727273
LOC100578442	0.20131	453	47.9427272727273	NA	151	0.479427272727273
LOC100578443	0.13721	1167	37.7818181818182	NA	389	0.377818181818182
LOC100578450	0.03472	2739	37.4054545454545	NA	913	0.374054545454545
LOC100578466	0.13443	1632	41.67	NA	544	0.4167
LOC100578473	0.09893	252	35.8963636363636	NA	84	0.358963636363636
LOC100578478	0.12166	552	45.3072727272727	NA	184	0.453072727272727
LOC100578498	0.07412	3183	41.3372727272727	NA	1061	0.413372727272727
LOC100578503	0.01256	1809	35.3190909090909	NA	603	0.353190909090909
LOC100578507	0.10497	612	31.9972727272727	NA	204	0.319972727272727
LOC100578513	0.13598	1701	31.9490909090909	NA	567	0.319490909090909
LOC100578515	0.04964	1128	53.5554545454545	NA	376	0.535554545454545
LOC100578519	0.08876	2838	40.9127272727273	NA	946	0.409127272727273
LOC100578522	0.15571	672	35.7281818181818	NA	224	0.357281818181818
LOC100578526	0.06114	930	32.5618181818182	NA	310	0.325618181818182
LOC100578529	0.12233	1764	46.0881818181818	NA	588	0.460881818181818
LOC100578530	0.14195	603	30.0636363636364	NA	201	0.300636363636364
LOC100578534	0.03723	210	32.5972727272727	Signalling	70	0.325972727272727
LOC100578537	0.0841	2400	33.3518181818182	Effector	800	0.333518181818182
LOC100578546	0.12395	1041	32.0245454545455	NA	347	0.320245454545455
LOC100578556	0.21911	3321	40.4872727272727	NA	1107	0.404872727272727
LOC100578557	0.03773	1431	50.8163636363636	NA	477	0.508163636363636
LOC100578560	0.08976	303	31.53	NA	101	0.3153
LOC100578562	0.15345	924	51.5627272727273	NA	308	0.515627272727273
LOC100578563	0.2079	3069	35.2763636363636	NA	1023	0.352763636363636
LOC100578580	0.083	357	40.6181818181818	NA	119	0.406181818181818
LOC100578586	0.12549	1755	47.4545454545455	NA	585	0.474545454545455
LOC100578587	0.23916	1500	42.4127272727273	NA	500	0.424127272727273
LOC100578597	0.1363	3849	41.4	NA	1283	0.414
LOC100578600	0.05214	2535	55.5518181818182	NA	845	0.555518181818182
LOC100578602	0.1353	2403	33.0118181818182	NA	801	0.330118181818182
LOC100578606	0.23725	1311	46.46	NA	437	0.4646
LOC100578614	0.21319	258	46.7927272727273	NA	86	0.467927272727273
LOC100578621	0.04507	1215	56.5136363636364	NA	405	0.565136363636364
LOC100578631	0.02947	2532	51.8563636363636	NA	844	0.518563636363636
LOC100578641	0.17416	501	42.4063636363636	NA	167	0.424063636363636
LOC100578653	0.13937	1725	32.5372727272727	NA	575	0.325372727272727
LOC100578660	0.04655	945	37.47	NA	315	0.3747
LOC100578664	0.18937	897	48.5463636363636	NA	299	0.485463636363636
LOC100578697	0.09897	549	29.1609090909091	NA	183	0.291609090909091
LOC100578699	0.24325	3864	40.2072727272727	NA	1288	0.402072727272727
LOC100578704	0.11731	1239	29.2818181818182	NA	413	0.292818181818182
LOC100578706	0.07604	1596	50.1927272727273	NA	532	0.501927272727273
LOC100578708	0.19821	618	42.9090909090909	NA	206	0.429090909090909
LOC100578709	0.12387	1083	50.6663636363636	NA	361	0.506663636363636
LOC100578713	0.19719	318	29.7318181818182	NA	106	0.297318181818182
LOC100578715	0.06025	555	36.5118181818182	NA	185	0.365118181818182
LOC100578721	0.09186	1158	36.64	NA	386	0.3664
LOC100578725	0.07742	237	37.9363636363636	NA	79	0.379363636363636
LOC100578726	0.14	1659	31.5418181818182	NA	553	0.315418181818182
LOC100578730	0.17301	528	51.6345454545455	NA	176	0.516345454545455
LOC100578732	0.13825	261	41.0309090909091	NA	87	0.410309090909091
LOC100578733	0.12856	1521	40.0445454545455	NA	507	0.400445454545455
LOC100578734	0.12462	456	32.6354545454545	NA	152	0.326354545454545
LOC100578736	0.00379	1341	37.8272727272727	NA	447	0.378272727272727
LOC100578745	0.11552	759	39.3218181818182	NA	253	0.393218181818182
LOC100578773	0.0422	150	36.0009090909091	NA	50	0.360009090909091
LOC100578776	0.13992	1944	47.7463636363636	NA	648	0.477463636363636
LOC100578779	0.17193	519	37.3627272727273	NA	173	0.373627272727273
LOC100578780	0.04825	930	53.6081818181818	NA	310	0.536081818181818
LOC100578801	0.0786	720	48.2836363636364	NA	240	0.482836363636364
LOC100578810	0.02777	1368	55.6754545454545	NA	456	0.556754545454545
LOC100578813	0.03868	177	58.6018181818182	NA	59	0.586018181818182
LOC100578814	0.27905	1218	41.0818181818182	NA	406	0.410818181818182
LOC100578818	0.02007	2700	54.1245454545455	NA	900	0.541245454545455
LOC100578824	0.017	1224	61.0590909090909	NA	408	0.610590909090909
LOC100578826	0.01976	3915	44.8272727272727	NA	1305	0.448272727272727
LOC100578828	0.04526	1614	49.3854545454545	NA	538	0.493854545454545
LOC100578833	0.10915	1845	30.6936363636364	NA	615	0.306936363636364
LOC100578852	0.1288	2325	34.1118181818182	NA	775	0.341118181818182
LOC100578853	0.26211	729	31.4509090909091	NA	243	0.314509090909091
LOC100578854	0.13535	1254	53.3572727272727	NA	418	0.533572727272727
LOC100578860	0.17529	582	55.4663636363636	NA	194	0.554663636363636
LOC100578864	0.16866	870	34.5336363636364	NA	290	0.345336363636364
LOC100578875	0.08541	1284	35.7545454545455	NA	428	0.357545454545454
LOC100578879	0.09331	2190	41.1672727272727	NA	730	0.411672727272727
LOC100578883	0.09684	4011	37.5563636363636	NA	1337	0.375563636363636
LOC100578888	0.1673	942	44.6245454545455	NA	314	0.446245454545455
LOC100578890	0.44499	672	30.5736363636364	NA	224	0.305736363636364
LOC100578892	0.10466	552	31.6872727272727	NA	184	0.316872727272727
LOC100578893	0.14485	2160	33.6527272727273	NA	720	0.336527272727273
LOC100578907	0.1208	1266	43.1718181818182	NA	422	0.431718181818182
LOC100578913	0.20452	1137	48.2136363636364	NA	379	0.482136363636364
LOC100578920	0.04456	1050	43.8790909090909	NA	350	0.438790909090909
LOC100578924	0.07974	909	42.1509090909091	NA	303	0.421509090909091
LOC100578925	0.01546	828	60.0463636363636	NA	276	0.600463636363636
LOC100578927	0.02149	1179	43.85	NA	393	0.4385
LOC100578928	0.17541	342	39.0754545454545	NA	114	0.390754545454545
LOC100578929	0.1063	639	51.2027272727273	NA	213	0.512027272727273
LOC100578936	0.06638	156	31.2945454545455	NA	52	0.312945454545455
LOC100578939	0.0569	981	55.0445454545455	NA	327	0.550445454545455
LOC100578947	0.13381	3288	35.4363636363636	NA	1096	0.354363636363636
LOC100578953	0.04236	1008	51.0845454545455	NA	336	0.510845454545455
LOC100578955	0.15152	2985	49.4890909090909	NA	995	0.494890909090909
LOC100578966	0.27382	906	25.7163636363636	Receptor	302	0.257163636363636
LOC100578975	0.1263	879	30.6018181818182	NA	293	0.306018181818182
LOC100578984	0.03447	990	54.6281818181818	NA	330	0.546281818181818
LOC100578988	0.10366	1092	31.7027272727273	NA	364	0.317027272727273
LOC100578999	0.16229	708	31.0872727272727	NA	236	0.310872727272727
LOC100579007	0.13423	1248	53.7809090909091	NA	416	0.537809090909091
LOC100579008	0.17769	576	35.5736363636364	NA	192	0.355736363636364
LOC100579026	0.14235	2445	50.8354545454545	NA	815	0.508354545454546
LOC100579031	0.10616	399	43.95	NA	133	0.4395
LOC100579034	0.18203	1545	28.7372727272727	NA	515	0.287372727272727
LOC100579038	0.14912	342	33.8636363636364	NA	114	0.338636363636364
LOC100579040	0.08528	2007	32.7409090909091	NA	669	0.327409090909091
LOC100579053	0.12362	789	31.4545454545455	NA	263	0.314545454545455
LOC100579055	0.07439	324	37.9345454545455	NA	108	0.379345454545455
LOC100579061	0.16655	1281	30.0927272727273	NA	427	0.300927272727273
LOC100642173	0.11447	1029	51.5863636363636	NA	343	0.515863636363636
LOC100820634	0.02268	2007	52.7254545454545	NA	669	0.527254545454545
LOC101664701	0.06148	1296	50.1190909090909	NA	432	0.501190909090909
LOC102653588	0.00545	1998	34.7381818181818	NA	666	0.347381818181818
LOC102653601	0.05016	1308	40.3181818181818	NA	436	0.403181818181818
LOC102653654	0.01208	279	54.1890909090909	NA	93	0.541890909090909
LOC102653702	0.00616	357	36.7681818181818	NA	119	0.367681818181818
LOC102653718	0.11762	273	34.9654545454545	NA	91	0.349654545454545
LOC102653759	0.09592	1497	32.5981818181818	NA	499	0.325981818181818
LOC102653773	0.04578	1209	32.5145454545455	NA	403	0.325145454545455
LOC102653780	0.11376	1779	46.9918181818182	NA	593	0.469918181818182
LOC102653784	0.1402	597	41.9981818181818	NA	199	0.419981818181818
LOC102653793	0.09222	1065	34.5963636363636	NA	355	0.345963636363636
LOC102653798	0.10801	1284	32.1954545454545	NA	428	0.321954545454545
LOC102653815	0.12606	729	35.6781818181818	NA	243	0.356781818181818
LOC102653862	0.25419	435	38.1390909090909	NA	145	0.381390909090909
LOC102653879	0.08173	1008	35.3818181818182	NA	336	0.353818181818182
LOC102653922	0.10875	915	45.4236363636364	NA	305	0.454236363636364
LOC102653930	0.03564	321	44.8327272727273	NA	107	0.448327272727273
LOC102653940	0.09836	654	54.3918181818182	NA	218	0.543918181818182
LOC102653955	0.24809	459	32.7390909090909	NA	153	0.327390909090909
LOC102653965	0.06927	1440	36.7927272727273	NA	480	0.367927272727273
LOC102653993	0.05896	567	54.1927272727273	NA	189	0.541927272727273
LOC102654012	0.00795	246	34.6627272727273	NA	82	0.346627272727273
LOC102654014	0.17098	636	37.9945454545455	NA	212	0.379945454545455
LOC102654029	0.23126	585	30.41	NA	195	0.3041
LOC102654047	0.15436	591	56.7454545454545	NA	197	0.567454545454545
LOC102654083	0.05993	2430	40.4072727272727	NA	810	0.404072727272727
LOC102654090	0.13704	435	34.3563636363636	NA	145	0.343563636363636
LOC102654127	0.05819	2202	34.0627272727273	NA	734	0.340627272727273
LOC102654146	0.12629	657	55.1690909090909	NA	219	0.551690909090909
LOC102654159	0.21527	447	28.1872727272727	NA	149	0.281872727272727
LOC102654160	0.3007	1458	45.1481818181818	NA	486	0.451481818181818
LOC102654165	0.0703	954	59.3590909090909	NA	318	0.593590909090909
LOC102654169	0.27255	453	39.0536363636364	NA	151	0.390536363636364
LOC102654186	0.01693	1458	39.9727272727273	NA	486	0.399727272727273
LOC102654206	0.20883	690	47.8390909090909	NA	230	0.478390909090909
LOC102654261	0.1811	555	34.7418181818182	NA	185	0.347418181818182
LOC102654281	0.1108	2199	51.6063636363636	NA	733	0.516063636363636
LOC102654282	0.23003	294	40.9709090909091	NA	98	0.409709090909091
LOC102654289	0.20088	768	38.3163636363636	NA	256	0.383163636363636
LOC102654312	0.05047	1008	40.2327272727273	NA	336	0.402327272727273
LOC102654349	0.18662	144	28.2836363636364	NA	48	0.282836363636364
LOC102654365	0.16613	1371	32.2263636363636	NA	457	0.322263636363636
