Gene	All_Advanced_Eusocial	All_Social	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC100578201	1	1	1	1	1	1	4.30540478737385e-05	0.545846089918623	1.1672368738033e-11	1	1
LOC100578207	1	1	1	1	1	1	2.20239343255792e-05	1	1	0.457237182570365	1
LOC100578218	1	1	1	1	1	1	1	1	1	1	1
LOC100578226	1	1	1	1	1	1	1	1	5.04292215655084e-14	1	1
LOC100578237	1	1	1	1	1	1	0.0044282270281711	0.00189552981036865	1	0.099856890654926	1
LOC100578243	1	1	1	1	1	1	1	1	1	1	1
LOC100578246	1	1	1	1	1	4.06967050206288e-13	1	1	1	1	1
LOC100578247	1	1	1	3.03854618759864e-05	1	1	0.068089794206809	1	1	1	1
LOC100578248	1	1	1	1	1	1	1	1	0.666186713920677	1	1
LOC100578257	1	1	1	1	1	0.980026735137404	1	1	1	1	1
LOC100578260	1	1	1	1	1	1	1	1	1	1	1
LOC100578262	1	1	1	1	1	1	1	1	1	1	1
LOC100578266	1	1	1	1	1	1	1	1	1	1	1
LOC100578269	1	1	1	1	1	1	1	1	1	1	1
LOC100578276	1	1	1	1	1	1	1	1	1	1	1
LOC100578281	1	1	1	1	1	1	0.182499594943797	1	1	1	1
LOC100578286	1	1	1	1	1	1	1	1	1	1	1
LOC100578289	1	1	1	1	1	1	1.93667010382512e-06	1	1	1	1
LOC100578296	1	1	1	1	1	1	1	1	1	1	1
LOC100578298	1	1	1	1	1	1	0.00854969260907011	1	1	1	1
LOC100578311	1	1	1	1	1	1	1	1	1	1	1
LOC100578321	1	1	1	1	1	1	1	1	1.65010627037048e-12	1	1
LOC100578332	1	1	1	1	1	1	1	1	2.60560771220262e-14	1	1
LOC100578334	1	1	1	1	1	1	1	1	1	1	1
LOC100578345	1	1	1	1	1	1	1	1	1	1	1
LOC100578346	1	1	1	1	1	1	1	1	1	1	1
LOC100578349	1	1	1	1	1	1	1	1	1.80537073524456e-09	1	1
LOC100578355	1	1	1	1	1	1	1	1	1	1	1
LOC100578363	1	1	1	1	1	1	1	1	1	1	0.000539014952559311
LOC100578368	1	1	1	1	1	1	1	1	1	1	1
LOC100578370	1	1	1	1	1	1	1	1	1	1	1
LOC100578382	1	1	1	1	1	1	1	1	1	1	0.000425236398205975
LOC100578388	1	1	1	1	1	1	1	1	1	1	1
LOC100578399	1	1	1	1	1	1	1	1	1	1	1
LOC100578404	1	1	1	1	1	1	1	1	1	1	1
LOC100578406	1	1	1	1	1	0.0303057398676865	1	1	1	1	1
LOC100578417	1	1	1	1	1	1	1	1	1	1	1
LOC100578420	1	1	1	1	1	1	1	1	1	1	1
LOC100578423	1	1	1	1	1	1	1	1	1	1	1
LOC100578424	1	1	1	1	1	1	1	1	1	1	1
LOC100578429	1	1	1	1	1	1	1	1	1	1	1
LOC100578439	1	1	1	1	1	1	1	1	0.0459981273876074	1	1
LOC100578442	1	1	1	1	1	1	1	0.0329266190153919	1	1	1
LOC100578443	1	1	1	1	1	1	1	1	1	1	1
LOC100578466	1	1	1	1	1	1	1	1	0.662335253978196	1	1
LOC100578473	1	1	1	1	1	1	1	1	1	1	1
LOC100578478	1	1	1	1	1	1	1	1	1	1	1
LOC100578498	1	1	1	1	1	1	1	1	1	1	1
LOC100578503	1	1	1	1	1	1	1	1	1	1	1
LOC100578507	1	1	1	1	1	1	1	1	1	1	1
LOC100578513	1	1	1	1	1	1	1	1	1	1	1
LOC100578515	1	1	1	1	1	1	9.68670841624007e-20	1	1.21717428671504e-06	1	1
LOC100578519	1	1	1	1	1	1	1	1	1	1	1
LOC100578522	1	1	1	1	1	1	1	1	1	1	1
LOC100578526	1	1	1	1	1	1	1	1	1	1	1
LOC100578529	1	1	1	1	1	1	1	1	1	1	1
LOC100578530	1	1	1	1	1	1	1	1	1	1	1
LOC100578534	1	1	1	1	1	1	1	1	1	1	1
LOC100578546	1	1	1	0.87440204631693	1	1	1	2.52315489465369e-10	1	1	1
LOC100578556	1	1	1	1	1	1	0.00104725338413661	1	1	1	1
LOC100578557	1	1	1	1	1	1	1	1	1	1	1
LOC100578562	1	1	1	1	1	0.183162011274126	1	1	1	1	1
LOC100578563	1	1	1	1	1	1	0.00925717245786048	1	1	1	1
LOC100578579	1	1	1	1	NA	1	1	1	1	1	1
LOC100578580	1	1	1	1	1	1	1	1	0.0154874591335606	1	1
LOC100578587	1	1	1	1	1	1	3.01538697701996e-11	1	1	1	0.0020012737625963
LOC100578597	1	1	1	1	1	1	1	1	1	1	1
LOC100578600	1	1	1	0.00198993137466907	1	1	0.0026843113943365	1	9.6756542371565e-05	1	1
LOC100578602	1	1	1	1	1	1	1	1	0.0011886159603228	1	1
LOC100578606	1	1	1	1	1	1	0.00266918328141842	1	1	1	1
LOC100578614	1	1	1	1	1	1	1	1	1	1	1
LOC100578621	1	1	1	1	1	1	1	1	1	1	1
LOC100578631	1	1	1	1	1	1	1	1	1	1	1
LOC100578641	1	1	1	1	1	1	1	1	1	1	1
LOC100578653	1	1	1	1	1	1	1	1	1	1	1
LOC100578660	1	1	1	1	1	1	1	1	1	7.19113026508732e-09	1
LOC100578664	1	1	1	1	1	1	1	1	1	1	1
LOC100578699	1	1	1	1	1	1	1	1	1	1	1
LOC100578704	1	1	1	1	1	1	1	1	1	1	1
LOC100578706	1	1	1	1	1	1	1	1	1	1	1
LOC100578708	1	1	1	1	1	1	1	1	1	1	1
LOC100578709	1	1	1	1	1	1	1	1	1	1	1
LOC100578713	1	1	1	1	1	1	1	1	1	1	1
LOC100578715	1	1	1	1	1	1	1	1	1	1	1
LOC100578721	1	1	1	1	1	1	1	1	1.60230065031551e-05	1	1
LOC100578726	1	1	1	1	1	1	1	1	1	1	1
LOC100578730	1	1	1	1	1	1	1	1	1	1	1
LOC100578732	1	1	1	1	1	1	1	1	1	1	1
LOC100578733	1	1	1	1	1	1	1	1	1	1	1
LOC100578734	1	1	1	1	1	1	1	1	1	1	1
LOC100578736	1	1	1	1	1	1	1	1	1	1	1
LOC100578745	1	1	1	1	1	1	1	1	1	1	1
LOC100578773	1	1	1	1	1	1	1	1	1	1	1
LOC100578776	1	1	1	1	1	1	0.182883731096856	1	1	1	1
LOC100578779	1	1	1	1	1	1	0.490019267151444	1	1	1	1
LOC100578780	1	1	1	1	1	1	1	1	1	1	1
LOC100578801	1	1	1	1	1	1	1	1	0.00138911104175234	1	1
LOC100578810	1	1	1	1	1	1	1	1	1	1	1
LOC100578813	1	1	1	1	1	1	1	1	1	1	1
LOC100578814	1	1	1	1	1	1	1	1	1	1	1
LOC100578818	1	1	1	0.0728457210773028	1	1	1	1	1	1	1
LOC100578824	1	1	1	1	1	1	1	1	1	1	1
LOC100578826	1	1	1	1	1	1	1	1	1	1	1
LOC100578828	1	1	1	1	1	0.000321536434878784	1	1	1	1	1
LOC100578833	1	1	1	1	1	1	1	1	1	1	1
LOC100578852	1	1	1	1	1	1	2.65985443143859e-07	1	1	1	1
LOC100578853	1	1	1	1	1	1	1	1	1	1	1
LOC100578854	1	1	1	0.875107084476625	1	1	1	1	1	1	1
LOC100578860	1	1	1	1	1	1	1	1	1.49370725904235e-06	1	1
LOC100578864	1	1	1	1	1	1	1	1	1	0.731812207090548	1
LOC100578879	1	1	1	1	1	1	1	1	1	1	1
LOC100578883	1	1	1	1	1	1	1	1	1	1	1
LOC100578888	1	1	1	1	1	1	1	1	1	1	1
LOC100578890	1	1	1	1	1	1	1	1	1	1	1
LOC100578892	1	1	1	1	1	1	1	1	1	1	1
LOC100578907	1	1	1	1	1	1	1	1	1	1	0.102996034935592
LOC100578913	1	1	1	1	1	1	1	1	1	1	1
LOC100578920	0.106192172628162	1	1	1	1	1	1	1	3.21302073096589e-22	1	1
LOC100578924	1	1	1	1	1	1	1	1	1	1	1
LOC100578925	1	1	1	1	1	1	1	1	1	1	1
LOC100578927	1	1	1	2.65856653141251e-05	1	1	1	1	1	1	1
LOC100578928	1	1	1	1	1	1	1	1	1	1	1
LOC100578929	1	1	1	1	1	1	1	1	1	1	1
LOC100578936	1	1	1	1	1	1	1	1	1	1	1
LOC100578939	1	1	1	1	1	1	0.000116458580123549	1	5.36217797333119e-12	1	1
LOC100578947	1	1	1	1	1	1	1	1	1	1	0.0228473888378788
LOC100578953	1	1	1	1	1	1	1	1	1	1	1
LOC100578955	1	1	1	1	1	1	1	0.29716075060111	1	1	1
LOC100578966	1	1	1	1	1	1	1	1	1	1	1
LOC100578975	1	1	1	1	1	1	1	1	1	1	1
LOC100578984	1	1	1	1	1	1	1	1	0.000648035111577665	1	1
LOC100578988	1	1	1	1	1	1	1	1	1	1	0.0838508431104278
LOC100578999	1	1	1	9.43114011967344e-05	1	1	1	1	1	1	1
LOC100579007	1	1	1	1	1	1	1	1	1	1	1
LOC100579008	1	1	1	1	1	1	1	1	1	1	1
LOC100579026	1	1	1	0.00869553522451666	1	1	0.812465468764973	0.22570939080411	1.62234509133126e-21	1	1
LOC100579031	1	1	1	1	1	1	1	1	1	1	1
LOC100579034	1	1	1	1	1	1	1	1	1	1	1
LOC100579038	1	1	1	1	1	1	1	1	1	1	1
LOC100579040	1	1	1	1	1	1	1	1	1	1	1
LOC100579053	1	1	1	1	1	1	1	1	1	1	1
LOC100579055	1	1	1	1	1	1	1	1	1	1	1
LOC100579061	1	1	1	1	1	1	1	1	1	1	1
LOC100642173	1	1	1	1	1	1	1	1	1	1	1
LOC100820634	1	1	1	1	1	1	0.0891794291157031	1	0.0738962489107602	1	1
LOC101664701	1	1	1	1	1	1	1	1	0.103304121066548	1	1
LOC102653588	1	1	1	1	1	1	1	1	1	1	1
LOC102653601	1	1	1	1	1	1	1	1	1	1	1
LOC102653654	1	1	1	1	1	1	1	1	1	1	1
LOC102653702	1	1	1	1	1	1	1	1	1	1	1
LOC102653718	1	1	1	1	1	1	1	1	1	1	1
LOC102653759	1	1	1	1	1	1	1	1	1	1	1
LOC102653773	1	1	1	1	1	1	1	1	1	1	1
LOC102653780	1	1	1	1	1	1	0.00601314383259648	1	1	0.841947335612011	1
LOC102653784	1	1	1	1	1	1	1	1	1	1	1
LOC102653798	1	1	1	1	1	1	1	1	1	1	1
LOC102653815	1	1	1	1	1	1	1	1	1	1	1
LOC102653862	1	1	1	1	NA	1	1	1	1	1	1
LOC102653922	1	1	1	1	1	1	1	1	1	1	1
LOC102653940	1	1	1	1	1	1	1	1	0.00139204329821092	1	1
LOC102653955	1	1	1	1	1	1	1	1	1	1	1
LOC102653965	1	1	1	1	1	1	1	0.817577737630269	1	1	1
LOC102653993	1	1	1	1	1	1	1	1	1	1	1
LOC102654012	1	1	1	1	1	1	1	1	1	1	1
LOC102654029	1	1	1	1	1	1	1	1	2.58741250099317e-10	1	1
LOC102654047	1	1	1	1	1	1	1	1	0.000501565090772368	1	1
LOC102654083	1	1	1	1	1	1	1	1	1	1	1
LOC102654090	1	1	1	1	1	1	1	1	1	1	1
LOC102654127	1	1	1	1	1	1	1	1	1	1	1
LOC102654159	1	1	1	1	NA	1	1	1	1	1	1
LOC102654160	1	1	1	1	1	1	0.154568455712608	1	1	1	1
LOC102654169	1	1	1	1	1	1	1	1	1	1	1
LOC102654186	1	1	1	1	1	1	1	1	1	1	1
LOC102654206	1	1	1	1	1	1	1	1	0.662812943841586	0.0386020482186772	0.737511842145445
LOC102654261	1	1	1	1	1	1	1	1	1	1	1
LOC102654281	1	1	1	1	1	1	1	1	1	1	1
LOC102654282	1	1	0.584470287091761	1	1	1	1	1	1	1	1
LOC102654289	1	1	1	1	1	1	1	1	1	1	1
LOC102654384	1	1	1	1	1	1	1	1	1	1	1
LOC102654398	1	1	1	1	1	1	1	1	1	1	1
LOC102654426	1	1	1	1	1	1	1	1	1	1	1
LOC102654465	1	1	1	1	1	1	1	1	1	1	1
LOC102654488	1	1	1	1	1	1	1	1	1	1	1
LOC102654510	1	1	1	1	1	0.000588708701426882	1	1	1	1	1
LOC102654534	1	1	1	1	NA	1	1	1	1	1	1
LOC102654594	1	1	1	1	1	1	1	1	1	1	1
LOC102654608	1	1	1	1	1	1	1	1	1	1	1
LOC102654640	1	1	1	1	1	1	0.0244989031817569	1	1	1	1
LOC102654653	1	1	1	1	1	0.0154787832160612	1	1	1	0.102224759197798	1
LOC102654682	1	1	1	1	1	1	1	1	1	1	1
LOC102654691	1	1	1	1	1	1	1	1	1	1	1
LOC102654708	1	1	1	1	1	1	1	1	1	1	1
LOC102654715	1	1	1	1	1	1	1	1	1	1	1
LOC102654768	1	1	1	1	1	1	1	1	1	1	1
LOC102654777	1	1	1	1	NA	1	1	1	1	1	1
LOC102654791	1	1	1	1	1	1	1	1	1	1	1
LOC102654839	1	1	1	1	1	1	0.000399934081527901	1	1	1	1
LOC102654871	1	1	1	1	1	1	1	1	1	1	1
LOC102654890	1	1	1	1	1	1	1	1	1	1	1
LOC102654919	1	1	1	1	1	1	1	1	1	1	1
LOC102654925	1	1	1	1	1	1	1	1	1	1	1
LOC102654952	1	1	1	1	1	1	1	1	1	1	1
LOC102654955	1	1	1	1	1	1	0.0632493747207762	0.0252860088001135	1	1	1
LOC102654959	0.00130436179235354	1	1	0.000157532529259529	1	1	0.00847662213030249	1	1	1	1
LOC102654970	1	1	1	1	1	1	1	1	1	1	1
LOC102654975	1	1	1	1	1	1	1	1	1	1	1
LOC102655030	1	1	1	1	1	1	1	1	1	1	1
LOC102655034	1	1	1	1	1	1	1	1	1	1	1
LOC102655073	1	1	1	1	1	1	1	1	1	1	1
LOC102655090	1	1	1	1	1	1	1	1	1	1	1
LOC102655112	1	1	1	1	1	1	1	1	1	1	1
LOC102655126	1	1	1	1	1	1	0.00558771114666788	1	1	1	1
LOC102655131	1	1	1	1	1	1	1	1	1	1	1
LOC102655141	1	1	1	1	1	1	1	1	1	1	1
LOC102655156	1	1	1	1	1	1	1	1	1	1	1
LOC102655203	1	1	1	1	1	1	1	1	1	1	1
LOC102655217	1	1	1	1	1	1	1	1	1	1	1
LOC102655238	1	1	1	1	1	1	1	1	1	1	0.85133542486219
LOC102655240	1	1	1	1	1	1	1	1	1	1	1
LOC102655263	1.91408603526225e-08	1	1	1	1	1	1	1	1	1	1
LOC102655282	1	1	1	1	1	1	1	1	1	1	1
LOC102655284	1	1	1	1	1	1	1	1	1	1	1
LOC102655306	1	1	1	1	1	1	1	1	1	1	1
LOC102655329	1	1	1	1	1	1	1	1	1	1	1
LOC102655332	1	1	1	1	1	1	1	1	1	1	1
LOC102655392	1	1	1	1	1	1	1	1	1	1	1
LOC102655399	1	1	1	1	1	1	1	1	1	1	1
LOC102655407	1	1	1	1	1	1	1	1	1	1	1
LOC102655411	1	1	1	1	1	1	1	1	1	1	1
LOC102655422	1	1	1	1	1	1	1	1	1	1	1
LOC102655429	1	1	1	1	1	1	1.45753146809465e-12	1	1	1	1
LOC102655436	1	1	1	1	1	1	1	0.49734194878612	1	1	1
LOC102655457	1	1	1	1	1	1	1	1	1	1	1
LOC102655466	1	1	1	1	1	1	1	1	1	1	1
LOC102655479	1	1	1	1	1	1	1	1	1	1	1
LOC102655540	1	1	1	1	1	1	1	1	1	1	1
LOC102655617	1	1	1	1	1	1	1	1	1	1	1
LOC102655618	1	1	1	1	1	1	1	1	1	1	1
LOC102655622	1	1	1	1	1	1	1	1	1	1	1
LOC102655631	1	1	1	1	1	1	1	1	1	1	1
LOC102655673	1	1	1	1	1	1	1	1	1	1	1
LOC102655689	1	1	1	1	1	1	1	1	1	1	1
LOC102655706	1	1	1	1	1	1	1	1	1	1	1
LOC102655740	1	1	1	1	1	1	1	1	1	1	1
LOC102655778	1	1	1	1	1	1	1	1	0.00710545520785922	1	1
LOC102655815	1	1	1	1	1	1	1	1	1	1	1
LOC102655819	1	1	1	0.00301344681407352	1	1	1	1	1	1	1
LOC102655824	1	1	1	1	1	1	1	1	8.60712311865864e-05	1	1
LOC102655841	1	1	1	1	1	1	1	1	1	1	1
LOC102655922	1	1	1	1	NA	1	1	1	7.63219225394082e-05	1	1
LOC102655945	1	1	1	1	1	1	1	1	1	1	1
LOC102655950	1	1	1	1	1	1	1	1	1	1	1
LOC102655994	1	1	1	1	1	1	1	1	1	0.0297617781063575	1
LOC102656006	1	1	1	1	1	1	1	1	1	1	1
LOC102656021	1	1	1	1	1	1	1	0.0970441383115402	1	1	1
LOC102656070	1	1	1	1	1	1	1	1	1	1	1
LOC102656074	1	1	1	1	1	1	1	1	1	1	1
LOC102656093	1	1	1	1	1	1	1	1	1	1	1
LOC102656116	1	1	1	1	1	1	1	1	1	1	1
LOC102656131	1	1	1	1	1	1	1	1	1	1	1
LOC102656132	1	1	1	1	1	1	1	1	1	1	1
LOC102656134	1	1	1	1	1	1	1	1	1	1	1
LOC102656136	1	1	1	1	1	1	1	1	1	1	1
LOC102656142	1	1	1	1	1	1	1	1	1	1	1
LOC102656170	1	1	1	1	1	1	1	1	1	1	1
LOC102656198	1	1	1	1	1	1	1	1	1	1	1
LOC102656244	1	1	1	1	1	1	1	1	1	1	1
LOC102656245	1	1	1	1	1	1	1	1	1	1	0.619183290874239
LOC102656258	1	1	1	1	1	1	1	1	1	0.00155912629404385	1
LOC102656311	1	1	1	1	1	1	1	1	1	1	1
LOC102656337	1	1	1	1	1	1	1	1	0.100407530133137	1	1
LOC102656369	1	1	1	1	1	1	1	1	1	1	1
LOC102656384	1	1	1	1	1	1	0.646959699520593	1	1	1	1
LOC102656425	1	1	1	1	1	1	1	1	1	1	1
LOC102656433	1	1	1	1	1	1	1	1	1	1	1
LOC102656442	1	1	1	1	1	1	1	1	1	1	1
LOC102656444	1	1	1	1	1	1	1	1	0.00452496707118608	1	1
LOC102656473	1	1	1	1	1	1	1	1	1.07213417870102e-06	1	1
LOC102656485	1	1	1	1	1	1	1	1	1	1	1
LOC102656490	1	1	1	1	1	1	1	1	4.61750137923502e-05	1	1
LOC102656491	1	1	1	1	1	1	1	1	1	1	1
LOC102656501	1	1	1	1	1	1	1	1.68230195849795e-22	1	1	1
LOC102656505	1	1	1	1	NA	1	1	1	1	1	1
LOC102656529	1	1	1	1	1	1	1	1	1	1	1
LOC102656541	1	1	1	1	1	1	1	1	1	1	1
LOC102656579	1	1	1	1	1	1	1	1	1	1	1
LOC102656583	1	1	1	1	1	1	1	1	1	1	1
LOC102656594	1	1	1	1	1	1	1	1	0.000117186553003355	1	1
LOC102656620	1	1	1	1	1	1	1	0.191057953370316	1	1	1
LOC102656652	1	1	1	1	1	1	1	1	1	1	1
LOC102656656	1	1	1	0.000838939397921335	1	1	0.000901682723628016	1	1.4372759709622e-17	1	1
LOC102656685	1	1	1	1	1	1	1	1	1	1	1
LOC102656719	1	1	1	1	1	1	1	1	1	1	1
LOC102656725	1	1	1	1	1	1	1	1	1	1	1
LOC102656733	1	1	1	1	1	1	1	0.000572311682879186	1	1	1
LOC102656766	1	1	1	1	1	1	0.0349183650164613	1	1	1	1
LOC102656796	1	1	1	1	1	1	1	1	1	0.0426276576209993	1
LOC102656812	1	1	1	1	1	1	1	1	1	1	1
LOC102656846	1	1	1	1	1	1	1	1	1	1	1
LOC102656890	1	1	1	1	1	1	1	1	1	1	1
LOC102656893	1	1	1	1	1	1	1	1	1	1	1
LOC102656914	1	1	1	1	1	1	1	1	1	1	1
LOC107963960	1	1	1	1	1	1	1	1	3.33018644075463e-16	1	1
LOC107963962	1	1	1	1	1	1	1	1	1	1	1
LOC107963964	1	1	1	1	1	1	1	1	1	1	1
LOC107963965	1	1	1	1	1	1	1	1	1	1	1
LOC107963971	1	1	1	1	1	1	1	1	1	1	1
LOC107963973	1	1	1	1	1	1	1	1	1	1	1
LOC107963974	1	1	1	1	1	1	0.203003723119681	1	1	1	1
LOC107963983	1	1	1	1	1	1	1	1	4.12962638004924e-05	1	1
LOC107963986	1	1	1	1	1	1	1	1	1	1	1
LOC107963990	1	1	1	1	1	1	1	1	1	1	1
LOC107963991	1	1	1	1	1	1	1	1	1	1	1
LOC107964020	1	1	1	1	1	1	1	1	1	1	1
LOC107964206	1	1	1	1	1	1	1	1	1	1	1
LOC107964212	1	1	1	1	1	1	1	1	1	1	1
LOC107964213	1	1	1	1	1	1	0.0675745888387642	1	1	1	1
LOC107964262	1	1	1	1	1	1	1	1	1	1	1
LOC107964349	1	1	1	1	1	1	1	1	1	1	1
LOC107964403	1	1	1	1	1	1	0.0832018887532124	1	1	1	1
LOC107964404	1	1	4.59780614523077e-06	1	1	3.76165819139338e-08	1	1	1	1	1
LOC107964412	1	1	1	1	1	1	1	1	1	1	1
LOC107964436	1	1	1	1	1	1	1	1	1	1	1
LOC107964653	1	1	1	1	1	1	1	1	1	1	1
LOC107964764	1	1	1	1	1	1	1	1	1	1	1
LOC107964828	1	1	1	1	1	1	1	1	1	1	1
LOC107964838	1	1	1	1	1	1	1	1	1	1	1
LOC107964839	1	1	1	1	1	1	0.00900163101460835	1	2.37281182625865e-06	1	1
LOC107964884	1	1	1	1	1	1	0.000237545898281577	1	3.0696487424458e-09	1	1
LOC107964891	1	1	1	1	1	1	1	1	1	1	1
LOC107964903	1	1	1	1	1	1	1	1	1	1	1
LOC107964911	1	1	1	1	1	1	1	1	1	1	1
LOC107964950	1	1	1	1	1	1	1	1	1	1	1
LOC107964998	1	1	1	1	1	1	1	1	1	1	1
LOC107965022	1	1	1	1	1	1	1	1	0.732342390531578	1	1
LOC107965041	1	1	1	0.649401638669882	1	1	1	1	1	1	1
LOC107965070	1	1	1	1	1	1	1	1	1	1	1
LOC107965192	1	1	1	1	1	1	1	1	1	1	1
LOC107965281	1	1	1	1	1	1	1	1	1	1	1
LOC107965288	1	1	1	1	1	1	1	1	1	1	1
LOC107965313	1	1	1	1	1	1	1	1	1	1	1
LOC107965473	1	1	1	1	1	1	1	1	1	1	1
LOC107965534	1	1	1	1	1	1	1	1	1	1	1
LOC107965562	1	1	1	1	1	1	1	1	1	1	1
LOC107965577	1	1	1	1	1	1	1	1	1	1	1
LOC107965706	1	1	1	1	1	1	1	1	1	1	1
LOC107965854	1	1	1	1	1	1	1	1	1	1	1
LOC107966047	1	1	1	1	1	1	1	1	1	1	1
LOC107966055	1	1	1	1	1	1	1	1	1	1	1
LOC113218521	1	1	1	1	1	1	1	1	4.82459282962139e-08	1	1
LOC113218524	1	1	1	1	1	1	1	1	1	1	1
LOC113218532	1	1	1	1	1	1	1	1	1	1	1
LOC113218554	1	1	1	1	1	1	1	1	1	1	1
LOC113218566	1	1	1	1	1	1	1	1	1	1	1
LOC113218569	1	1	1	1	1	1	1	1	4.48149995541549e-12	1	1
LOC113218580	1	1	1	1	1	1	0.0340675048451018	0.0390057067913056	1	1	1
LOC113218594	1	1	1	1	1	1	1	1	1	1	1
LOC113218605	1	1	1	1	1	1	1	1	1	1	1
LOC113218623	1	1	1	1	1	1	1	1	1	1	1
LOC113218647	1	1	1	1	1	1	1	1	1.40321489939865e-12	1	1
LOC113218665	1	1	1	NA	NA	1	1	1	1	1	1
LOC113218709	1	1	1	1	1	1	1	1	1	1	1
LOC113218757	1	1	1	1	1	1	1	1	1	1	1
LOC113218759	1	1	1	1	1	1	1	1	1	1	1
LOC113218774	1	1	0.00414857701704171	1	1	1	1	1	1	1	1
LOC113218779	1	0.482069734387677	1	1	1	1	1	1	1	1	1
LOC113218781	1	1	1	1	1	1	1	1	1.60075347806855e-05	1	1
LOC113218809	1	1	1	1	1	1	1	1	0.000523398830328073	1	1
LOC113218829	1	1	1	1	1	0.00390255321998261	1	1	1	1	1
LOC113218850	1	1	1	1	1	1	1	1	1	1	1
LOC113218929	1	1	1	1	1	1	1	1	1	1	1
LOC113218959	1	1	1	1	1	1	1	1	4.59155678203443e-06	1	0.228518880436809
LOC113218965	1	1	1	1	1	1	1	1	1	1	1
LOC113219045	1	1	1	1	1	1	0.0101732838353717	1	1	1	1
LOC113219102	1	1	1	1	1	1	1	1	1	1	1
LOC113219119	1	1	1	1	1	1	1	1	1	1	1
LOC113219222	1	1	1	1	1	1	1	1	1	1	1
LOC113219230	1	1	1	1	1	1	1	1	1	1	1
LOC113219244	1	1	1	1	1	1	1	0.112085346512594	1	1	1
LOC113219304	1	1	1	1	1	1	1	1	1	1	1
LOC113219314	1	1	1	1	1	1	1	1	1	1	1
LOC113219328	1	1	1	1	1	1	1	1	1	1	1
LOC113219359	1	1	1	1	1	1	1	1	1	1	1
LOC113219396	1	1	1	1	1	1	1	1	1	1	1
LOC113219418	1	1	1	1	1	1	1	1	1	1	1
LOC406096	1	1	1	1	1	1	1	1	1	1	1
LOC406118	1	1	1	1	1	1	1	1	0.0719130442751905	1	1
LOC406124	1	1	1	1	1	1	6.87144456156877e-17	1	1	0.00017110739441252	1
LOC406132	1	1	1	1	1	1	1	1	1	1	1
LOC406152	1	1	1	1	1	1	1	1	1	1	1
LOC408267	1	1	1	1	1	1	1	1	1	1	1
LOC408269	1	1	1	1	1	1	1	1	1	1	1
LOC408272	1	1	1	1	1	1	1	1	1	1	1
LOC408275	1	1	1	1	1	1	1	1	1	1	1
LOC408276	1	1	1	1	1	1	1	1	1	1	1
LOC408277	1	1	1	1	1	1	1	1	1	1	1
LOC408284	1	1	1	1	1	1	1	1	1	1	1
LOC408285	1	1	1	1	1	1	1	1	1	1	1
LOC408288	1	1	1	1	1	1	1	0.730867467764297	1	1	1
LOC408291	1	1	1	1	1	1	1	1	0.261288904396618	1	1
LOC408292	1	1	1	1	1	1	1	1	1	1	1
LOC408293	0.0567125706351558	1	1	7.96360341723548e-08	1	1	1	1	1	1	1
LOC408294	1	1	1	1	1	1	1	1	1	1	1
LOC408295	1	1	1	1	1	1	1	1	1	1	1
LOC408298	1	1	1	1	1	1	0.0318996888889926	1	4.14339814604451e-10	1	1
LOC408299	1	1	1	1	1	1	1	1	1	1	1
LOC408301	1	1	1	1	1	1	1	1	1	1	1
LOC408302	1	1	1	1	1	1	1	1	8.81109065702442e-29	1	1
LOC408304	1	1	1	1	NA	1	1	1	0.00825973997026418	1	1
LOC408308	1	1	1	1	1	1	1	1	1	1	1
LOC408310	1	1	1	1	1	1	1	1	1	1	1
LOC408315	1	1	1	1	1	1	1	1	6.04061382585252e-08	1	1
LOC408316	1	1	1	1	1	1	1	0.00122761376447234	1	1	1
LOC408317	1	1	1	1	1	1	1	1	3.02025611628874e-07	1	1
LOC408319	1	1	1	1	1	1	1	1	1	1	1
LOC408320	1	1	1	1	1	1	1	1	0.0130419173701171	1	1
LOC408324	1	1	1	1	1	1	1	1	1	1	1
LOC408327	1	1	1	1	1	1	1	1	1	1	1
LOC408328	1	1	1	1	1	1	1	1	1	1	1
LOC408332	1	1	1	1	1	1	1	1	1	1	1
LOC408333	1	1	1	9.58823435725291e-07	1	1	1	1	1	1	1
LOC408335	1	1	1	1	1	1	1	1	0.032848528245624	0.000608335587899931	1
LOC408336	1	1	1	1	1	1	1	1	1	1	1
LOC408337	1	1	1	1	1	1	1	1	7.72103013256779e-05	1	1
LOC408339	1	1	1	1	1	1	1	1	1	1	1
LOC408343	7.97018808920958e-08	1	1	1	1	1	1	1	1.34470830815352e-28	1	1
LOC408345	1	1	1	1	1	1	1	1	1	1	1
LOC408346	1	1	1	1	1	1	1	1	1	1	1
LOC408347	1	1	1	1	1	1	1	1	1	1	1
LOC408349	1	1	1	1	1	1	0.433621240686771	1	1	1	1
LOC408351	1	1	1	1	1	1	1	1	1	0.670226731285609	1
LOC408352	1	1	1	1	1	1	1	1	1	1	1
LOC408353	1	1	1	1	1	1	1	1	1	1	1
LOC408354	1	1	1	1.67146338910529e-09	1	1	1	1	5.23753649572575e-37	1	1
LOC408359	1	1	1	1	1	1	1	1	1	1	1
LOC408365	1	1	1	1	1	1	1	1	1	1	1
LOC408367	1	1	1	1	1	1	1	1	1	1	1
LOC408368	1	1	1	1	1	1	1	1	1	1	1
