Gene	AlnLength	Codon	Function	dN.dS	GCProp	All_Advanced_Eusocial	All_Social	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC100576876	2523	841	NA	0.17777	0.419981818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100576879	4353	1451	NA	0.03719	0.372154545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100576894	1389	463	NA	0.19227	0.456490909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100576908	3318	1106	NA	0.06336	0.433281818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100576912	1191	397	NA	0.09225	0.547527272727273	1	1	1	1	1	1	0.000127953222162938	1	0.000321166761960565	1	1
LOC100576915	1584	528	NA	0.1853	0.372472727272727	1	1	1	1	1	1.22461751146799e-08	1	1	1	1	0.0406790727763053
LOC100576919	3330	1110	NA	0.11835	0.452354545454545	1	1	1	1	1	1	0.850466614596737	1	1	1	1
LOC100576930	531	177	NA	0.18068	0.305618181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100576934	783	261	NA	0.1231	0.469418181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100576938	774	258	NA	0.24165	0.299036363636364	1	1	1	1	1	1	0.229814575728923	1	1	1	1
LOC100576947	1218	406	NA	0.13718	0.423063636363636	1	1	1	1	1	1	0.0229907623631386	1	1	1	1
LOC100576951	810	270	NA	0.16979	0.303690909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100576953	987	329	NA	0.15886	0.410145454545455	1	1	1	1	1	1	1	1	0.0112593639295773	1	1
LOC100576956	504	168	NA	0.18134	0.500890909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100576963	1365	455	NA	0.0716	0.456481818181818	1	1	1	1	1	6.16322294690694e-06	1	1	0.0689336808349232	1	1
LOC100576965	1407	469	NA	0.04296	0.559354545454545	1	1	1	1	1	1	1	1	9.9932875911794e-10	1	1
LOC100576966	1359	453	NA	0.05303	0.334390909090909	1	1	1	1	1	1	1	1	0.0587321639370898	1	1
LOC100576967	402	134	NA	0.00468	0.360481818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100576968	1764	588	NA	0.00396	0.428672727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100576972	2805	935	NA	0.05156	0.416081818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100576974	354	118	NA	0.07452	0.368509090909091	1	1	1	1	1	1	1	1	0.0110350300560402	1	1
LOC100576975	684	228	NA	0.04389	0.323627272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100576982	354	118	NA	0.22988	0.494090909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100576990	1827	609	NA	0.20331	0.309145454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100576993	2130	710	NA	0.1155	0.535163636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100576994	447	149	NA	0.19191	0.473254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100577000	477	159	NA	0.08957	0.335054545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100577002	1314	438	NA	0.18675	0.446863636363636	1	1	1	1	1	1	1	1	1	0.133254201952534	1
LOC100577003	240	80	NA	0.24507	0.418209090909091	1	1	1	1	1	1	1	1	1	1	1
LOC100577004	1569	523	NA	0.05526	0.449790909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577019	114	38	NA	0.02354	0.473690909090909	1	1	1	1	NA	1	1	1	1	1	1
LOC100577026	813	271	NA	0.11548	0.473781818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100577027	1227	409	NA	0.09958	0.343036363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577028	279	93	NA	0.09042	0.565654545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100577030	855	285	NA	0.08436	0.498372727272727	1	1	1	0.803341237886725	1	1	1	1	2.25271076145571e-12	1	1
LOC100577033	951	317	NA	0.05828	0.345472727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100577050	1770	590	NA	0.06696	0.372636363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577053	1641	547	NA	0.1004	0.400109090909091	1	1	1	1	1	1	0.00869883297005052	1	1	1	1
LOC100577069	762	254	NA	0.06882	0.596872727272727	1	1	1	1	1	1	1	1	0.0131007496417503	1	1
LOC100577081	1035	345	NA	0.1021	0.403327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100577082	1872	624	NA	0.14672	0.414190909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577092	504	168	NA	0.29433	0.476918181818182	1	1	1	0.187800195420475	1	1	1	1	1.2981461942085e-09	1	1
LOC100577094	909	303	NA	0.10123	0.3309	1	1	1	1	1	1	1	1	1	1	1
LOC100577098	912	304	NA	0.17437	0.521527272727273	1	1	1	1	1	1	1	1	2.30245102960055e-05	1	1
LOC100577110	1206	402	NA	0.03752	0.538663636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100577120	2061	687	NA	0.1573	0.332454545454545	1	1	1	1	1	1	1	1	0.000112916094742234	1	1
LOC100577127	1542	514	NA	0.1712	0.298190909090909	1	1	1	1	1	1	0.169769842714391	1	1	1	1
LOC100577128	282	94	NA	0.27308	0.314318181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100577135	996	332	NA	0.19318	0.484327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100577136	978	326	NA	0.17919	0.353590909090909	1	1	1	1	1	1	1	1	0.000102342813593182	1	1
LOC100577140	1380	460	NA	0.17135	0.438609090909091	1	1	1	1	1	1	0.424017497967884	1	5.93096797187825e-08	1	1
LOC100577147	1269	423	NA	0.2416	0.492654545454545	1	1	1	0.119305204024649	1	0.362788044747731	1	1	1	1	1
LOC100577149	906	302	NA	0.09156	0.449109090909091	1	1	1	1	1	1	1	1	8.35598540601364e-15	1	1
LOC100577174	3177	1059	NA	0.05792	0.512236363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577180	1041	347	NA	0.11666	0.407118181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100577192	648	216	NA	0.16883	0.322381818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100577194	1803	601	NA	0.18902	0.300872727272727	1	1	1	9.75172272173644e-05	1	1	1	1	1	1	1
LOC100577198	3036	1012	NA	0.09294	0.508063636363636	1	1	1	1	1	1	0.000554063200940587	1	1	0.000215637614785824	1
LOC100577213	495	165	NA	0.07929	0.548036363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577231	2790	930	NA	0.07091	0.507209090909091	1	1	1	1	1	1	9.74905847480271e-08	1	1	1	1
LOC100577237	1239	413	NA	0.07027	0.450518181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100577239	1371	457	NA	0.09087	0.508790909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577253	621	207	NA	0.29438	0.359845454545455	1	1	1	1	1	1	1	0.0978482748259565	1	1	1
LOC100577263	957	319	NA	0.03129	0.380936363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577268	312	104	NA	0.17432	0.518636363636364	1	1	1	1	1	1	1	1	4.12506228344694e-09	1	1
LOC100577272	3933	1311	NA	0.15738	0.391390909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577273	1332	444	NA	0.02771	0.524436363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577280	5463	1821	NA	0.07979	0.461581818181818	1	1	1	1	1	1	0.0295379535759063	0.103596671974314	0.311356895452228	1	1
LOC100577293	396	132	NA	0.10981	0.288818181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100577296	813	271	NA	0.10245	0.376836363636364	1	1	1	1	1	1	1	1	0.00211879537393063	1	1
LOC100577300	861	287	NA	0.07959	0.311163636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100577308	1707	569	NA	0.06338	0.323163636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100577324	759	253	NA	0.2458	0.3447	1	1	1	1	1	1	1	1	0.382273337582756	1	1
LOC100577325	525	175	NA	0.18036	0.451763636363636	1	1	1	1	1	1	3.43037647588788e-12	1	1	1	1
LOC100577341	282	94	NA	0.10934	0.335263636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100577342	780	260	NA	0.12175	0.398954545454546	1	1	1	1	1	1	1	1	1	1	1
LOC100577344	549	183	NA	0.18985	0.355354545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100577348	1596	532	NA	0.09232	0.543581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100577362	501	167	NA	0.08933	0.510254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100577363	447	149	NA	0.04752	0.467763636363636	1	1	1	1	1	1	0.0182162479969253	1	1	1	1
LOC100577369	2271	757	NA	0.10953	0.352790909090909	1	1	1	1	1	1	0.000127748923579217	1	1	1	1
LOC100577376	3273	1091	NA	0.09601	0.490881818181818	1	1	1	1	1	1	0.00667960884428823	1	4.71509010755014e-11	1	1
LOC100577377	1053	351	NA	0.24711	0.475690909090909	1	1	1	0.0510988496242973	1	1	1	1	1	1	1
LOC100577378	1107	369	NA	0.09039	0.362245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100577382	1653	551	NA	0.15822	0.356154545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100577385	1179	393	NA	0.11435	0.538290909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577386	1614	538	NA	0.10481	0.327981818181818	1	1	1	1	1	0.153849891125008	1	1	1.11528543592541e-06	1	1
LOC100577393	3831	1277	NA	0.03282	0.503581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100577397	630	210	NA	0.05336	0.547345454545455	1	1	1	1	1	1	0.00227781622560963	1	1	1	1
LOC100577401	2886	962	NA	0.17376	0.328672727272727	1	1	1	1	1	1	0.0125365283712983	0.247167427940328	1	1	1
LOC100577409	1863	621	NA	0.06599	0.540618181818182	1	1	1	0.000114500053588618	1	1	1	1	1	1	1
LOC100577410	687	229	NA	0.08341	0.445272727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100577418	459	153	NA	0.17594	0.415927272727273	1	1	1	1	1	1	0.773501550741419	1	1	1	1
LOC100577423	1113	371	NA	0.09908	0.310136363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577430	1521	507	NA	0.28967	0.325872727272727	1	1	0.798969477715808	1	1	1	0.245971232762389	1	1	0.0441191247343987	1
LOC100577449	1971	657	NA	0.18208	0.319736363636364	1	1	1	1	1	1	1	1	1	1	0.472609990286897
LOC100577450	792	264	NA	0.12579	0.310372727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100577451	621	207	NA	0.1713	0.353390909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577452	1728	576	NA	0.13474	0.385163636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100577454	1476	492	NA	0.09642	0.3159	1	1	1	1	1	1	1	1	1	1	1
LOC100577472	1068	356	NA	0.0247	0.527918181818182	1	1	1	1	1	1	9.73390391383167e-13	1	1	1	1
LOC100577481	1632	544	NA	0.08538	0.303027272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100577493	1788	596	NA	0.11538	0.338672727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100577499	1164	388	NA	0.17398	0.299181818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100577501	5313	1771	NA	0.05785	0.339081818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100577506	795	265	NA	0.23707	0.289518181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100577515	1719	573	NA	0.10002	0.503618181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100577516	945	315	NA	0.17221	0.370563636363636	1	1	1	1	NA	1	1	1	1	1	1
LOC100577520	1173	391	NA	0.0769	0.332709090909091	1	1	1	1	1	1	1	1	1	1	1
LOC100577525	2127	709	NA	0.10945	0.360636363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577527	423	141	NA	0.24781	0.4741	1	1	1	0.0162322670401961	1	1	1	1	5.88406026136199e-06	1	1
LOC100577530	1728	576	NA	0.06533	0.537836363636364	1	1	1	1	1	1	0.00686586290501229	1	1	1	1
LOC100577533	723	241	NA	0.24758	0.318127272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100577546	1008	336	NA	0.10793	0.348290909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577561	1572	524	NA	0.07422	0.346463636363636	1	1	1	1	1	1	1	1	9.29522415325308e-14	1	1
LOC100577575	723	241	NA	0.17628	0.345809090909091	1	1	1	1	1	1	1	1	1	0.00497681896912184	1
LOC100577576	729	243	NA	0.02275	0.563536363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577578	1788	596	NA	0.02748	0.486063636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100577579	558	186	NA	0.03726	0.3532	1	1	1	1	1	1	1	1	1	1	1
LOC100577580	924	308	NA	0.14957	0.324981818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100577596	546	182	NA	0.13764	0.401927272727273	1	1	1	1	1	1	0.115229423877487	1	1	1	1
LOC100577600	909	303	NA	0.13145	0.548990909090909	1	1	1	1	1	1	1	1	7.82328976813613e-15	1	1
LOC100577606	702	234	NA	0.213	0.306136363636364	1	1	1	1	1	1	1	1	0.0119566100705088	1	1
LOC100577610	573	191	NA	0.01061	0.354281818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100577623	1005	335	NA	0.10228	0.342190909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577635	1065	355	NA	0.10925	0.527445454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100577638	843	281	NA	0.08091	0.504590909090909	1	1	1	1	1	1	4.21913779741199e-07	1	1.1468301515807e-06	1	1
LOC100577644	540	180	NA	0.17564	0.294290909090909	1	1	1	1	1	1	0.0481688152539868	1	1	1	1
LOC100577651	717	239	NA	0.24964	0.280327272727273	1	1	1	1	1	1	1	1	0.729251270413206	1	1
LOC100577656	1206	402	NA	0.09177	0.571090909090909	1	1	1	0.0227181680958042	1	1	1	1	0.00572521183010675	1	1
LOC100577669	2733	911	NA	0.10754	0.518345454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100577673	963	321	NA	0.26462	0.296045454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100577675	2880	960	NA	0.0815	0.354109090909091	1	1	1	1	1	1	1	1	1	1	1
LOC100577676	702	234	NA	0.12461	0.313909090909091	1	1	1	1	1	1	1	1	1	1	1
LOC100577680	987	329	NA	0.1734	0.507990909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577687	1218	406	NA	0.13789	0.4335	1	1	1	1	1	1	0.00348842280460218	1	1	1	1
LOC100577689	1989	663	NA	0.12002	0.315172727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100577690	357	119	Signalling	0.18129	0.301990909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577694	1122	374	NA	0.14284	0.502927272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100577696	600	200	NA	0.02136	0.528927272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100577697	357	119	NA	0.15926	0.524563636363636	1	1	1	1	1	1	1	1	2.60155821404041e-08	1	0.098825510175297
LOC100577699	558	186	NA	0.13754	0.3084	1	1	1	1	1	1	1	1	1	1	1
LOC100577702	489	163	NA	0.11025	0.350445454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100577712	984	328	NA	0.2754	0.357345454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100577717	951	317	NA	0.13768	0.540472727272727	1	1	1	1	1	1	1	1	1	1	0.213662203330787
LOC100577719	2154	718	NA	0.15066	0.472390909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577722	783	261	NA	0.1627	0.310009090909091	1	1	1	1	1	1	1	1	1	1	1
LOC100577724	936	312	NA	0.09009	0.359163636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100577727	267	89	NA	0.03963	0.3994	1	1	1	1	1	1	1	1	1	1	1
LOC100577739	6105	2035	NA	0.17913	0.328409090909091	1	1	1	1	1	1	1.42837431826847e-07	0.016517771132176	1	1	0.123216356047536
LOC100577742	1914	638	NA	0.06923	0.391272727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100577743	1092	364	NA	0.2315	0.4781	1	1	1	1	1	1	0.0699158394535858	1	1	0.156521335790115	1
LOC100577746	1320	440	NA	0.12751	0.408272727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100577753	705	235	NA	0.07599	0.373690909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577756	708	236	NA	0.03106	0.355927272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100577758	399	133	NA	0.0825	0.432445454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100577763	6729	2243	NA	0.12063	0.328145454545455	1	1	1	1	1	0.486946651171465	1	0.812852984012834	1	0.171469834253853	0.244064400602523
LOC100577764	642	214	Receptor	0.01246	0.403718181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100577766	2814	938	NA	0.12503	0.362154545454546	1	1	1	1	1	1	1	1	1	1	1
LOC100577769	939	313	NA	0.10857	0.499363636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100577771	381	127	NA	0.13292	0.511572727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100577801	1932	644	NA	0.03558	0.572454545454546	1	1	1	1	1	1	1	1	1	1	1
LOC100577803	762	254	NA	0.3559	0.279654545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100577816	3510	1170	NA	0.17411	0.343145454545455	1	1	1	1	1	1	0.620629614565977	1	1	0.372030636211897	1
LOC100577823	261	87	NA	0.09931	0.3166	1	1	1	1	1	1	1	1	1	1	1
LOC100577836	552	184	NA	0.14067	0.291172727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100577839	639	213	NA	0.19632	0.499936363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577841	651	217	NA	0.10654	0.462227272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100577845	2436	812	NA	0.33579	0.371318181818182	1	1	1	1	1	1	0.15008053404839	1	1	0.10759350404925	1
LOC100577856	1098	366	NA	0.06837	0.393945454545455	1	1	1	1	1	1	1	1	7.5839732412264e-20	1	1
LOC100577870	552	184	NA	0.03356	0.355718181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100577872	1179	393	NA	0.10195	0.418936363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577875	504	168	NA	0.18255	0.461027272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100577876	696	232	NA	0.07929	0.347818181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100577877	1140	380	NA	0.0769	0.351509090909091	1	1	1	1	1	1	1	1	1	1	1
LOC100577883	1359	453	NA	0.11876	0.402890909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577885	972	324	NA	0.27883	0.329390909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100577889	453	151	NA	0.08144	0.520172727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100577899	642	214	NA	0.09944	0.364054545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100577901	423	141	NA	0.13896	0.568227272727273	1	1	1	1	1	1	0.00130220580453935	1	0.0203473547659782	1	1
LOC100577905	3090	1030	NA	0.17261	0.451163636363636	1	1	1	1	1	3.76165389158437e-05	1	0.000236153711160216	2.47453678534718e-05	1	1
LOC100577909	297	99	NA	0.0224	0.429745454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100577912	366	122	NA	0.20763	0.4841	1	1	1	1	1	1	1	1	1	1	1
LOC100577920	315	105	NA	0.14346	0.528445454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100577923	381	127	NA	0.0901	0.345027272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100577927	2172	724	NA	0.26771	0.410381818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100577936	630	210	NA	0.19364	0.534327272727273	0.151049941695249	1	1	1	1	1	1	1	3.08818752945623e-19	1	1
LOC100577941	963	321	NA	0.04926	0.376381818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100577942	978	326	NA	0.06361	0.555136363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577943	1326	442	Receptor	0.20045	0.520981818181818	1	1	1	1	1	1	1	1	4.02278869762762e-09	1	1
LOC100577949	447	149	NA	0.1464	0.399636363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100577955	933	311	NA	0.10363	0.484563636363636	1	1	1	1	1	1	1	1	0.048600482751876	1	1
LOC100577958	2046	682	NA	0.13981	0.341145454545455	1	1	1	1	1	1	1	1	1	1	0.0062605089553421
LOC100577963	1257	419	NA	0.13385	0.3021	1	1	1	1	1	1	1	1	1	1	1
LOC100577966	459	153	NA	0.22063	0.271745454545455	1	1	1	1	NA	1	1	1	1	1	1
LOC100577967	1233	411	NA	0.1169	0.317918181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100577972	10344	3448	NA	0.12367	0.397209090909091	1	1	1	1	1	0.000319245919500072	1.29449013503021e-10	0.839150176920778	1	1	2.48094971272252e-05
LOC100577980	1704	568	NA	0.05754	0.525827272727273	1	1	1	1	1	1	0.046217640811914	1	2.3138935835649e-44	1	1
LOC100577981	2184	728	NA	0.19659	0.443009090909091	1	1	1	1	1	1	1	1	1	1	1
LOC100577982	594	198	NA	0.30275	0.348027272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100577988	2004	668	NA	0.09686	0.317281818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100577995	2601	867	NA	0.07437	0.3392	1	1	1	1	1	1	1	1	0.00259237516499038	1	1
LOC100577998	1839	613	NA	0.1875	0.352318181818182	1	1	1	1	1	1	1	1	1	0.10431977928201	1
LOC100578002	216	72	NA	0.11034	0.297154545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100578005	1377	459	NA	0.04458	0.336045454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100578006	996	332	NA	0.11564	0.395409090909091	1	1	1	1	1	1	1	1	1	1	1
LOC100578011	1878	626	NA	0.12441	0.321772727272727	1	1	1	1	1	1	1	1	0.000967553428173388	1	1
LOC100578014	1983	661	NA	0.10159	0.296527272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100578017	633	211	NA	0.14364	0.386872727272727	1	1	1	1	1	1	1	1	1	1	1
LOC100578030	729	243	Signalling	0.21945	0.351036363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100578031	807	269	NA	0.12901	0.511790909090909	1	1	1	1	1	1	7.00705916696887e-08	1	1	1	1
LOC100578035	963	321	NA	0.04163	0.325118181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100578046	1233	411	NA	0.2006	0.432063636363636	1	1	1	1	1	1	0.425667314515123	1	1	1	1
LOC100578051	1443	481	NA	0.03391	0.582318181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100578066	1542	514	NA	0.0656	0.544681818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100578071	4992	1664	NA	0.11986	0.316709090909091	1	1	1	1	1	1	4.62286111538303e-11	1	1	1	0.253243716712734
LOC100578072	549	183	NA	0.1015	0.542636363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100578085	591	197	NA	0.18335	0.477154545454545	1	1	1	1	1	1	1	1	1	0.15923941400636	1
LOC100578091	318	106	NA	0.09108	0.473136363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100578105	2181	727	NA	0.10789	0.336109090909091	1	1	1	1	1	1	1	1	0.0001342634895765	1	1
LOC100578106	1737	579	NA	0.0482	0.397663636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100578109	1374	458	NA	0.11705	0.327318181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100578112	1338	446	NA	0.09601	0.419145454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100578119	588	196	NA	0.24615	0.303172727272727	1	3.23133320846762e-05	1	1	1	1	1	1	1	1	1
LOC100578126	567	189	NA	0.08766	0.510663636363636	1	1	1	1	1	1	8.35789017815341e-15	1	1.58920647323776e-07	1	1
LOC100578132	1830	610	NA	0.04989	0.352554545454545	1	1	1	1	1	6.86933273603488e-08	1	1	1	1	1
LOC100578144	1308	436	NA	0.11703	0.506327272727273	1	1	1	1	1	1	1	1	1.60682127828926e-07	0.166772349689594	1
LOC100578146	2295	765	NA	0.08878	0.364772727272727	1	1	1	1	1	1	1	3.1496359362135e-09	1	1	1
LOC100578156	510	170	Signalling	0.13857	0.505690909090909	1	1	1	1	1	1	1	1	1	1	1
LOC100578159	3573	1191	NA	0.03888	0.438581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100578168	471	157	NA	0.07842	0.4389	1	1	1	1	1	1	1	1	1	0.203772366252987	1
LOC100578201	3702	1234	NA	0.14992	0.351581818181818	1	1	1	1	1	1	4.30540478737385e-05	0.545846089918623	1.1672368738033e-11	1	1
LOC100578207	1200	400	NA	0.2666	0.427645454545455	1	1	1	1	1	1	2.20239343255792e-05	1	1	0.457237182570365	1
LOC100578209	1386	462	NA	0.01936	0.3881	1	1	1	1	1	1	1	1	1	1	1
LOC100578215	1434	478	NA	0.04357	0.404463636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100578218	384	128	NA	0.16326	0.321727272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100578226	1740	580	NA	0.06946	0.511436363636364	1	1	1	1	1	1	1	1	5.04292215655084e-14	1	1
LOC100578235	363	121	NA	0.08747	0.3794	1	1	1	1	1	1	1	1	1	1	1
LOC100578237	3006	1002	NA	0.22989	0.329218181818182	1	1	1	1	1	1	0.0044282270281711	0.00189552981036865	1	0.099856890654926	1
LOC100578243	738	246	NA	0.02261	0.372754545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100578246	1224	408	NA	0.05828	0.530318181818182	1	1	1	1	1	4.06967050206288e-13	1	1	1	1	1
LOC100578247	1266	422	NA	0.26449	0.346181818181818	1	1	1	3.03854618759864e-05	1	1	0.068089794206809	1	1	1	1
LOC100578248	1728	576	NA	0.08579	0.559654545454546	1	1	1	1	1	1	1	1	0.666186713920677	1	1
LOC100578255	4806	1602	NA	0.0823	0.327954545454545	1	1	1	1	1	1	1	1	1	1	1
LOC100578257	1524	508	NA	0.0388	0.367090909090909	1	1	1	1	1	0.980026735137404	1	1	1	1	1
LOC100578260	1929	643	NA	0.02754	0.369418181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100578262	3420	1140	NA	0.05374	0.392445454545455	1	1	1	1	1	1	1	1	1	1	1
LOC100578266	1116	372	NA	0.07218	0.348963636363636	1	1	1	1	1	1	1	1	1	1	1
LOC100578269	828	276	NA	0.20347	0.464527272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100578276	1515	505	NA	0.13033	0.449327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100578277	222	74	NA	0.08817	0.359527272727273	1	1	1	1	1	1	1	1	1	1	1
LOC100578281	3909	1303	NA	0.09388	0.336554545454545	1	1	1	1	1	1	0.182499594943797	1	1	1	1
LOC100578286	1260	420	NA	0.16556	0.430436363636364	1	1	1	1	1	1	1	1	1	1	1
LOC100578289	837	279	NA	0.16154	0.452154545454545	1	1	1	1	1	1	1.93667010382512e-06	1	1	1	1
LOC100578296	402	134	NA	0.11802	0.392581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC100578298	1068	356	NA	0.24574	0.329509090909091	1	1	1	1	1	1	0.00854969260907011	1	1	1	1
LOC100578311	597	199	NA	0.10311	0.385718181818182	1	1	1	1	1	1	1	1	1	1	1
LOC100578321	2106	702	NA	0.04541	0.523527272727273	1	1	1	1	1	1	1	1	1.65010627037048e-12	1	1
LOC100578329	1323	441	NA	0.21743	0.331881818181818	1	1	1	1	1	1	1	1	1	1	1
