Gene	NoSelectedCodons	No_2hitCMD	No_3hitCMD	BranchTest	Prop2H	Prop3H	BranchType
LOC409856	4	0	0	Dufourea	0	0	Solitary
LOC409928	6	2	1	Dufourea	0.333333333333333	0.166666666666667	Solitary
LOC410041	9	1	0	Dufourea	0.111111111111111	0	Solitary
LOC410099	9	0	1	Dufourea	0	0.111111111111111	Solitary
LOC410119	13	0	2	Dufourea	0	0.153846153846154	Solitary
LOC410217	7	1	0	Dufourea	0.142857142857143	0	Solitary
LOC410290	9	0	1	Dufourea	0	0.111111111111111	Solitary
LOC410345	9	0	2	Dufourea	0	0.222222222222222	Solitary
LOC410350	11	0	0	Dufourea	0	0	Solitary
LOC410464	7	1	0	Dufourea	0.142857142857143	0	Solitary
LOC410489	17	0	0	Dufourea	0	0	Solitary
LOC410565	8	0	1	Dufourea	0	0.125	Solitary
LOC410609	6	2	1	Dufourea	0.333333333333333	0.166666666666667	Solitary
LOC410706	8	2	1	Dufourea	0.25	0.125	Solitary
LOC410948	6	0	0	Dufourea	0	0	Solitary
LOC410952	8	0	0	Dufourea	0	0	Solitary
LOC410960	15	2	1	Dufourea	0.133333333333333	0.0666666666666667	Solitary
LOC411053	11	1	0	Dufourea	0.0909090909090909	0	Solitary
LOC411564	4	1	0	Dufourea	0.25	0	Solitary
LOC411731	8	0	0	Dufourea	0	0	Solitary
LOC411806	14	0	0	Dufourea	0	0	Solitary
LOC411837	17	0	1	Dufourea	0	0.0588235294117647	Solitary
LOC411892	3	0	2	Dufourea	0	0.666666666666667	Solitary
LOC412157	7	1	2	Dufourea	0.142857142857143	0.285714285714286	Solitary
LOC412159	11	0	0	Dufourea	0	0	Solitary
LOC412236	13	0	0	Dufourea	0	0	Solitary
LOC412362	12	0	0	Dufourea	0	0	Solitary
LOC412701	11	1	0	Dufourea	0.0909090909090909	0	Solitary
LOC412721	8	0	0	Dufourea	0	0	Solitary
LOC412739	9	0	0	Dufourea	0	0	Solitary
LOC412804	8	0	1	Dufourea	0	0.125	Solitary
LOC412929	13	0	0	Dufourea	0	0	Solitary
LOC413032	5	0	2	Dufourea	0	0.4	Solitary
LOC413126	5	0	2	Dufourea	0	0.4	Solitary
LOC413181	14	0	1	Dufourea	0	0.0714285714285714	Solitary
LOC413207	6	1	0	Dufourea	0.166666666666667	0	Solitary
LOC413248	7	1	0	Dufourea	0.142857142857143	0	Solitary
LOC413510	11	2	1	Dufourea	0.181818181818182	0.0909090909090909	Solitary
LOC413631	7	0	0	Dufourea	0	0	Solitary
LOC413907	6	0	0	Dufourea	0	0	Solitary
LOC413995	4	1	0	Dufourea	0.25	0	Solitary
LOC550651	15	0	0	Dufourea	0	0	Solitary
LOC550829	7	0	0	Dufourea	0	0	Solitary
LOC550857	3	2	1	Dufourea	0.666666666666667	0.333333333333333	Solitary
LOC551205	5	0	0	Dufourea	0	0	Solitary
LOC551361	3	0	0	Dufourea	0	0	Solitary
LOC551454	13	2	0	Dufourea	0.153846153846154	0	Solitary
LOC551494	11	6	0	Dufourea	0.545454545454545	0	Solitary
LOC551578	18	0	3	Dufourea	0	0.166666666666667	Solitary
LOC551756	6	0	0	Dufourea	0	0	Solitary
LOC551931	4	1	1	Dufourea	0.25	0.25	Solitary
LOC552003	48	0	0	Dufourea	0	0	Solitary
LOC552093	3	0	0	Dufourea	0	0	Solitary
LOC552194	5	1	0	Dufourea	0.2	0	Solitary
LOC552249	3	1	0	Dufourea	0.333333333333333	0	Solitary
LOC552468	4	0	0	Dufourea	0	0	Solitary
LOC552527	4	0	0	Dufourea	0	0	Solitary
LOC552571	15	2	1	Dufourea	0.133333333333333	0.0666666666666667	Solitary
LOC552634	5	0	0	Dufourea	0	0	Solitary
LOC552642	17	2	1	Dufourea	0.117647058823529	0.0588235294117647	Solitary
LOC552677	10	1	0	Dufourea	0.1	0	Solitary
LOC724290	11	0	0	Dufourea	0	0	Solitary
LOC724294	9	0	0	Dufourea	0	0	Solitary
LOC724301	10	1	0	Dufourea	0.1	0	Solitary
LOC724502	13	0	0	Dufourea	0	0	Solitary
LOC724593	10	1	0	Dufourea	0.1	0	Solitary
LOC724620	5	0	0	Dufourea	0	0	Solitary
LOC724794	8	0	0	Dufourea	0	0	Solitary
LOC724933	17	1	0	Dufourea	0.0588235294117647	0	Solitary
LOC725046	8	0	0	Dufourea	0	0	Solitary
LOC725099	49	0	0	Dufourea	0	0	Solitary
LOC725216	2	0	0	Dufourea	0	0	Solitary
LOC725237	13	0	0	Dufourea	0	0	Solitary
LOC725343	18	0	0	Dufourea	0	0	Solitary
LOC725496	4	0	0	Dufourea	0	0	Solitary
LOC725552	5	0	0	Dufourea	0	0	Solitary
LOC725960	12	3	0	Dufourea	0.25	0	Solitary
LOC726133	5	1	2	Dufourea	0.2	0.4	Solitary
LOC726167	9	0	0	Dufourea	0	0	Solitary
LOC726199	7	1	3	Dufourea	0.142857142857143	0.428571428571429	Solitary
LOC726524	8	1	0	Dufourea	0.125	0	Solitary
LOC726636	16	0	1	Dufourea	0	0.0625	Solitary
LOC726904	0	0	0	Dufourea	NA	NA	Solitary
LOC727027	9	0	1	Dufourea	0	0.111111111111111	Solitary
LOC727486	14	2	0	Dufourea	0.142857142857143	0	Solitary
TpnT	5	3	2	Dufourea	0.6	0.4	Solitary
Vg	7	2	0	Dufourea	0.285714285714286	0	Solitary
LOC100576162	4	0	0	Ceratina	0	0	Origin of Sociality
LOC100576165	96	0	0	Ceratina	0	0	Origin of Sociality
LOC100576640	7	0	0	Ceratina	0	0	Origin of Sociality
LOC100576915	2	1	0	Ceratina	0.5	0	Origin of Sociality
LOC100577958	8	0	0	Ceratina	0	0	Origin of Sociality
LOC100577972	77	0	0	Ceratina	0	0	Origin of Sociality
LOC100578363	4	0	0	Ceratina	0	0	Origin of Sociality
LOC100578382	39	0	0	Ceratina	0	0	Origin of Sociality
LOC100578587	8	0	0	Ceratina	0	0	Origin of Sociality
LOC100578947	3	0	0	Ceratina	0	0	Origin of Sociality
LOC408551	5	0	0	Ceratina	0	0	Origin of Sociality
LOC408552	5	0	0	Ceratina	0	0	Origin of Sociality
LOC408565	6	0	0	Ceratina	0	0	Origin of Sociality
LOC408878	8	0	0	Ceratina	0	0	Origin of Sociality
LOC408889	9	0	0	Ceratina	0	0	Origin of Sociality
LOC408959	9	1	0	Ceratina	0.111111111111111	0	Origin of Sociality
LOC409111	12	2	0	Ceratina	0.166666666666667	0	Origin of Sociality
LOC409749	54	0	0	Ceratina	0	0	Origin of Sociality
LOC409928	7	1	0	Ceratina	0.142857142857143	0	Origin of Sociality
LOC410057	9	0	0	Ceratina	0	0	Origin of Sociality
LOC410070	14	1	0	Ceratina	0.0714285714285714	0	Origin of Sociality
LOC410289	6	0	0	Ceratina	0	0	Origin of Sociality
LOC410485	8	0	0	Ceratina	0	0	Origin of Sociality
LOC410571	6	0	0	Ceratina	0	0	Origin of Sociality
LOC410755	7	0	0	Ceratina	0	0	Origin of Sociality
LOC410925	31	4	5	Ceratina	0.129032258064516	0.161290322580645	Origin of Sociality
LOC411053	2	0	0	Ceratina	0	0	Origin of Sociality
LOC411104	6	0	0	Ceratina	0	0	Origin of Sociality
LOC411526	29	0	0	Ceratina	0	0	Origin of Sociality
LOC411809	20	0	0	Ceratina	0	0	Origin of Sociality
LOC411882	14	0	0	Ceratina	0	0	Origin of Sociality
LOC412000	29	0	0	Ceratina	0	0	Origin of Sociality
LOC412018	6	2	0	Ceratina	0.333333333333333	0	Origin of Sociality
LOC412296	50	0	0	Ceratina	0	0	Origin of Sociality
LOC412508	50	0	0	Ceratina	0	0	Origin of Sociality
LOC413467	10	0	1	Ceratina	0	0.1	Origin of Sociality
LOC413782	32	0	0	Ceratina	0	0	Origin of Sociality
LOC551012	6	0	0	Ceratina	0	0	Origin of Sociality
LOC551308	10	0	0	Ceratina	0	0	Origin of Sociality
LOC551779	18	0	0	Ceratina	0	0	Origin of Sociality
LOC552245	53	0	0	Ceratina	0	0	Origin of Sociality
LOC552414	46	1	0	Ceratina	0.0217391304347826	0	Origin of Sociality
LOC724237	4	0	0	Ceratina	0	0	Origin of Sociality
LOC724290	14	0	0	Ceratina	0	0	Origin of Sociality
LOC724356	5	0	0	Ceratina	0	0	Origin of Sociality
LOC724399	288	1	0	Ceratina	0.00347222222222222	0	Origin of Sociality
LOC724483	4	0	0	Ceratina	0	0	Origin of Sociality
LOC724569	19	0	0	Ceratina	0	0	Origin of Sociality
LOC725105	5	1	0	Ceratina	0.2	0	Origin of Sociality
LOC725618	6	0	0	Ceratina	0	0	Origin of Sociality
LOC725732	29	1	0	Ceratina	0.0344827586206897	0	Origin of Sociality
LOC726407	5	0	0	Ceratina	0	0	Origin of Sociality
LOC726416	9	0	0	Ceratina	0	0	Origin of Sociality
LOC727079	9	0	0	Ceratina	0	0	Origin of Sociality
LOC727634	19	0	0	Ceratina	0	0	Origin of Sociality
Rpn1	347	1	0	Ceratina	0.00288184438040346	0	Origin of Sociality
Tg	53	1	0	Ceratina	0.0188679245283019	0	Origin of Sociality
Vg	4	0	0	Ceratina	0	0	Origin of Sociality
