Gene	All_Post_Elaboration_Sociality	All_Post_Origin_Sociality	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC100577644	1	1	1	1	1	1	1	1	0.05842775	1	1
LOC100577651	1	1	1	1	1	1	1	1	1	1	0.886207
LOC100577656	1	1	1	0.02750384	1	1	1	1	1	1	0.006932003
LOC100577669	1	1	1	1	1	1	1	1	1	1	1
LOC100577673	1	1	1	1	1	1	1	1	1	1	1
LOC100577675	1	1	1	1	1	1	1	1	1	1	1
LOC100577676	1	1	1	1	1	1	1	1	1	1	1
LOC100577680	1	1	1	1	1	1	1	1	1	1	1
LOC100577687	1	1	1	1	1	1	1	1	0.01982771	1	1
LOC100577689	1	1	1	1	1	1	1	1	1	1	1
LOC100577694	1	1	1	1	1	1	1	1	1	1	1
LOC100577696	1	1	1	1	1	1	1	1	1	1	1
LOC100577697	1	1	1	1	0.1195454	1	1	1	1	1	3.148653e-08
LOC100577699	1	1	1	1	1	1	1	1	1	1	1
LOC100577702	1	1	1	1	1	1	1	1	1	1	1
LOC100577712	1	1	1	1	1	1	1	1	1	1	1
LOC100577717	1	1	1	1	0.2585081	1	1	1	1	1	1
LOC100577719	1	1	1	1	1	1	1	1	1	1	1
LOC100577722	1	1	1	1	1	1	1	1	1	1	1
LOC100577724	1	1	1	1	1	1	1	1	1	1	1
LOC100577727	1	1	1	1	1	1	1	1	1	1	1
LOC100577739	1	1	1	1	0.1490812	1	1	1	1.727779e-07	0.01998112	1
LOC100577742	1	1	1	1	1	1	1	1	1	1	1
LOC100577743	1	1	1	1	1	1	0.1892027	1	0.08483062	1	1
LOC100577746	1	1	1	1	1	1	1	1	1	1	1
LOC100577753	1	1	1	1	1	1	1	1	1	1	1
LOC100577756	1	1	1	1	1	1	1	1	1	1	1
LOC100577758	1	1	1	1	1	1	1	1	1	1	1
LOC100577763	1	1	1	1	1	1	0.9888373	1	1	1	1
LOC100577766	1	1	1	1	1	1	1	1	1	1	1
LOC100577769	1	1	1	1	1	1	1	1	1	1	1
LOC100577771	1	1	1	1	1	1	1	1	1	1	1
LOC100577801	1	1	1	1	1	1	1	1	1	1	1
LOC100577803	1	1	1	1	1	1	1	1	1	1	1
LOC100577816	1	1	1	1	1	1	0.4496791	1	0.7529638	1	1
LOC100577823	1	1	1	1	1	1	1	1	1	1	1
LOC100577836	1	1	1	1	1	1	1	1	1	1	1
LOC100577839	1	1	1	1	1	1	1	1	1	1	1
LOC100577841	1	1	1	1	1	1	1	1	1	1	1
LOC100577845	1	1	1	1	1	1	0.1300451	1	0.1820517	1	1
LOC100577856	1	1	1	1	1	1	1	1	1	1	9.164982e-20
LOC100577870	1	1	1	1	1	1	1	1	1	1	1
LOC100577872	1	1	1	1	1	1	1	1	1	1	1
LOC100577875	1	1	1	1	1	1	1	1	1	1	1
LOC100577876	1	1	1	1	1	1	1	1	1	1	1
LOC100577877	1	1	1	1	1	1	1	1	1	1	1
LOC100577883	1	1	1	1	1	1	1	1	1	1	1
LOC100577885	1	1	1	1	1	1	1	1	1	1	1
LOC100577889	1	1	1	1	1	1	1	1	1	1	1
LOC100577899	1	1	1	1	1	1	1	1	1	1	1
LOC100577901	1	1	1	1	1	1	1	1	0.001578292	1	0.02466904
LOC100577905	1	1	1	1	1	1	1	4.54836e-05	1	0.0002856053	2.994227e-05
LOC100577909	1	1	1	1	1	1	1	1	1	1	1
LOC100577912	1	1	1	1	1	1	1	1	1	1	1
LOC100577920	1	1	1	1	1	1	1	1	1	1	1
LOC100577923	1	1	1	1	1	1	1	1	1	1	1
LOC100577927	1	1	1	1	1	1	1	1	1	1	1
LOC100577936	0.182784648051811	1	1	1	1	1	1	1	1	1	3.73125e-19
LOC100577941	1	1	1	1	1	1	1	1	1	1	1
LOC100577942	1	1	1	1	1	1	1	1	1	1	1
LOC100577949	1	1	1	1	1	1	1	1	1	1	1
LOC100577955	1	1	1	1	1	1	1	1	1	1	0.05894996
LOC100577958	1	1	1	1	0.007572854	1	1	1	1	1	1
LOC100577963	1	1	1	1	1	1	1	1	1	1	1
LOC100577966	1	1	1	1	1	NA	1	1	1	1	1
LOC100577967	1	1	1	1	1	1	1	1	1	1	1
LOC100577972	1	1	1	1	0.0001432678	1	1	0.001840758	7.464687e-10	1	1
LOC100577980	1	1	1	1	1	1	1	1	0.05605683	1	2.798154e-44
LOC100577981	1	1	1	1	1	1	1	1	1	1	1
LOC100577982	1	1	1	1	1	1	1	1	1	1	1
LOC100577988	1	1	1	1	1	1	1	1	1	1	1
LOC100577995	1	1	1	1	1	1	1	1	1	1	0.003139808
LOC100577998	1	1	1	1	1	1	0.1260795	1	1	1	1
LOC100578002	1	1	1	1	1	1	1	1	1	1	1
LOC100578005	1	1	1	1	1	1	1	1	1	1	1
LOC100578006	1	1	1	1	1	1	1	1	1	1	1
LOC100578011	1	1	1	1	1	1	1	1	1	1	0.001171587
LOC100578014	1	1	1	1	1	1	1	1	1	1	1
LOC100578017	1	1	1	1	1	1	1	1	1	1	1
LOC100578031	1	1	1	1	1	1	1	1	8.476874e-08	1	1
LOC100578035	1	1	1	1	1	1	1	1	1	1	1
LOC100578046	1	1	1	1	1	1	1	1	0.5165183	1	1
LOC100578051	1	1	1	1	1	1	1	1	1	1	1
LOC100578066	1	1	1	1	1	1	1	1	1	1	1
LOC100578071	1	1	1	1	1	1	1	1	2.657815e-10	1	1
LOC100578072	1	1	1	1	1	1	1	1	1	1	1
LOC100578085	1	1	1	1	1	1	0.192495	1	1	1	1
LOC100578091	1	1	1	1	1	1	1	1	1	1	1
LOC100578105	1	1	1	1	1	1	1	1	1	1	0.0001625048
LOC100578106	1	1	1	1	1	1	1	1	1	1	1
LOC100578109	1	1	1	1	1	1	1	1	1	1	1
LOC100578112	1	1	1	1	1	1	1	1	1	1	1
LOC100578119	1	3.90907804642653e-05	1	1	1	1	1	1	1	1	1
LOC100578126	1	1	1	1	1	1	1	1	1.010877e-14	1	1.923248e-07
LOC100578132	1	1	1	1	1	1	1	8.303363e-08	1	1	1
LOC100578144	1	1	1	1	1	1	0.2015405	1	1	1	1.944707e-07
LOC100578146	1	1	1	1	1	1	1	1	1	3.809357e-09	1
LOC100578159	1	1	1	1	1	1	1	1	1	1	1
LOC100578168	1	1	1	1	1	1	1	1	1	1	1
LOC100578201	1	1	1	1	1	1	1	1	5.212688e-05	0.6604594	1.412189e-11
LOC100578207	1	1	1	1	1	1	0.5526736	1	2.666031e-05	1	1
LOC100578209	1	1	1	1	1	1	1	1	1	1	1
LOC100578215	1	1	1	1	1	1	1	1	1	1	1
LOC100578218	1	1	1	1	1	1	1	1	1	1	1
LOC100578226	1	1	1	1	1	1	1	1	1	1	6.099945e-14
LOC100578235	1	1	1	1	1	1	1	1	1	1	1
LOC100578237	1	1	1	1	1	1	0.1206688	1	0.005368924	0.002292638	1
LOC100578243	1	1	1	1	1	1	1	1	1	1	1
LOC100578246	1	1	1	1	1	1	1	4.921631e-13	1	1	1
LOC100578247	1	1	1	3.676258e-05	1	1	1	1	0.08260264	1	1
LOC100578248	1	1	1	1	1	1	1	1	1	1	0.809333
LOC100578255	1	1	1	1	1	1	1	1	1	1	1
LOC100578257	1	1	1	1	1	1	1	1	1	1	1
LOC100578260	1	1	1	1	1	1	1	1	1	1	1
LOC100578262	1	1	1	1	1	1	1	1	1	1	1
LOC100578266	1	1	1	1	1	1	1	1	1	1	1
LOC100578269	1	1	1	1	1	1	1	1	1	1	1
LOC100578276	1	1	1	1	1	1	1	1	1	1	1
LOC100578277	1	1	1	1	1	1	1	1	1	1	1
LOC100578281	1	1	1	1	1	1	1	1	0.2214045	1	1
LOC100578286	1	1	1	1	1	1	1	1	1	1	1
LOC100578289	1	1	1	1	1	1	1	1	2.343457e-06	1	1
LOC100578296	1	1	1	1	1	1	1	1	1	1	1
LOC100578298	1	1	1	1	1	1	1	1	0.01036637	1	1
LOC100578311	1	1	1	1	1	1	1	1	1	1	1
LOC100578321	1	1	1	1	1	1	1	1	1	1	1.997213e-12
LOC100578329	1	1	1	1	1	1	1	1	1	1	1
LOC100578332	1	1	1	1	1	1	1	1	1	1	3.152064e-14
LOC100578334	1	1	1	1	1	1	1	1	1	1	1
LOC100578345	1	1	1	1	1	1	1	1	1	1	1
LOC100578346	1	1	1	1	1	1	1	1	1	1	1
LOC100578349	1	1	1	1	1	1	1	1	1	1	2.185192e-09
LOC100578355	1	1	1	1	1	1	1	1	1	1	1
LOC100578363	1	1	1	1	0.0006518021	1	1	1	1	1	1
LOC100578368	1	1	1	1	1	1	1	1	1	1	1
LOC100578370	1	1	1	1	1	1	1	1	1	1	1
LOC100578380	1	1	1	1	1	1	1	1	1	1	1
LOC100578382	1	1	1	1	0.0005141626	1	1	1	1	1	1
LOC100578388	1	1	1	1	1	1	1	1	1	1	1
LOC100578399	1	1	1	1	1	1	1	1	1	1	1
LOC100578404	1	1	1	1	1	1	1	1	1	1	1
LOC100578406	1	1	1	1	1	1	1	0.03663699	1	1	1
LOC100578417	1	1	1	1	1	1	1	1	1	1	1
LOC100578420	1	1	1	1	1	1	1	1	1	1	1
LOC100578423	1	1	1	1	1	1	1	1	1	1	1
LOC100578424	1	1	1	1	1	1	1	1	1	1	1
LOC100578429	1	1	1	1	1	1	1	1	1	1	1
LOC100578433	1	1	1	1	1	1	1	1	1	1	1
LOC100578439	1	1	1	1	1	1	1	1	1	1	0.05578965
LOC100578442	1	1	1	1	1	1	1	1	1	0.0398308	1
LOC100578443	1	1	1	1	1	1	1	1	1	1	1
LOC100578450	1	1	1	1	1	1	1	0.004230527	1	1	1
LOC100578466	1	1	1	1	1	1	1	1	1	1	0.804587
LOC100578473	1	1	1	1	1	1	1	1	1	1	1
LOC100578478	1	1	1	1	1	1	1	1	1	1	1
LOC100578498	1	1	1	1	1	1	1	1	1	1	1
LOC100578503	1	1	1	1	1	1	1	1	1	1	1
LOC100578507	1	1	1	1	1	1	1	1	1	1	1
LOC100578513	1	1	1	1	1	1	1	1	1	1	1
LOC100578515	1	1	1	1	1	1	1	1	1.171488e-19	1	1.473124e-06
LOC100578519	1	1	1	1	1	1	1	1	1	1	1
LOC100578522	1	1	1	1	1	1	1	1	1	1	1
LOC100578526	1	1	1	1	1	1	1	1	1	1	1
LOC100578529	1	1	1	1	1	1	1	1	1	1	1
LOC100578530	1	1	1	1	1	1	1	1	1	1	1
LOC100578546	1	1	1	1	1	1	1	1	1	3.051444e-10	1
LOC100578556	1	1	1	1	1	1	1	1	0.001269101	1	1
LOC100578557	1	1	1	1	1	1	1	1	1	1	1
LOC100578560	1	1	1	1	1	1	1	1	1	1	1
LOC100578562	1	1	1	1	1	1	1	0.2215158	1	1	1
LOC100578563	1	1	1	1	1	1	1	1	0.01122666	1	1
LOC100578580	1	1	1	1	1	1	1	1	1	1	0.01876876
LOC100578586	1	1	1	1	1	1	0.8300565	1	1	1	1
LOC100578587	1	1	1	1	0.002420368	1	1	1	3.650746e-11	1	1
LOC100578597	1	1	1	1	1	1	1	1	1	1	1
LOC100578600	1	1	1	0.002408444	1	1	1	1	0.003253999	1	0.000117153
LOC100578602	1	1	1	1	1	1	1	1	1	1	0.001439128
LOC100578606	1	1	1	1	1	1	1	1	0.003235542	1	1
LOC100578621	1	1	1	1	1	1	1	1	1	1	1
LOC100578631	1	1	1	1	1	1	1	1	1	1	1
LOC100578641	1	1	1	1	1	1	1	1	1	1	1
LOC100578653	1	1	1	1	1	1	1	1	1	1	1
LOC100578660	1	1	1	1	1	1	8.693456e-09	1	1	1	1
LOC100578664	1	1	1	1	1	1	1	1	1	1	1
LOC100578697	1	1	1	1	1	1	1	1	1	1	1
LOC100578699	1	1	1	1	1	1	1	1	1	1	1
LOC100578704	1	1	1	1	1	1	1	1	1	1	1
LOC100578706	1	1	1	1	1	1	1	1	1	1	1
LOC100578708	1	1	1	1	1	1	1	1	1	1	1
LOC100578709	1	1	1	1	1	1	1	1	1	1	1
LOC100578713	1	1	1	1	1	1	1	1	1	1	1
LOC100578715	1	1	1	1	1	1	1	1	1	1	1
LOC100578721	1	1	1	1	1	1	1	1	1	1	1.939591e-05
LOC100578725	1	1	1	1	1	1	1	1	1	1	3.980451e-05
LOC100578726	1	1	1	1	1	1	1	1	1	1	1
LOC100578730	1	1	1	1	1	1	1	1	1	1	1
LOC100578732	1	1	1	1	1	1	1	1	1	1	1
LOC100578733	1	1	1	1	1	1	1	1	1	1	1
LOC100578734	1	1	1	1	1	1	1	1	1	1	1
LOC100578736	1	1	1	1	1	1	1	1	1	1	1
LOC100578745	1	1	1	1	1	1	1	1	1	1	1
LOC100578773	1	1	1	1	1	1	1	1	1	1	1
LOC100578776	1	1	1	1	1	1	1	1	0.221879	1	1
LOC100578779	1	1	1	1	1	1	1	1	0.5946805	1	1
LOC100578780	1	1	1	1	1	1	1	1	1	1	1
LOC100578801	1	1	1	1	1	1	1	1	1	1	0.001682204
LOC100578810	1	1	1	1	1	1	1	1	1	1	1
LOC100578813	1	1	1	1	1	1	1	1	1	1	1
LOC100578814	1	1	1	1	1	1	1	1	1	1	1
LOC100578818	1	1	1	0.08817469	1	1	1	1	1	1	1
LOC100578824	1	1	1	1	1	1	1	1	1	1	1
LOC100578826	1	1	1	1	1	1	1	1	1	1	1
LOC100578828	1	1	1	1	1	1	1	0.0003886504	1	1	1
LOC100578833	1	1	1	1	1	1	1	1	1	1	1
LOC100578852	1	1	1	1	1	1	1	1	3.21787e-07	1	1
LOC100578853	1	1	1	1	1	1	1	1	1	1	1
LOC100578854	1	1	1	1	1	1	1	1	1	1	1
LOC100578860	1	1	1	1	1	1	1	1	1	1	1.807955e-06
LOC100578864	1	1	1	1	1	1	0.8843666	1	1	1	1
LOC100578875	1	1	1	1	1	1	1	1	1	1	1
LOC100578879	1	1	1	1	1	1	1	1	1	1	1
LOC100578883	1	1	1	1	1	1	1	1	1	1	1
LOC100578888	1	1	1	1	1	1	1	1	1	1	1
LOC100578890	1	1	1	1	1	1	1	1	1	1	1
LOC100578892	1	1	1	1	1	1	1	1	1	1	1
LOC100578893	1	1	1	1	1	1	1	1	1	1	9.686682e-09
LOC100578907	1	1	1	1	0.1245946	1	1	1	1	1	1
LOC100578913	1	1	1	1	1	1	1	1	1	1	1
LOC100578920	0.128498057507406	1	1	1	1	1	1	1	1	1	3.885289e-22
LOC100578924	1	1	1	1	1	1	1	1	1	1	1
LOC100578925	1	1	1	1	1	1	1	1	1	1	1
LOC100578927	1	1	1	3.216308e-05	1	1	1	1	1	1	1
LOC100578928	1	1	1	1	1	1	1	1	1	1	1
LOC100578929	1	1	1	1	1	1	1	1	1	1	1
LOC100578936	1	1	1	1	1	1	1	1	1	1	1
LOC100578939	1	1	1	1	1	1	1	1	0.0001410127	1	6.490479e-12
LOC100578947	1	1	1	1	0.02763694	1	1	1	1	1	1
LOC100578953	1	1	1	1	1	1	1	1	1	1	1
LOC100578955	1	1	1	1	1	1	1	1	1	0.3596076	1
LOC100578975	1	1	1	1	1	1	1	1	1	1	1
LOC100578984	1	1	1	1	1	1	1	1	1	1	0.0007845313
LOC100578988	1	1	1	1	0.101417	1	1	1	1	1	1
LOC100578999	1	1	1	0.0001141208	1	1	1	1	1	1	1
LOC100579007	1	1	1	1	1	1	1	1	1	1	1
LOC100579008	1	1	1	1	1	1	1	1	1	1	1
LOC100579026	1	1	1	0.01052636	1	1	1	1	0.9852434	0.2731124	1.961226e-21
LOC100579031	1	1	1	1	1	1	1	1	1	1	1
LOC100579034	1	1	1	1	1	1	1	1	1	1	1
LOC100579038	1	1	1	1	1	1	1	1	1	1	1
LOC100579040	1	1	1	1	1	1	1	1	1	1	1
LOC100579053	1	1	1	1	1	1	1	1	1	1	1
LOC100579055	1	1	1	1	1	1	1	1	1	1	1
LOC100579061	1	1	1	1	1	1	1	1	1	1	1
LOC100642173	1	1	1	1	1	1	1	1	1	1	1
LOC100820634	1	1	1	1	1	1	1	1	0.1082212	1	0.08966462
LOC101664701	1	1	1	1	1	1	1	1	1	1	0.1253915
LOC102653588	1	1	1	1	1	1	1	1	1	1	1
LOC102653601	1	1	1	1	1	1	1	1	1	1	1
LOC102653654	1	1	1	1	1	1	1	1	1	1	1
LOC102653702	1	1	1	1	1	1	1	1	1	1	1
LOC102653718	1	1	1	1	1	1	1	1	1	1	1
LOC102653759	1	1	1	1	1	1	1	1	1	1	1
LOC102653773	1	1	1	1	1	1	1	1	1	1	1
LOC102653780	1	1	1	1	1	1	1	1	0.007290149	1	1
LOC102653784	1	1	1	1	1	1	1	1	1	1	1
LOC102653793	1	1	1	1	1	1	1	1	6.290303e-10	1	1
LOC102653798	1	1	1	1	1	1	1	1	1	1	1
LOC102653815	1	1	1	1	1	1	1	1	1	1	1
LOC102653862	1	1	1	1	1	NA	1	1	1	1	1
LOC102653879	1	1	1	1	1	1	1	1	1	1	1
LOC102653922	1	1	1	1	1	1	1	1	1	1	1
LOC102653930	1	1	1	1	1	1	1	1	1	1	1
LOC102653940	1	1	1	1	1	1	1	1	1	1	0.00168582
LOC102653955	1	1	1	1	1	1	1	1	1	1	1
LOC102653965	1	1	1	1	1	1	1	1	1	0.9891947	1
LOC102653993	1	1	1	1	1	1	1	1	1	1	1
LOC102654012	1	1	1	1	1	1	1	1	1	1	1
LOC102654014	1	1	1	1	1	1	1	1	1	1	1
LOC102654029	1	1	1	1	1	1	1	1	1	1	3.132216e-10
LOC102654047	1	1	1	1	1	1	1	1	1	1	0.0006072217
LOC102654083	1	1	1	1	1	1	1	1	1	1	1
LOC102654090	1	1	1	1	1	1	1	1	1	1	1
LOC102654127	1	1	1	1	1	1	1	1	1	1	1
LOC102654146	1	1	1	1	1	1	1	1	0.7302643	1	1
LOC102654159	1	1	1	1	1	NA	1	1	1	1	1
LOC102654165	1	1	1	1	1	1	1	1	1	1	1
LOC102654169	1	1	1	1	1	1	1	1	1	1	1
LOC102654186	1	1	1	1	1	1	1	1	1	1	1
LOC102654206	1	1	1	1	0.8923148	1	0.04666524	1	1	1	0.8052008
LOC102654261	1	1	1	1	1	1	1	1	1	1	1
LOC102654281	1	1	1	1	1	1	1	1	1	1	1
LOC102654282	1	1	0.7064528	1	1	1	1	1	1	1	1
LOC102654289	1	1	1	1	1	1	1	1	1	1	1
LOC102654312	1	1	1	1	1	1	1	1	1	1	1
LOC102654349	1	1	1	1	1	1	1	1	1	1	1
LOC102654365	1	1	1	1	1	1	1	0.005011321	1	1	1
LOC102654384	1	1	1	1	1	1	1	1	1	1	1
LOC102654398	1	1	1	1	1	1	1	1	1	1	1
LOC102654426	1	1	1	1	1	1	1	1	1	1	1
LOC102654465	1	1	1	1	1	1	1	1	1	1	1
LOC102654488	1	1	1	1	1	1	1	1	1	1	1
LOC102654510	1	1	1	1	1	1	1	0.0007118132	1	1	1
LOC102654534	1	1	1	1	1	NA	1	1	1	1	1
LOC102654594	1	1	1	1	1	1	1	1	1	1	1
LOC102654608	1	1	1	1	1	1	1	1	1	1	1
LOC102654610	1	1	1	1	1	1	1	1	1	1	1
LOC102654621	1	1	1	1	1	1	1	1	1	1	1
LOC102654640	1	1	1	1	1	1	1	1	0.02971939	1	1
LOC102654653	1	1	1	1	1	1	0.1235388	0.01871221	1	1	1
LOC102654682	1	1	1	1	1	1	1	1	1	1	1
LOC102654691	1	1	1	1	1	1	1	1	1	1	1
LOC102654708	1	1	1	1	1	1	1	1	1	1	1
LOC102654715	1	1	1	1	1	1	1	1	1	1	1
LOC102654768	1	1	1	1	1	1	1	1	1	1	1
LOC102654777	1	1	1	1	1	NA	1	1	1	1	1
LOC102654791	1	1	1	1	1	1	1	1	1	1	1
LOC102654839	1	1	1	1	1	1	1	1	0.0004844353	1	1
LOC102654871	1	1	1	1	1	1	1	1	1	1	1
LOC102654890	1	1	1	1	1	1	1	1	1	1	1
LOC102654919	1	1	1	1	1	1	1	1	1	1	1
LOC102654925	1	1	1	1	1	1	1	1	1	1	1
LOC102654952	1	1	1	1	1	1	1	1	1	1	1
LOC102654955	1	1	1	1	1	1	1	1	0.07671615	0.03058596	1
LOC102654959	0.00157877243689258	1	1	0.0001906408	1	1	1	1	0.01027739	1	1
LOC102654970	1	1	1	1	1	1	1	1	1	1	1
LOC102654975	1	1	1	1	1	1	1	1	1	1	1
LOC102654987	1	1	1	1	1	1	1	1	1	1	0.7107207
LOC102655030	1	1	1	1	1	1	1	1	1	1	1
LOC102655034	1	1	1	1	1	1	1	1	1	1	1
LOC102655073	1	1	1	1	1	1	1	1	1	1	1
LOC102655090	1	1	1	1	1	1	1	1	1	1	1
LOC102655112	1	1	1	1	1	1	1	1	1	1	1
LOC102655126	1	1	1	1	1	1	1	1	0.006773373	1	1
LOC102655131	1	1	1	1	1	1	1	1	1	1	1
LOC102655141	1	1	1	1	1	1	1	1	1	1	1
LOC102655156	1	1	1	1	1	1	1	1	1	1	1
LOC102655203	1	1	1	1	1	1	1	1	1	1	1
LOC102655217	1	1	1	1	1	1	1	1	1	1	1
LOC102655219	1	1	1	1	1	1	1	1	1	1	1
LOC102655238	1	1	1	1	1	1	1	1	1	1	1
LOC102655240	1	1	1	1	1	1	1	1	1	1	1
LOC102655259	1	1	1	1	1	1	1	1	1	1	1.413385e-08
LOC102655263	2.31546961053589e-08	1	1	1	1	1	1	1	1	1	1
LOC102655282	1	1	1	1	1	1	1	1	1	1	1
LOC102655284	1	1	1	1	1	1	1	1	1	1	1
LOC102655306	1	1	1	1	1	1	1	1	1	1	1
LOC102655329	1	1	1	1	1	1	1	1	1	1	1
LOC102655332	1	1	1	1	1	1	1	1	1	1	1
LOC102655392	1	1	1	1	1	1	1	1	1	1	1
LOC102655399	1	1	1	1	1	1	1	1	1	1	1
LOC102655407	1	1	1	1	1	1	1	1	1	1	1
LOC102655411	1	1	1	1	1	1	1	1	1	1	1
LOC102655422	1	1	1	1	1	1	1	1	1	1	1
LOC102655429	1	1	1	1	1	1	1	1	1.764027e-12	1	1
LOC102655436	1	1	1	1	1	1	1	1	1	0.6018289	1
LOC102655457	1	1	1	1	1	1	1	1	1	1	1
LOC102655466	1	1	1	1	1	1	1	1	1	1	1
LOC102655470	1	1	1	1	1	NA	1	1	1	1	1
LOC102655479	1	1	1	1	1	1	1	1	1	1	1
LOC102655540	1	1	1	1	1	1	1	1	1	1	1
LOC102655617	1	1	1	1	1	1	1	1	1	1	1
LOC102655618	1	1	1	1	1	1	1	1	1	1	1
LOC102655622	1	1	1	1	1	1	1	1	1	1	1
LOC102655631	1	1	1	1	1	1	1	1	1	1	1
LOC102655673	1	1	1	1	1	1	1	1	1	1	1
LOC102655679	1	1	1	1	1	1	1	1	1	1	1
LOC102655688	1	1	1	1	1	1	1	1	1	1	1
LOC102655689	1	1	1	1	1	1	1	1	1	1	1
LOC102655706	1	1	1	1	1	1	1	1	1	1	1
LOC102655740	1	1	1	1	1	1	1	1	1	1	1
LOC102655778	1	1	1	1	1	1	1	1	1	1	0.008602932
LOC102655815	1	1	1	1	1	1	1	1	1	1	1
LOC102655819	1	1	1	0.003646997	1	1	1	1	1	1	1
LOC102655824	1	1	1	1	1	1	1	1	1	1	0.0001042221
LOC102655836	1	1	1	1	1	1	1	1	1	1	1
LOC102655841	1	1	1	1	1	1	1	1	1	1	1
LOC102655877	1	1	1	1	1	1	1	1	1	1	1
LOC102655904	1	1	1	1	1	NA	1	1	1	1	1
LOC102655922	1	1	1	1	1	NA	1	1	1	1	9.238185e-05
LOC102655945	1	1	1	1	1	1	1	1	1	1	1
LOC102655948	1	1	1	1	1	1	1	1	1	1	1
LOC102655950	1	1	1	1	1	1	1	1	1	1	1
LOC102655994	1	1	1	1	1	1	0.0359794	1	1	1	1
LOC102656006	1	1	1	1	1	1	1	1	1	1	1
LOC102656021	1	1	1	1	1	1	1	1	1	0.1174417	1
LOC102656070	1	1	1	1	1	1	1	1	1	1	1
LOC102656074	1	1	1	1	1	1	1	1	1	1	1
LOC102656093	1	1	1	1	1	1	1	1	1	1	1
LOC102656116	1	1	1	1	1	1	1	1	1	1	1
LOC102656131	1	1	1	1	1	1	1	1	1	1	1
LOC102656132	1	1	1	1	1	1	1	1	1	1	1
LOC102656134	1	1	1	1	1	1	1	1	1	1	1
LOC102656136	1	1	1	1	1	1	1	1	1	1	1
LOC102656142	1	1	1	1	1	1	1	1	1	1	1
LOC102656170	1	1	1	1	1	1	1	1	1	1	1
LOC102656183	1	1	1	1	1	1	1	1	1	1	1
LOC102656198	1	1	1	1	1	1	1	1	1	1	1
LOC102656244	1	1	1	1	1	1	1	1	1	1	1
LOC102656245	1	1	1	1	0.749268	1	1	1	1	1	1
LOC102656258	1	1	1	1	1	1	0.001885601	1	1	1	1
LOC102656263	1	1	1	1	1	1	1	1	1	1	1
LOC102656287	1	1	1	1	1	1	1	1	1	1	1
LOC102656311	1	1	1	1	1	1	1	1	1	1	1
LOC102656337	1	1	1	1	1	1	1	1	1	1	0.1218657
LOC102656369	1	1	1	1	1	1	1	1	1	1	1
LOC102656384	1	1	1	1	1	1	1	1	0.7849684	1	1
LOC102656425	1	1	1	1	1	1	1	1	1	1	1
LOC102656433	1	1	1	1	1	1	1	1	1	1	1
LOC102656442	1	1	1	1	1	1	1	1	1	1	1
LOC102656444	1	1	1	1	1	1	1	1	1	1	0.005481472
LOC102656473	1	1	1	1	1	1	1	1	1	1	1.297403e-06
LOC102656485	1	1	1	1	1	1	1	1	1	1	1
LOC102656490	1	1	1	1	1	1	1	1	1	1	5.589028e-05
LOC102656491	1	1	1	1	1	1	1	1	1	1	1
LOC102656501	1	1	1	1	1	1	1	1	1	2.03445e-22	1
LOC102656505	1	1	1	1	1	NA	1	1	1	1	1
LOC102656529	1	1	1	1	1	1	1	1	1	1	1
LOC102656541	1	1	1	1	1	1	1	1	1	1	1
LOC102656579	1	1	1	1	1	1	1	1	1	1	1
LOC102656583	1	1	1	1	1	1	1	1	1	1	1
LOC102656594	1	1	1	1	1	1	1	1	1	1	0.0001418655
LOC102656620	1	1	1	1	1	1	1	1	1	0.2312281	1
LOC102656652	1	1	1	1	1	1	1	1	1	1	1
LOC102656656	1	1	1	0.001015372	1	1	1	1	0.001092535	1	1.736528e-17
LOC102656685	1	1	1	1	1	1	1	1	1	1	1
LOC102656719	1	1	1	1	1	1	1	1	1	1	1
LOC102656725	1	1	1	1	1	1	1	1	1	1	1
LOC102656733	1	1	1	1	1	1	1	1	1	0.000692204	1
LOC102656766	1	1	1	1	1	1	1	1	0.04235901	1	1
LOC102656796	1	1	1	1	1	1	0.05153711	1	1	1	1
LOC102656812	1	1	1	1	1	1	1	1	1	1	1
LOC102656846	1	1	1	1	1	1	1	1	1	1	1
LOC102656890	1	1	1	1	1	1	1	1	1	1	1
LOC102656914	1	1	1	1	1	1	1	1	1	1	1
LOC107963960	1	1	1	1	1	1	1	1	1	1	4.02336e-16
LOC107963962	1	1	1	1	1	1	1	1	1	1	1
LOC107963964	1	1	1	1	1	1	1	1	1	1	1
LOC107963965	1	1	1	1	1	1	1	1	1	1	1
LOC107963971	1	1	1	1	1	1	1	1	1	1	1
LOC107963973	1	1	1	1	1	1	1	1	1	1	1
LOC107963974	1	1	1	1	1	1	1	1	0.2462388	1	1
LOC107963983	1	1	1	1	1	1	1	1	1	1	4.997563e-05
LOC107963986	1	1	1	1	1	1	1	1	1	1	1
LOC107963990	1	1	1	1	1	1	1	1	1	1	1
LOC107963991	1	1	1	1	1	1	1	1	1	1	1
LOC107963993	1	1	1	1	1	1	1	1	1	1	1
LOC107964020	1	1	1	1	1	1	1	1	1	1	1
LOC107964089	1	1	1	1	1	1	1	1	1	1	1
LOC107964206	1	1	1	1	1	1	1	1	1	1	1
LOC107964212	1	1	1	1	1	1	1	1	1	1	1
LOC107964213	1	1	1	1	1	1	1	1	0.08197148	1	1
