Gene	AlnLength	Amel	Aflo	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
LOC100576864	3006	30.27	30.87	32.93	33.17	40.39	35.36	32.73	32.90	38.39	33.30	34.73
LOC100576866	1650	33.64	34.48	39.09	38.97	40.97	40.18	37.33	39.82	45.33	37.27	37.64
LOC100576872	951	27.87	28.08	31.23	31.13	35.96	33.96	29.02	31.76	35.12	30.18	32.18
LOC100576876	2523	34.68	34.21	40.31	40.07	49.78	44.79	39.87	42.96	46.73	40.78	47.80
LOC100576879	4353	32.69	32.97	39.19	39.21	43.35	38.07	34.67	36.60	40.57	35.22	36.83
LOC100576894	1389	42.04	40.39	41.90	42.62	51.40	51.04	43.05	45.64	56.66	41.90	45.50
LOC100576908	3318	38.13	38.19	41.53	41.80	52.23	51.08	40.93	42.07	46.56	42.71	41.38
LOC100576912	1191	55.00	55.58	53.40	53.32	54.66	55.25	56.84	55.84	56.68	54.07	51.64
LOC100576915	1584	26.14	26.39	35.54	35.54	43.62	43.88	34.09	38.19	51.83	37.44	37.06
LOC100576919	3330	33.30	34.17	44.98	44.74	55.62	50.03	41.56	47.69	46.94	49.07	49.49
LOC100576930	531	24.29	23.92	29.38	29.76	33.71	35.22	28.81	30.70	36.35	33.15	30.89
LOC100576934	783	45.34	45.47	44.06	44.83	48.91	47.64	47.13	46.62	50.32	49.55	46.49
LOC100576938	774	25.84	25.06	29.20	29.07	38.50	33.20	28.94	30.36	31.14	27.91	29.72
LOC100576947	1218	37.44	36.86	41.22	41.46	44.42	45.65	39.00	42.78	47.21	45.73	43.60
LOC100576951	810	24.69	24.44	31.23	30.86	37.90	33.21	27.04	30.00	30.99	34.81	28.89
LOC100576953	987	34.55	34.35	42.15	41.64	46.50	45.80	39.51	44.98	47.72	34.14	39.82
LOC100576956	504	49.40	48.81	46.63	47.02	53.57	50.79	54.37	45.83	51.98	53.77	48.81
LOC100576963	1365	44.76	45.49	42.93	43.66	50.18	47.33	44.62	45.57	50.48	40.59	46.52
LOC100576965	1407	57.78	57.64	53.23	52.88	57.29	56.01	53.45	53.59	56.86	58.92	57.64
LOC100576966	1359	28.99	29.43	31.64	31.27	43.78	33.92	31.49	32.23	36.35	36.35	32.38
LOC100576967	402	32.59	33.33	36.57	36.07	40.80	36.32	36.82	35.57	37.81	35.82	34.83
LOC100576968	1764	36.68	36.45	42.80	42.97	49.89	47.56	40.31	43.31	45.01	44.78	41.78
LOC100576972	2805	36.36	36.65	40.36	40.32	49.02	44.74	38.97	43.07	47.31	42.28	38.61
LOC100576974	354	33.90	33.33	37.29	37.01	42.37	35.03	34.46	35.03	37.85	41.24	37.85
LOC100576975	684	24.85	25.73	31.29	30.85	46.64	34.50	30.12	30.99	35.96	35.53	29.53
LOC100576982	354	46.89	46.61	46.33	45.76	51.13	49.72	53.11	50.85	50.56	51.41	51.13
LOC100576990	1827	25.78	25.94	29.50	29.56	36.29	34.26	29.72	30.87	34.21	32.57	31.36
LOC100576993	2130	53.71	50.89	52.63	52.63	55.87	55.68	53.19	54.27	54.51	53.19	52.11
LOC100576994	447	43.62	42.95	46.53	46.09	44.97	49.22	48.77	48.77	53.91	46.76	48.99
LOC100577000	477	28.09	29.98	33.12	31.87	40.25	36.48	29.56	34.80	38.16	31.45	34.80
LOC100577002	1314	41.63	42.69	40.87	40.26	49.77	45.05	48.17	42.01	47.64	48.48	44.98
LOC100577003	240	35.42	35.42	39.58	39.17	42.92	50.42	40.42	41.67	46.67	42.92	45.42
LOC100577004	1569	44.61	43.47	45.25	45.19	49.01	46.34	43.02	43.59	48.31	41.30	44.68
LOC100577019	114	45.61	50.00	47.37	48.25	45.61	50.88	50.00	48.25	48.25	39.47	47.37
LOC100577026	813	42.80	43.91	45.63	45.39	47.11	50.68	46.99	46.00	54.74	48.34	49.57
LOC100577027	1227	28.52	28.52	33.66	32.93	44.09	37.41	31.05	31.70	39.04	35.78	34.64
LOC100577028	279	58.42	57.35	55.20	54.84	53.76	57.71	58.42	51.61	54.12	61.65	59.14
LOC100577030	855	49.94	49.01	48.54	47.84	50.88	51.70	51.23	51.35	52.87	46.20	48.65
LOC100577033	951	32.28	31.97	34.17	34.70	38.59	34.81	34.17	34.81	36.28	34.28	33.96
LOC100577050	1770	31.53	32.32	35.59	35.65	46.78	40.28	34.18	37.01	44.24	35.03	37.29
LOC100577053	1641	33.09	33.94	40.65	39.31	46.13	46.50	34.98	40.71	47.17	40.04	37.60
LOC100577069	762	60.50	58.53	59.32	58.66	57.61	60.76	56.96	61.68	64.30	61.68	56.56
LOC100577081	1035	34.40	33.33	38.07	37.58	46.09	43.86	38.45	41.35	45.99	44.06	40.48
LOC100577082	1872	34.94	34.67	39.90	39.37	41.88	47.54	39.32	43.43	50.64	41.56	42.36
LOC100577092	504	48.61	48.41	45.83	46.03	50.40	46.03	50.99	50.60	50.60	41.87	45.24
LOC100577094	909	26.29	27.17	35.75	34.87	37.07	38.50	31.13	33.00	35.09	32.56	32.56
LOC100577098	912	52.08	51.75	51.43	51.54	49.89	53.18	53.95	49.67	58.77	52.19	49.23
LOC100577110	1206	55.39	57.21	50.08	49.25	51.91	52.74	55.97	54.06	54.06	57.71	54.15
LOC100577120	2061	28.14	28.58	32.17	31.88	44.10	36.15	29.84	32.51	38.77	30.28	33.28
LOC100577127	1542	24.77	24.71	31.13	30.93	34.50	31.19	27.30	29.25	34.44	28.21	31.58
LOC100577128	282	26.24	25.89	31.56	30.14	44.68	34.75	26.60	31.21	33.69	28.01	32.98
LOC100577135	996	49.50	51.91	44.28	43.88	49.30	49.80	49.50	46.59	49.10	53.92	44.98
LOC100577136	978	28.94	29.14	33.64	33.84	46.83	36.81	31.39	34.15	44.68	36.20	33.33
LOC100577140	1380	33.70	35.00	41.67	41.88	48.04	53.19	40.29	46.74	50.94	44.28	46.74
LOC100577147	1269	49.01	52.17	46.34	46.73	52.56	53.27	48.38	48.54	55.24	42.71	46.97
LOC100577149	906	38.74	38.85	42.16	41.94	47.68	48.57	45.58	46.80	50.22	45.25	48.23
LOC100577174	3177	46.77	44.04	47.18	46.33	52.41	53.89	51.62	50.87	57.35	57.70	55.30
LOC100577180	1041	34.77	34.20	39.29	38.14	56.48	43.32	37.56	39.58	50.24	36.98	37.27
LOC100577192	648	27.78	27.93	31.02	31.79	36.88	36.11	29.63	32.87	36.11	30.86	33.64
LOC100577194	1803	23.52	24.63	29.12	28.95	41.76	31.56	29.40	29.51	34.05	28.29	30.17
LOC100577196	1704	47.30	45.89	47.65	47.30	50.41	48.42	48.59	47.95	52.41	47.07	49.00
LOC100577198	3036	45.09	45.85	47.83	47.73	50.56	53.75	55.04	52.80	52.11	55.11	53.00
LOC100577213	495	51.11	53.74	55.56	56.57	57.78	59.39	51.52	51.31	56.57	55.15	54.14
LOC100577231	2790	45.66	44.66	47.53	47.42	53.30	55.99	52.58	50.86	52.90	53.84	53.19
LOC100577237	1239	37.61	38.18	43.18	42.13	49.80	52.06	39.87	45.04	55.53	49.07	43.10
LOC100577239	1371	50.69	50.91	48.43	47.85	48.80	53.10	53.98	50.55	51.57	53.32	50.47
LOC100577253	621	28.99	29.15	33.98	34.14	40.42	38.49	33.82	38.00	46.05	31.08	41.71
LOC100577263	957	33.23	33.54	37.83	38.04	43.05	41.07	35.21	40.86	41.80	37.41	36.99
LOC100577268	312	51.60	51.60	49.68	50.64	55.13	51.60	53.53	52.24	52.24	49.68	52.56
LOC100577272	3933	39.46	36.66	34.30	34.32	46.58	41.55	35.42	38.67	50.88	33.61	39.08
LOC100577273	1332	55.26	55.71	48.87	48.12	46.55	53.23	53.53	52.25	52.55	57.36	53.45
LOC100577280	5463	37.82	38.40	44.15	43.46	53.34	53.30	41.94	47.28	54.35	47.90	45.80
LOC100577293	396	26.77	26.26	28.54	29.04	29.29	31.57	27.02	29.55	30.56	29.55	29.55
LOC100577296	813	31.86	32.23	38.13	38.38	41.45	39.24	35.18	39.36	40.10	40.71	37.88
LOC100577300	861	26.60	26.71	30.89	31.36	34.96	32.06	31.13	31.71	38.21	27.29	31.36
LOC100577308	1707	27.77	28.12	32.22	31.81	36.38	33.16	30.70	32.51	38.55	30.87	33.39
LOC100577324	759	32.02	32.15	31.09	30.30	40.71	35.70	32.41	33.07	37.55	38.47	35.70
LOC100577325	525	42.10	41.52	44.95	44.95	52.76	47.43	44.76	45.71	46.86	41.90	44.00
LOC100577341	282	24.82	26.60	33.69	34.75	41.49	35.82	31.91	34.75	38.65	34.75	31.56
LOC100577342	780	35.77	34.62	39.49	40.00	45.00	45.26	38.33	39.87	43.46	37.95	39.10
LOC100577344	549	31.15	32.06	35.15	36.43	39.53	36.79	31.33	31.33	41.35	44.08	31.69
LOC100577348	1596	56.77	55.51	51.94	52.07	54.20	54.39	56.08	53.88	59.46	51.57	52.07
LOC100577362	501	51.50	52.89	49.90	49.50	51.70	51.30	47.70	47.70	55.69	52.30	51.10
LOC100577363	447	45.86	45.41	46.09	44.07	51.68	45.19	49.66	48.10	46.09	47.87	44.52
LOC100577369	2271	29.33	28.97	33.95	33.69	58.96	35.76	31.79	32.58	35.98	32.89	34.17
LOC100577376	3273	45.77	44.21	46.29	46.44	55.94	55.30	45.22	48.95	53.44	49.65	48.76
LOC100577377	1053	50.24	52.52	43.49	43.02	45.77	44.82	41.22	50.43	58.40	43.68	49.67
LOC100577378	1107	31.26	31.26	35.14	34.15	49.68	41.82	32.97	34.60	39.57	33.33	34.69
LOC100577382	1653	27.04	28.43	33.88	34.06	44.53	44.71	32.18	37.93	40.83	34.00	34.18
LOC100577385	1179	56.66	57.00	49.70	49.87	54.37	52.93	55.39	54.37	54.11	56.83	50.89
LOC100577386	1614	29.00	29.24	31.97	32.65	38.97	35.07	30.98	31.91	36.37	32.03	32.59
LOC100577393	3831	49.15	47.92	48.06	48.13	50.14	52.10	51.00	51.53	53.43	50.74	51.74
LOC100577397	630	54.13	54.29	53.33	53.65	56.03	54.92	57.94	56.83	53.02	55.08	52.86
LOC100577401	2886	29.49	29.21	31.95	31.95	36.17	36.31	32.02	32.47	37.94	30.04	33.99
LOC100577409	1863	54.64	55.29	53.30	53.09	54.27	53.84	55.02	53.89	54.37	53.35	53.62
LOC100577410	687	39.59	38.57	44.40	43.96	49.93	50.36	42.79	44.98	48.03	40.90	46.29
LOC100577418	459	36.82	36.82	41.39	42.05	43.36	44.88	39.65	42.92	47.06	40.74	41.83
LOC100577423	1113	28.03	28.12	30.19	29.65	34.86	32.26	28.84	32.52	36.93	29.38	30.37
LOC100577430	1521	27.55	27.15	31.43	31.10	36.95	35.44	29.98	34.06	37.41	32.68	34.71
LOC100577449	1971	26.59	26.59	29.43	28.97	39.57	35.11	29.78	30.04	39.83	32.01	33.79
LOC100577450	792	26.39	26.64	30.05	30.05	35.35	33.21	29.55	29.67	37.37	31.69	31.44
LOC100577451	621	29.47	29.95	35.27	34.78	34.14	38.49	34.46	36.55	43.64	35.10	36.88
LOC100577452	1728	31.31	32.29	37.04	36.28	45.49	44.62	34.49	38.43	48.96	36.63	38.14
LOC100577454	1476	26.69	26.69	29.54	30.08	44.51	30.83	29.00	29.40	33.54	35.77	31.44
LOC100577472	1068	48.31	50.00	52.34	52.62	57.02	53.75	55.43	53.00	52.62	54.12	51.50
LOC100577481	1632	26.47	26.23	30.88	30.70	35.66	29.53	29.29	27.63	33.58	32.72	30.64
LOC100577493	1788	28.64	28.08	34.62	34.28	39.32	37.30	31.43	36.35	38.37	32.89	31.26
LOC100577499	1164	25.26	25.17	30.41	30.15	34.19	33.76	28.69	28.09	34.36	29.55	29.47
LOC100577501	5313	29.12	29.27	32.96	32.79	36.18	36.66	31.21	33.05	45.08	32.79	33.88
LOC100577506	795	23.77	23.52	28.93	28.43	34.84	33.71	26.04	29.18	31.19	29.43	29.43
LOC100577515	1719	49.74	45.72	48.17	48.28	49.45	51.89	46.71	52.82	57.13	52.53	51.54
LOC100577516	945	33.44	33.33	37.78	37.46	39.26	37.99	39.68	38.10	40.42	34.29	35.87
LOC100577520	1173	29.41	29.92	32.74	32.14	36.83	34.78	31.12	32.65	38.96	33.16	34.27
LOC100577525	2127	31.73	32.20	34.70	34.60	43.54	40.15	33.66	35.12	39.68	35.92	35.40
LOC100577527	423	43.97	44.92	46.57	47.52	45.39	49.17	51.06	47.75	50.59	49.65	44.92
LOC100577530	1728	56.48	54.75	50.81	50.87	54.69	53.53	54.17	52.72	53.30	55.90	54.40
LOC100577533	723	25.73	26.56	30.43	31.67	38.45	35.27	29.05	33.61	36.65	29.74	32.78
LOC100577546	1008	27.58	27.28	33.23	33.33	46.53	38.69	30.85	38.39	38.59	35.81	32.84
LOC100577561	1572	29.90	30.28	32.76	32.89	47.07	37.02	31.81	33.78	38.87	33.27	33.46
LOC100577575	723	27.39	28.22	34.58	35.55	40.53	39.70	29.05	30.71	40.53	38.31	35.82
LOC100577576	729	57.75	57.20	56.38	56.79	55.97	58.71	51.99	53.22	59.53	59.81	52.54
LOC100577578	1788	42.00	42.62	46.25	46.03	54.75	56.60	44.97	46.14	57.77	47.65	49.89
LOC100577579	558	31.18	31.72	35.84	36.38	42.65	37.28	33.51	32.97	39.07	34.95	32.97
LOC100577580	924	28.46	28.68	32.36	31.93	39.29	34.20	29.98	31.06	39.39	31.39	30.74
LOC100577596	546	34.43	34.80	44.14	43.41	39.19	44.69	35.90	39.19	47.80	39.93	38.64
LOC100577600	909	56.22	55.56	49.61	51.71	54.68	58.31	55.45	56.11	55.56	54.90	55.78
LOC100577606	702	25.93	25.93	30.20	29.77	35.75	32.62	28.77	29.63	36.89	30.63	30.63
LOC100577610	573	32.81	32.46	34.38	34.21	39.27	38.22	32.64	34.38	40.31	35.78	35.25
LOC100577623	1005	27.96	27.56	32.04	31.64	41.09	36.32	31.34	33.93	42.59	37.91	34.03
LOC100577635	1065	58.03	57.37	48.83	48.26	53.90	51.08	55.21	52.96	49.01	54.65	50.89
LOC100577638	843	46.14	46.26	49.94	50.42	52.08	56.58	50.30	51.01	55.40	46.74	50.18
LOC100577644	540	23.89	24.26	30.19	29.63	32.59	33.52	27.41	28.89	35.00	27.78	30.56
LOC100577651	717	25.10	25.24	27.62	28.59	34.03	28.03	26.64	26.64	30.68	26.50	29.29
LOC100577656	1206	59.54	57.63	53.73	53.57	60.20	57.88	57.21	56.55	61.03	55.72	55.14
LOC100577669	2733	56.35	55.43	48.81	48.70	45.81	51.99	51.15	52.18	51.12	56.57	52.07
LOC100577673	963	23.57	24.30	30.53	28.87	35.51	33.44	26.79	31.36	33.96	27.93	29.39
LOC100577675	2880	30.76	30.76	34.97	35.28	38.54	37.92	33.37	34.93	40.03	35.56	37.40
LOC100577676	702	25.07	25.64	29.77	29.91	35.19	34.33	29.06	30.06	34.62	39.46	32.19
LOC100577680	987	42.76	42.96	50.46	50.05	59.17	56.74	46.00	51.17	59.17	48.13	52.18
LOC100577687	1218	39.41	39.41	43.27	42.61	48.77	44.09	39.98	43.51	49.43	44.01	42.36
LOC100577689	1989	26.60	26.70	31.67	30.87	37.25	33.43	29.86	31.52	37.10	29.51	32.18
LOC100577690	357	27.73	26.05	32.21	31.65	32.77	31.93	26.33	29.97	34.45	28.01	31.09
LOC100577694	1122	52.41	50.98	50.18	49.91	53.30	47.24	50.45	51.25	49.11	47.59	50.80
LOC100577696	600	54.33	54.50	48.83	48.17	54.00	51.67	55.33	51.33	56.83	55.00	51.83
LOC100577697	357	52.38	52.10	51.82	51.82	53.50	54.06	53.78	52.38	55.18	49.02	50.98
LOC100577699	558	27.24	27.06	29.39	29.03	37.46	31.54	28.67	31.72	36.74	29.57	30.82
LOC100577702	489	31.29	30.88	33.74	33.54	41.10	38.45	31.90	34.36	41.72	33.13	35.38
LOC100577712	984	28.96	29.27	36.18	35.98	35.87	38.41	34.55	40.85	42.78	34.15	36.08
LOC100577717	951	52.05	49.63	52.26	52.68	58.68	56.78	51.10	54.05	58.99	54.78	53.52
LOC100577719	2154	50.93	48.89	44.89	44.75	47.03	49.07	46.89	47.59	49.44	42.80	47.35
LOC100577722	783	23.63	24.27	29.50	30.27	37.29	34.48	27.33	31.42	34.87	37.04	30.91
LOC100577724	936	31.62	30.88	35.04	35.36	39.64	36.43	33.76	35.90	45.62	35.15	35.68
LOC100577727	267	34.46	35.21	36.33	37.83	44.94	42.32	37.08	41.57	47.57	43.45	38.58
LOC100577739	6105	28.42	28.67	31.86	32.07	38.84	34.02	31.45	32.22	37.74	30.37	35.59
LOC100577742	1914	32.97	33.49	36.68	36.57	44.15	46.97	36.42	38.45	49.63	38.24	36.83
LOC100577743	1092	45.42	45.97	49.63	49.08	49.73	52.11	46.70	45.88	54.03	43.04	44.32
LOC100577746	1320	34.17	34.62	41.06	40.76	48.86	44.09	37.88	42.20	47.35	39.02	39.09
LOC100577753	705	32.91	32.77	36.31	36.17	38.30	38.72	37.87	40.57	43.12	35.60	38.72
LOC100577756	708	28.67	28.39	33.62	33.47	43.36	46.89	30.65	33.33	40.11	37.15	35.88
LOC100577758	399	35.34	35.34	47.37	47.12	45.36	48.87	39.85	45.61	47.12	40.10	43.61
LOC100577763	6729	26.39	26.44	31.45	31.67	40.36	39.11	28.77	33.57	37.94	31.97	33.29
LOC100577764	642	38.47	38.16	40.81	40.65	40.97	43.46	39.88	39.41	42.06	39.72	40.50
LOC100577766	2814	29.78	30.28	35.54	35.07	45.88	41.51	33.12	33.48	44.56	35.96	33.19
LOC100577769	939	48.78	51.22	44.62	44.30	49.41	54.21	49.73	53.35	54.85	48.24	50.59
LOC100577771	381	43.83	42.26	51.18	50.66	53.54	58.53	44.36	54.33	61.42	51.18	51.44
LOC100577801	1932	61.49	59.52	53.88	53.42	58.49	56.78	58.23	54.50	59.06	56.88	57.45
LOC100577803	762	20.47	21.00	27.43	27.95	35.70	32.28	25.85	26.77	35.83	26.12	28.22
LOC100577816	3510	26.95	26.67	32.25	31.85	39.83	40.37	31.25	37.35	41.37	32.02	37.55
LOC100577823	261	28.35	27.97	31.03	30.65	36.78	32.18	32.57	31.03	32.95	32.57	32.18
LOC100577836	552	23.19	24.09	28.44	27.90	32.61	31.52	28.44	30.25	35.87	28.99	28.99
LOC100577839	639	43.04	43.35	50.39	50.70	51.96	56.03	49.14	48.36	53.83	50.86	52.27
LOC100577841	651	49.00	52.38	45.93	46.24	46.39	43.93	46.08	44.55	42.55	45.47	45.93
LOC100577845	2436	30.95	31.65	35.51	35.34	39.04	42.61	36.25	38.75	44.42	35.88	38.05
LOC100577856	1098	34.61	34.79	37.07	36.52	45.72	48.09	36.34	38.89	48.91	34.24	38.16
LOC100577870	552	34.96	34.60	34.78	34.78	37.86	35.69	36.05	35.87	35.14	35.51	36.05
LOC100577872	1179	32.91	32.15	39.61	39.53	48.09	44.53	40.29	44.53	50.64	40.80	47.75
LOC100577875	504	36.51	38.69	42.46	40.67	52.18	51.98	42.66	43.45	56.35	46.23	55.95
LOC100577876	696	30.60	30.60	34.63	34.48	38.36	34.77	33.62	36.06	38.94	32.61	37.93
LOC100577877	1140	29.74	29.56	34.56	34.30	40.88	38.07	31.40	32.63	41.40	40.00	34.12
LOC100577883	1359	30.17	30.68	39.51	39.81	44.59	48.05	38.26	42.09	47.46	36.72	45.84
LOC100577885	972	26.75	28.29	33.74	32.92	36.42	35.49	30.45	33.54	39.71	31.17	33.85
LOC100577889	453	50.33	49.23	49.67	50.11	52.10	54.08	53.64	54.30	55.19	54.97	48.57
LOC100577899	642	29.44	30.06	34.74	35.51	40.34	42.21	31.93	37.69	42.68	38.32	37.54
LOC100577901	423	59.57	57.68	54.85	54.37	56.50	59.57	55.56	55.08	57.21	54.85	59.81
LOC100577905	3090	33.79	33.79	42.88	42.82	51.00	45.53	42.04	48.09	57.41	51.36	47.57
LOC100577909	297	41.41	42.09	43.10	41.41	51.85	43.10	41.08	39.39	43.43	43.77	42.09
LOC100577912	366	52.19	54.10	46.17	47.54	50.82	50.27	46.45	47.81	50.82	37.16	49.18
LOC100577920	315	53.02	53.97	50.16	50.79	51.75	54.29	55.24	53.02	54.29	52.38	52.38
LOC100577923	381	28.87	29.40	34.38	32.81	38.58	36.75	33.07	37.27	35.43	33.86	39.11
LOC100577927	2172	39.87	39.32	37.34	36.28	41.94	42.68	37.57	44.20	47.97	38.44	45.81
LOC100577936	630	51.27	50.79	54.44	54.76	53.02	55.87	55.08	54.76	54.60	49.52	53.65
LOC100577941	963	33.44	32.92	35.41	35.83	46.94	39.67	34.58	36.34	42.47	39.56	36.86
LOC100577942	978	56.65	56.34	55.83	55.42	52.15	55.42	57.16	54.60	57.26	56.24	53.58
LOC100577943	1326	45.32	47.59	54.00	53.09	50.75	50.68	51.21	54.98	54.07	53.77	57.62
LOC100577945	3576	58.50	58.08	51.68	51.71	57.38	57.21	52.91	54.64	57.44	56.80	53.83
LOC100577949	447	31.77	31.54	36.47	37.58	45.86	46.98	35.12	40.72	50.34	38.70	44.52
LOC100577955	933	48.34	50.70	46.30	45.77	47.80	52.09	44.80	49.20	51.77	49.73	46.52
LOC100577958	2046	26.88	26.54	35.19	36.27	39.30	39.39	32.40	33.82	40.76	30.30	34.41
LOC100577963	1257	25.14	26.57	28.72	28.16	41.69	30.55	27.13	28.00	38.19	28.96	29.20
LOC100577966	459	21.13	20.48	25.93	25.49	31.59	31.15	27.02	23.53	42.27	24.62	25.71
LOC100577967	1233	28.14	28.87	31.87	31.39	40.47	34.55	28.71	30.66	35.12	29.03	30.90
LOC100577972	10344	31.54	31.75	38.71	38.43	44.00	43.43	36.19	42.32	50.40	39.07	41.09
LOC100577980	1704	54.81	56.16	49.77	49.71	54.17	54.93	52.11	51.29	56.04	48.36	51.06
LOC100577981	2184	48.81	48.67	40.57	41.21	42.90	47.25	42.86	43.27	47.48	39.33	44.96
LOC100577982	594	28.62	29.29	33.00	34.01	41.92	38.55	32.49	35.02	39.39	35.69	34.85
LOC100577988	2004	27.25	27.35	30.99	30.89	37.67	35.03	30.14	31.19	36.18	29.59	32.73
LOC100577995	2601	28.76	29.14	33.18	33.10	45.33	36.06	31.91	32.76	36.52	32.18	34.18
LOC100577998	1839	31.05	31.32	33.39	33.33	37.85	37.57	34.53	35.13	43.18	35.94	34.26
LOC100578001	738	44.31	43.09	46.34	46.21	45.26	47.56	47.43	45.53	45.93	50.00	43.90
LOC100578002	216	25.00	25.00	29.17	27.78	38.89	32.41	27.78	31.02	34.26	26.39	29.17
LOC100578005	1377	30.86	30.72	33.41	32.97	36.75	35.51	32.61	33.12	37.40	31.59	34.71
LOC100578006	996	33.73	34.14	39.36	38.96	39.26	40.76	37.85	41.47	49.20	39.16	41.06
LOC100578011	1878	27.00	27.00	32.00	31.63	39.03	34.13	29.93	32.96	38.87	29.13	32.27
LOC100578014	1983	25.42	25.37	29.40	29.45	33.08	32.63	28.29	29.05	33.43	30.11	29.95
LOC100578017	633	31.91	32.54	37.44	38.07	48.18	39.49	33.65	40.28	41.07	38.70	44.23
LOC100578030	729	27.85	27.43	34.71	33.06	46.36	39.78	31.82	34.29	39.78	33.61	37.45
LOC100578031	807	51.18	50.31	49.32	49.07	56.63	51.55	53.66	51.43	50.56	50.93	48.33
LOC100578035	963	29.08	29.28	32.09	32.29	37.18	34.37	30.53	33.02	36.14	30.63	33.02
LOC100578046	1233	34.47	35.12	39.58	39.82	46.80	53.61	39.98	44.04	49.47	45.34	47.04
LOC100578051	1443	63.34	64.03	55.93	55.58	57.45	58.77	57.73	57.17	56.34	59.53	54.68
LOC100578066	1542	57.72	56.42	50.45	50.45	55.12	52.01	56.87	56.16	54.41	57.72	51.82
LOC100578071	4992	26.14	26.76	30.81	30.79	36.70	37.12	29.49	31.13	36.72	29.43	33.29
LOC100578072	549	57.38	57.19	51.00	49.54	53.19	54.83	55.92	54.28	53.37	56.10	54.10
LOC100578085	591	40.10	40.10	48.73	48.05	55.84	50.42	45.01	50.76	52.12	48.73	45.01
LOC100578091	318	49.69	50.00	43.08	43.08	45.91	46.23	53.46	45.60	49.37	47.80	46.23
LOC100578105	2181	27.33	26.82	33.65	33.47	42.87	33.65	30.99	32.69	43.51	32.37	32.37
LOC100578106	1737	35.29	35.18	38.51	38.17	48.19	40.01	36.90	39.15	47.96	39.21	38.86
LOC100578109	1374	28.17	27.66	31.15	31.15	35.88	34.86	30.06	31.22	41.56	33.84	34.50
LOC100578112	1338	36.40	37.22	41.03	40.66	44.92	48.73	41.55	41.18	47.53	41.85	39.99
LOC100578115	951	44.48	43.64	43.22	43.22	50.47	48.90	47.21	43.74	48.58	45.53	48.26
LOC100578119	588	25.00	25.85	27.89	29.76	34.52	33.33	28.23	30.27	38.78	30.27	29.59
LOC100578126	567	42.33	44.27	53.62	54.14	52.73	55.38	50.44	53.62	51.32	52.38	51.50
LOC100578132	1830	31.64	31.58	34.37	34.32	42.95	38.85	32.95	32.73	38.69	34.59	35.14
LOC100578144	1308	53.13	52.06	46.94	46.71	49.24	50.54	50.92	52.37	52.37	50.31	52.37
LOC100578146	2295	33.33	32.98	35.34	35.25	45.66	38.17	34.42	35.16	40.83	35.08	35.03
LOC100578156	510	53.53	48.63	48.43	47.45	55.29	52.94	44.90	50.00	46.08	57.25	51.76
LOC100578159	3573	38.32	38.99	42.18	42.23	48.00	46.32	40.33	43.10	51.61	46.80	44.56
LOC100578168	471	43.52	43.31	43.10	44.37	44.59	45.01	43.31	43.10	43.52	45.22	43.74
LOC100578201	3702	30.50	30.25	34.55	33.95	39.06	36.36	32.93	34.66	44.92	33.98	35.58
LOC100578207	1200	37.42	36.50	42.50	42.50	46.83	48.25	38.83	38.83	51.75	41.67	45.33
LOC100578209	1386	34.92	35.28	37.30	37.52	42.42	41.63	35.86	37.30	49.13	37.09	38.46
LOC100578215	1434	35.56	35.43	39.47	39.05	48.61	41.84	37.31	39.19	45.47	41.84	41.14
LOC100578218	384	25.78	26.04	31.25	32.03	36.72	38.80	29.69	29.43	40.36	31.51	32.29
LOC100578226	1740	45.11	44.43	51.32	51.44	53.91	52.93	50.57	53.28	56.49	50.40	52.70
LOC100578235	363	31.68	33.33	36.91	37.19	41.32	42.42	34.99	38.29	41.32	39.67	40.22
LOC100578237	3006	26.58	26.81	31.04	30.67	38.66	36.13	31.47	34.46	41.78	31.04	33.50
LOC100578243	738	34.15	34.42	37.26	37.26	39.02	38.62	35.23	36.59	42.82	37.67	36.99
LOC100578246	1224	46.98	47.39	51.80	51.72	56.94	54.25	53.35	52.21	59.89	55.80	53.02
LOC100578247	1266	27.41	28.04	32.46	33.02	45.26	34.68	31.91	35.70	38.15	37.12	37.05
LOC100578248	1728	59.66	57.70	50.52	50.35	55.03	54.40	55.50	57.47	60.24	59.43	55.32
LOC100578255	4806	26.99	27.36	31.52	31.50	36.54	37.49	30.50	33.04	39.70	31.69	34.42
LOC100578257	1524	33.92	34.32	36.42	36.09	35.89	38.91	34.12	35.70	45.60	36.22	36.61
LOC100578260	1929	31.88	31.67	36.60	37.01	40.49	40.64	34.47	37.74	40.85	38.67	36.34
LOC100578262	3420	33.86	34.27	38.25	38.16	50.15	41.55	36.35	38.83	43.51	38.13	38.63
LOC100578266	1116	31.09	31.00	34.77	34.86	38.53	36.11	32.97	36.02	37.99	34.05	36.47
LOC100578269	828	47.22	46.01	45.29	45.17	49.15	54.35	41.18	47.58	49.28	41.79	43.96
LOC100578276	1515	45.15	45.08	39.87	39.54	45.28	47.06	48.84	44.29	47.99	47.79	43.37
LOC100578277	222	32.43	32.88	36.49	34.68	42.34	41.89	31.08	34.23	34.68	39.64	35.14
LOC100578281	3909	29.42	29.80	33.74	33.15	35.94	36.97	32.21	33.36	40.98	32.00	32.64
LOC100578286	1260	42.22	39.92	38.17	38.33	45.00	48.97	37.86	41.98	55.48	38.57	46.98
