Gene	dN/dS
LOC551459	  0.16965
LOC551465	  0.10435
LOC551469	  0.06320
LOC551474	  0.20121
LOC551476	  0.16002
LOC551480	  0.04018
LOC551485	  0.15344
LOC551488	  0.06177
LOC551489	  0.08271
LOC551492	  0.12011
LOC551493	  0.00706
LOC551494	  0.15419
LOC551495	  0.08669
LOC551497	  0.11403
LOC551498	  0.02561
LOC551499	  0.06567
LOC551505	  0.02908
LOC551506	  0.03231
LOC551509	  0.07040
LOC551511	  0.09225
LOC551516	  0.09283
LOC551518	  0.15013
LOC551519	  0.04507
LOC551520	  0.10736
LOC551521	  0.02072
LOC551524	  0.15725
LOC551525	  0.11664
LOC551528	  0.06412
LOC551531	  0.07019
LOC551532	  0.08869
LOC551535	  0.06346
LOC551539	  0.14213
LOC551545	  0.15921
LOC551546	  0.06937
LOC551548	  0.10926
LOC551550	  0.02556
LOC551551	  0.02179
LOC551558	  0.04936
LOC551559	  0.05578
LOC551560	  0.20481
LOC551570	  0.10827
LOC551573	  0.01314
LOC551580	  0.14822
LOC551585	  0.01385
LOC551586	  0.08907
LOC551588	  0.05144
LOC551590	  0.04985
LOC551593	  0.09196
LOC551595	  0.06460
LOC551599	  0.02422
LOC551604	  0.10282
LOC551609	  0.07688
LOC551610	  0.09602
LOC551613	  0.15402
LOC551614	  0.05517
LOC551617	  0.04332
LOC551620	  0.00115
LOC551622	  0.11145
LOC551625	  0.05419
LOC551628	  0.05469
LOC551636	  0.16104
LOC551637	  0.03375
LOC551644	  0.00509
LOC551650	  0.10271
LOC551652	  0.02625
LOC551666	  0.06201
LOC551667	  0.08237
LOC551672	  0.11328
LOC551673	  0.01245
LOC551676	  0.12662
LOC551677	  0.03890
LOC551678	  0.10344
LOC551680	  0.01386
LOC551682	  0.01777
LOC551684	  0.20879
LOC551686	  0.01714
LOC551687	
LOC551700	  0.12814
LOC551705	  0.02478
LOC551708	  0.05776
LOC551710	  0.07025
LOC551711	  0.10802
LOC551715	  0.09167
LOC551718	  0.08109
LOC551720	  0.06828
LOC551722	  0.07716
LOC551724	  0.06033
LOC551725	  0.04043
LOC551727	  0.05485
LOC551730	  0.08544
LOC551731	  0.02619
LOC551734	  0.01624
LOC551737	  0.06598
LOC551738	  0.07733
LOC551739	  0.16423
LOC551740	  0.15037
LOC551743	  0.10132
LOC551744	  0.09082
LOC551745	  0.05113
LOC551747	  0.11843
LOC551754	  0.02745
LOC551756	  0.01436
LOC551758	  0.14127
LOC551759	  0.10993
LOC551761	  0.06128
LOC551763	  0.07786
LOC551765	  0.02695
LOC551766	  0.02533
LOC551770	  0.02590
LOC551772	  0.08234
LOC551773	  0.08347
LOC551774	  0.01714
LOC551775	  0.06649
LOC551778	  0.04940
LOC551780	  0.07881
LOC551781	  0.08992
LOC551782	  0.16933
LOC551784	  0.01934
LOC551785	  0.08642
LOC551791	  0.05875
LOC551792	  0.09481
LOC551793	  0.14984
LOC551801	  0.08305
LOC551804	  0.21446
LOC551807	  0.04125
LOC551809	  0.14340
LOC551811	  0.09693
LOC551812	  0.18559
LOC551820	  0.05812
LOC551822	  0.02773
LOC551823	  0.01482
LOC551824	  0.01578
LOC551825	  0.11181
LOC551830	  0.03997
LOC551831	  0.01178
LOC551832	  0.00488
LOC551833	  0.03566
LOC551834	  0.10186
LOC551835	  0.05136
LOC551838	  0.03787
LOC551839	  0.08771
LOC551842	  0.05009
LOC551843	  0.09436
LOC551844	  0.07946
LOC551848	  0.02889
LOC551852	  0.05376
LOC551854	  0.04875
LOC551857	  0.12541
LOC551858	  0.12970
LOC551860	  0.15734
LOC551861	  0.14917
LOC551867	  0.00562
LOC551868	  0.02881
LOC551869	  0.09571
LOC551871	  0.14025
LOC551874	  0.09241
LOC551875	  0.11145
LOC551877	  0.01584
LOC551885	  0.02586
LOC551888	  0.05171
LOC551889	  0.09049
LOC551891	  0.07284
LOC551893	  0.06318
LOC551896	  0.03372
LOC551897	  0.10134
LOC551901	  0.09059
LOC551902	  0.19531
LOC551903	  0.03971
LOC551904	  0.04367
LOC551906	  0.03912
LOC551907	  0.11963
LOC551914	  0.03295
LOC551916	  0.09271
LOC551918	  0.09979
LOC551920	  0.08352
LOC551927	  0.11068
LOC551928	  0.03351
LOC551936	  0.19933
LOC551939	  0.17267
LOC551944	  0.06359
LOC551945	  0.00923
LOC551946	  0.19094
LOC551947	  0.02182
LOC551950	  0.03465
LOC551954	  0.08863
LOC551956	  0.03092
LOC551957	  0.19933
LOC551958	  0.02075
LOC551960	  0.03193
LOC551963	  0.08157
LOC551966	  0.09345
LOC551967	  0.07672
LOC551968	  0.09694
LOC551976	  0.05570
LOC551978	  0.05404
LOC551981	  0.09742
LOC551983	  0.08800
LOC551984	  0.16824
LOC551991	  0.11373
LOC551997	  0.02063
LOC552001	  0.08062
LOC552006	  0.08169
LOC552007	  0.07897
LOC552008	  0.06127
LOC552010	  0.07181
LOC552014	  0.07658
LOC552016	  0.08906
LOC552017	  0.07200
LOC552019	  0.04530
LOC552022	  0.09248
LOC552024	  0.12412
LOC552026	  0.02697
LOC552028	  0.09540
LOC552029	  0.20391
LOC552032	  0.03959
LOC552037	  0.09789
LOC552039	  0.22475
LOC552040	  0.03132
LOC552047	  0.07307
LOC552048	  0.11712
LOC552050	  0.01574
LOC552052	  0.02296
LOC552053	  0.09064
LOC552055	  0.11829
LOC552058	  0.08153
LOC552061	  0.08866
LOC552067	  0.31810
LOC552070	  0.06279
LOC552074	  0.07916
LOC552076	  0.01057
LOC552082	  0.01814
LOC552084	  0.07101
LOC552088	  0.10061
LOC552094	  0.02449
LOC552097	  0.08850
LOC552098	  0.12843
LOC552099	  0.01864
LOC552101	  0.06693
LOC552102	  0.14642
LOC552103	  0.07611
LOC552104	  0.11871
LOC552105	  0.08445
LOC552108	  0.09554
LOC552113	  0.09399
LOC552114	  0.01663
LOC552116	  0.00738
LOC552118	  0.12998
LOC552134	  0.15567
LOC552140	  0.00747
LOC552147	  0.07790
LOC552151	  0.06992
LOC552152	  0.14461
LOC552153	  0.10400
LOC552155	  0.00108
LOC552159	  0.08853
LOC552166	  0.10030
LOC552170	  0.10192
LOC552171	  0.08656
LOC552172	  0.10397
LOC552175	  0.06218
LOC552178	  0.12318
LOC552182	  0.02584
LOC552185	  0.11332
LOC552195	  0.01692
LOC552198	  0.02948
LOC552202	  0.18264
LOC552205	  0.11128
LOC552211	  0.10655
LOC552214	  0.09981
LOC552215	  0.19049
LOC552216	  0.14027
LOC552217	  0.12121
LOC552221	  0.03138
LOC552223	  0.05182
LOC552225	  0.05985
LOC552231	  0.10707
LOC552238	  0.18169
LOC552239	  0.07780
LOC552257	  0.12543
LOC552260	  0.02094
LOC552261	  0.02169
LOC552265	  0.06279
LOC552266	  0.03010
LOC552267	  0.04175
LOC552268	  0.08761
LOC552273	  0.00288
LOC552274	  0.09146
LOC552282	  0.15001
LOC552284	  0.11499
LOC552285	  0.17282
LOC552288	  0.07732
LOC552290	  0.00856
LOC552293	  0.07990
LOC552294	  0.02673
LOC552295	  0.01582
LOC552297	  0.11227
LOC552305	  0.10719
LOC552307	  0.16052
LOC552309	  0.04545
LOC552310	  0.01733
LOC552312	  0.07684
LOC552317	  0.08357
LOC552318	  0.04048
LOC552323	  0.06365
LOC552324	  0.07287
LOC552325	  0.02299
LOC552326	  0.05847
LOC552328	  0.02690
LOC552329	  0.04653
LOC552336	  0.10184
LOC552340	  0.04787
LOC552343	  0.04323
LOC552345	  0.01564
LOC552347	  0.03055
LOC552358	  0.03135
LOC552359	  0.08253
LOC552361	  0.07962
LOC552362	  0.00801
LOC552367	  0.03993
LOC552370	  0.03508
LOC552371	  0.08956
LOC552372	  0.10392
LOC552373	  0.09633
LOC552379	  0.08480
LOC552382	  0.05512
LOC552383	  0.06867
LOC552384	  0.04456
LOC552386	  0.09304
LOC552399	  0.10317
LOC552401	  0.28158
LOC552405	  0.04592
LOC552409	  0.16318
LOC552412	  0.06440
LOC552414	  0.09834
LOC552420	  0.04110
LOC552422	  0.04547
LOC552428	  0.05411
LOC552429	  0.10773
LOC552430	  0.09780
LOC552434	  0.04201
LOC552437	  0.21459
LOC552439	  0.07694
LOC552440	  0.02892
LOC552442	  0.03281
LOC552444	  0.03004
LOC552447	  0.12268
LOC552448	  0.01326
LOC552450	  0.03128
LOC552452	  0.01152
LOC552462	  0.04555
LOC552467	  0.00553
LOC552469	  0.08294
LOC552472	  0.12600
LOC552473	  0.02664
LOC552481	  0.07674
LOC552482	  0.19074
LOC552486	  0.03152
LOC552487	  0.08592
LOC552489	  0.09410
LOC552491	  0.14895
LOC552493	  0.09941
LOC552494	  0.02647
LOC552497	  0.05360
LOC552498	  0.11714
LOC552499	  0.07448
LOC552502	  0.05766
LOC552505	  0.09343
LOC552508	  0.05111
LOC552509	  0.11065
LOC552514	  0.06422
LOC552515	  0.00702
LOC552517	  0.04847
LOC552523	  0.07454
LOC552524	  0.20511
LOC552527	  0.02487
LOC552530	  0.04182
LOC552532	  0.14644
LOC552535	  0.05733
LOC552539	  0.03619
LOC552540	  0.05300
LOC552542	  0.06747
LOC552545	  0.05372
LOC552550	  0.03528
LOC552554	  0.10171
LOC552555	  0.05002
LOC552560	  0.01563
LOC552563	  0.03759
LOC552564	  0.00650
LOC552572	  0.01435
LOC552577	  0.06761
LOC552579	  0.04563
LOC552580	  0.07924
LOC552582	  0.00679
LOC552593	  0.19597
LOC552595	  0.08368
LOC552596	  0.12947
LOC552601	  0.12996
LOC552603	  0.12049
LOC552605	  0.06701
LOC552610	  0.09966
LOC552611	  0.06406
LOC552612	  0.06221
LOC552614	  0.04506
LOC552616	  0.03576
LOC552617	  0.03494
LOC552624	  0.18048
LOC552625	  0.05239
LOC552628	  0.19627
LOC552634	  0.03560
LOC552635	  0.13804
LOC552636	  0.16677
LOC552639	  0.08022
LOC552640	  0.08668
LOC552644	  0.08192
LOC552648	  0.04513
LOC552651	  0.08540
LOC552653	  0.09324
LOC552659	  0.10124
LOC552663	  0.10768
LOC552667	  0.02496
LOC552669	  0.00861
LOC552675	  0.11770
LOC552676	  0.15630
LOC552677	  0.02933
LOC552678	  0.03438
LOC552679	  0.07228
LOC552681	  0.15436
LOC552689	  0.09824
LOC552691	  0.11430
LOC552692	  0.10987
LOC552697	  0.10729
LOC552698	  0.06697
LOC552699	  0.02913
LOC552700	  0.01543
LOC552701	  0.08573
LOC552704	  0.08320
LOC552705	  0.06020
LOC552708	  0.09459
LOC552710	  0.08995
LOC552712	  0.03570
LOC552714	  0.10431
LOC552717	  0.09270
LOC552718	  0.04477
LOC552722	  0.08212
LOC552724	  0.09162
LOC552726	  0.00763
LOC552728	  0.16352
LOC552731	  0.07635
LOC552735	  0.04821
LOC552736	  0.04596
LOC552738	  0.09642
LOC552740	  0.11481
LOC552744	  0.13078
LOC552746	  0.10802
LOC552749	  0.06408
LOC552750	  0.22827
LOC552752	  0.02941
LOC552755	  0.05932
LOC552757	  0.14082
LOC552759	  0.01711
LOC552763	  0.07774
LOC552764	  0.11796
LOC552768	  0.06710
LOC552771	  0.11692
LOC552773	  0.11053
LOC552774	  0.04172
LOC552780	  0.08751
LOC552784	  0.05002
LOC552786	  0.01632
LOC552790	  0.10544
LOC552791	  0.03916
LOC552793	  0.02828
LOC552800	  0.09119
LOC552801	  0.11543
LOC552812	  0.08356
LOC552814	  0.11036
LOC552815	  0.03332
LOC552818	  0.06559
LOC552823	  0.09313
LOC552824	  0.00967
LOC552830	  0.04893
LOC552831	  0.07287
LOC552833	  0.04016
LOC552835	  0.07995
LOC552838	  0.02207
LOC552840	  0.09001
LOC552842	  0.02348
LOC552843	  0.17197
LOC552844	  0.11593
LOC552847	  0.01935
LOC552849	  0.06705
LOC552850	  0.00308
LOC552851	  0.16273
LOC724117	  0.06572
LOC724118	  0.06121
LOC724121	  0.20159
LOC724123	  0.10370
LOC724128	  0.05561
LOC724131	  0.10455
LOC724133	  0.18056
LOC724138	  0.12578
LOC724141	  0.01543
LOC724144	  0.01484
LOC724146	  0.03116
LOC724148	  0.02586
LOC724150	  0.02807
LOC724151	  0.10091
LOC724152	  0.09757
LOC724155	  0.11057
LOC724157	  0.11055
LOC724161	  0.08030
LOC724164	  0.18581
LOC724166	  0.07138
LOC724167	  0.10383
LOC724177	  0.11488
LOC724178	  0.04205
LOC724179	  0.13388
LOC724187	  0.23794
LOC724192	  0.19006
LOC724193	  0.08898
LOC724196	  0.05663
LOC724197	  0.32163
LOC724203	  0.07737
LOC724206	  0.16011
LOC724211	  0.22360
LOC724225	  0.11935
LOC724227	  0.18292
LOC724233	  0.00908
LOC724237	  0.08502
LOC724242	  0.03684
LOC724243	  0.15248
LOC724246	  0.07769
LOC724262	  0.15854
LOC724263	  0.11323
LOC724270	  0.17380
LOC724275	  0.17321
LOC724280	  0.15932
LOC724293	  0.10371
LOC724295	  0.05479
LOC724301	  0.11638
LOC724306	  0.06296
LOC724308	  0.25579
LOC724310	  0.09696
LOC724315	  0.02365
LOC724321	  0.06879
LOC724322	  0.07195
LOC724327	  0.12542
LOC724329	  0.15757
LOC724333	  0.06034
LOC724336	  0.21229
LOC724346	  0.10738
LOC724349	  0.13741
LOC724352	  0.05725
LOC724355	  0.03056
LOC724356	  0.20829
LOC724357	  0.15339
LOC724358	  0.08198
LOC724363	  0.09508
LOC724370	  0.07541
LOC724373	  0.08246
LOC724380	  0.05426
LOC724383	  0.02544
LOC724412	  0.08906
LOC724422	  0.09074
LOC724424	  0.13123
LOC724437	  0.07540
LOC724439	  0.13404
LOC724440	  0.04200
LOC724442	  0.10774
LOC724446	  0.00609
LOC724460	  0.04004
LOC724465	  0.02205
LOC724467	  0.05614
LOC724468	  0.06534
LOC724472	  0.12482
LOC724473	  0.06161
LOC724474	  0.10430
LOC724483	  0.28379
LOC724487	  0.07771
LOC724489	  0.00272
LOC724493	  0.23671
LOC724494	  0.04272
LOC724498	  0.06356
LOC724501	  0.08957
LOC724502	  0.03237
LOC724507	  0.19072
LOC724509	  0.05394
LOC724513	  0.10752
LOC724518	  0.06171
LOC724519	  0.04090
LOC724529	  0.00601
LOC724531	  0.00010
LOC724537	  0.06625
LOC724548	  0.10742
LOC724552	  0.15270
LOC724553	  0.08966
LOC724554	  0.05872
LOC724557	  0.13664
LOC724558	  0.34977
LOC724561	  0.09568
LOC724563	  0.05514
LOC724564	  0.16788
LOC724567	  0.18938
LOC724568	  0.01814
LOC724569	  0.13112
LOC724578	  0.02826
LOC724583	  0.06782
LOC724585	  0.22127
LOC724587	  0.13363
LOC724591	  0.06734
LOC724592	  0.05562
LOC724593	  0.10847
LOC724596	  0.12590
LOC724600	  0.15746
LOC724602	  0.08744
LOC724603	  0.05282
LOC724607	  0.06705
LOC724608	  0.05728
LOC724612	  0.21611
LOC724613	  0.06088
LOC724616	  0.16172
LOC724617	  0.03825
LOC724618	  0.21911
LOC724620	  0.10900
LOC724622	  0.07864
LOC724631	  0.01230
LOC724635	  0.11687
LOC724638	  0.03226
LOC724640	  0.05961
LOC724643	  0.14246
LOC724651	  0.06066
LOC724658	  0.13581
LOC724660	  0.02685
LOC724663	  0.14469
LOC724666	  0.05607
LOC724672	  0.04811
LOC724680	  0.10248
LOC724683	  0.15407
LOC724687	  0.14612
LOC724690	  0.15719
LOC724692	  0.08435
LOC724695	  0.09433
LOC724708	  0.18452
LOC724712	  0.14894
LOC724715	  0.07300
LOC724716	  0.18184
LOC724719	  0.20421
LOC724720	  0.05664
LOC724724	  0.04631
LOC724731	  0.08398
LOC724733	  0.19351
LOC724734	  0.12847
LOC724739	  0.04656
LOC724750	  0.12336
LOC724752	  0.14026
LOC724757	  0.00154
LOC724763	  0.16023
LOC724770	  0.19876
LOC724779	  0.07263
LOC724780	  0.28590
LOC724781	  0.19336
LOC724784	  0.09398
LOC724785	  0.04980
LOC724787	  0.11204
LOC724789	  0.08996
LOC724795	  0.08156
LOC724796	  0.06881
LOC724802	  0.03517
LOC724807	  0.04025
LOC724808	  0.08837
LOC724811	  0.09034
LOC724816	  0.05276
LOC724819	  0.09479
LOC724822	  0.01390
LOC724823	  0.16435
LOC724829	  0.11619
LOC724830	  0.06231
LOC724831	  0.11678
LOC724832	  0.04760
LOC724835	  0.10169
LOC724842	  0.19058
LOC724843	  0.22166
LOC724847	  0.11650
LOC724850	  0.05285
LOC724852	  0.02852
LOC724853	  0.08904
LOC724855	  0.12022
LOC724860	  0.07120
LOC724862	  0.22216
LOC724864	  0.14086
LOC724867	  0.05388
LOC724870	  0.04441
LOC724872	  0.25551
LOC724874	  0.36845
LOC724875	  0.08431
LOC724877	  0.09266
LOC724886	  0.07440
LOC724892	  0.05518
LOC724901	  0.06202
LOC724903	  0.06843
LOC724904	  0.11673
LOC724909	  0.13512
LOC724912	  0.06904
LOC724917	  0.24304
LOC724919	  0.14950
LOC724921	  0.12368
LOC724922	  0.18047
LOC724923	  0.18339
LOC724925	  0.14366
LOC724928	  0.04187
LOC724933	  0.13121
LOC724934	  0.02882
LOC724935	  0.03026
LOC724942	  0.18950
LOC724959	  0.15727
LOC724962	  0.20000
LOC724969	  0.03530
LOC724976	  0.03567
LOC724977	  0.02171
LOC724979	  0.04139
LOC724983	  0.07175
LOC724985	  0.13457
LOC724991	  0.03514
LOC724996	  0.13753
LOC724998	  0.05478
LOC725003	  0.06230
LOC725008	  0.03878
LOC725013	  0.08994
LOC725015	  0.03940
LOC725018	  0.13067
LOC725033	  0.04829
LOC725036	  0.28808
LOC725038	  0.23761
LOC725039	  0.08959
LOC725045	  0.08293
LOC725046	  0.05078
LOC725049	  0.11767
LOC725054	  0.02305
LOC725057	  0.02028
LOC725060	  0.04819
LOC725067	  0.09351
LOC725069	  0.23986
LOC725070	  0.04700
LOC725079	  0.10665
LOC725081	  0.02157
LOC725082	  0.07193
LOC725084	  0.08247
LOC725097	  0.09099
LOC725101	  0.43990
LOC725106	  0.13457
LOC725115	  0.00532
LOC725118	  0.05749
LOC725125	  0.05855
LOC725128	  0.17666
LOC725130	  0.13355
LOC725134	  0.08999
LOC725135	  0.28240
LOC725136	  0.13923
LOC725148	  0.13609
LOC725150	  0.18939
LOC725151	  0.06495
LOC725156	  0.10002
LOC725167	  0.25913
LOC725170	  0.11710
LOC725171	  0.23363
LOC725174	  0.07419
LOC725186	  0.05944
LOC725191	  0.16750
LOC725192	  0.11117
LOC725193	  0.04052
LOC725196	  0.28562
LOC725197	  0.14802
LOC725201	  0.16866
LOC725202	  0.20800
LOC725207	  0.09643
LOC725208	  0.13019
LOC725210	  0.14162
LOC725218	  0.05474
LOC725219	  0.06060
LOC725220	  0.01591
LOC725224	  0.10818
LOC725225	  0.09880
LOC725227	  0.12387
LOC725234	  0.21068
LOC725237	  0.14352
LOC725244	  0.03873
LOC725245	  0.15162
LOC725248	  0.04720
LOC725260	  0.20501
LOC725267	  0.12370
LOC725268	  0.14111
LOC725272	  0.00010
LOC725273	  0.00875
LOC725287	  0.10237
LOC725291	  0.18841
LOC725294	  0.08899
LOC725298	  0.19855
LOC725302	  0.07856
LOC725303	  0.06712
LOC725310	  0.06450
LOC725311	  0.00455
LOC725312	  0.00730
LOC725315	  0.25282
LOC725317	  0.07417
LOC725323	  0.10253
LOC725326	  0.24933
LOC725328	  0.26645
LOC725335	  0.12205
LOC725336	  0.14246
LOC725352	  0.01064
LOC725364	  0.07761
LOC725376	  0.19028
LOC725378	  0.07503
LOC725379	  0.14529
LOC725383	  0.01009
LOC725390	  0.08840
LOC725391	  0.09797
LOC725393	  0.04655
LOC725394	  0.11218
LOC725395	  0.08320
LOC725408	  0.06245
LOC725414	  0.00010
LOC725415	  0.06563
LOC725418	  0.16811
LOC725419	  0.06466
LOC725421	  0.20941
LOC725424	  0.12979
LOC725427	  0.13602
LOC725429	  0.19173
LOC725432	  0.00151
LOC725435	  0.10664
LOC725441	  0.05946
LOC725444	  0.22213
LOC725452	  0.13419
LOC725458	  0.15312
LOC725461	  0.14485
LOC725465	  0.06532
LOC725467	  0.09808
LOC725468	  0.09720
LOC725470	  0.16948
LOC725474	  0.03737
LOC725475	  0.07429
LOC725480	  0.11429
LOC725481	  0.09711
LOC725492	  0.02823
LOC725495	  0.06293
LOC725500	  0.12311
LOC725502	  0.03215
LOC725511	  0.05659
LOC725515	  0.02795
LOC725516	  0.11030
LOC725523	  0.16199
LOC725536	  0.06219
LOC725540	  0.16574
LOC725542	  0.20255
LOC725543	  0.05109
LOC725546	  0.10849
LOC725547	  0.09724
LOC725548	  0.21945
LOC725555	  0.00260
LOC725556	  0.11478
LOC725557	  0.07084
LOC725558	  0.01861
LOC725562	  0.10225
LOC725570	  0.05528
LOC725574	  0.04059
LOC725575	  0.00355
LOC725581	  0.06147
LOC725584	  0.05103
LOC725586	  0.11396
LOC725587	  0.03664
LOC725589	  0.15991
LOC725590	  0.03812
LOC725594	  0.18643
LOC725596	  0.08226
LOC725606	  0.27165
LOC725615	  0.06935
LOC725618	  0.13369
LOC725619	  0.09705
LOC725622	  0.09800
LOC725623	  0.18513
LOC725626	  0.02344
LOC725632	  0.10704
LOC725634	  0.04505
LOC725638	  0.19760
LOC725642	  0.09686
LOC725646	  0.17865
LOC725656	  0.11568
LOC725659	  0.17033
LOC725660	  0.03554
LOC725662	  0.11225
LOC725665	  0.06514
LOC725671	  0.02804
LOC725673	  0.05078
LOC725680	  0.02617
LOC725682	  0.10655
LOC725684	  0.08567
LOC725698	  0.18182
LOC725704	  0.13314
LOC725710	  0.11243
LOC725711	  0.04499
LOC725717	  0.02200
LOC725718	  0.04699
LOC725729	  0.09383
LOC725733	  0.12922
LOC725740	  0.26631
LOC725743	  0.04871
LOC725745	  0.07311
LOC725747	  0.05359
LOC725748	  0.17839
LOC725749	  0.22311
LOC725755	  0.10104
LOC725757	  0.02042
LOC725758	  0.15075
LOC725764	  0.13611
LOC725781	  0.04658
LOC725784	  0.13414
LOC725786	  0.08300
LOC725789	  0.04875
LOC725795	  0.07348
LOC725796	  0.14897
LOC725798	  0.18405
LOC725804	  0.09679
LOC725807	  0.00841
LOC725819	  0.19064
LOC725822	  0.21119
LOC725826	  0.08886
LOC725828	  0.31012
LOC725850	  0.00643
LOC725855	  0.00561
LOC725859	  0.11865
LOC725860	  0.10599
LOC725864	  0.08330
LOC725866	  0.21380
LOC725867	  0.12339
LOC725870	  0.03591
LOC725871	  0.06321
LOC725876	  0.15493
LOC725882	  0.02366
LOC725883	  0.03270
LOC725884	  0.09686
LOC725885	  0.05834
LOC725886	  0.12290
LOC725887	  0.31167
LOC725889	  0.17305
LOC725891	  0.12562
LOC725893	  0.09457
LOC725894	  0.01752
LOC725895	  0.03748
LOC725897	  0.09256
LOC725901	  0.01150
LOC725905	  0.02464
LOC725908	  0.16804
LOC725910	  0.06070
LOC725915	  0.03252
LOC725918	  0.19563
LOC725924	  0.04279
LOC725928	  0.02348
LOC725930	  0.17407
LOC725943	  0.00153
LOC725945	  0.11874
LOC725948	  0.14485
LOC725949	  0.07217
LOC725950	  0.07604
LOC725951	  0.14670
LOC725954	  0.18109
LOC725957	  0.10286
LOC725961	  0.09732
LOC725966	  0.03221
LOC725967	  0.11581
LOC725970	  0.03335
LOC725976	  0.09989
LOC725977	  0.03059
LOC725980	  0.20209
LOC725981	  0.09422
LOC725982	  0.04438
LOC725987	  0.18978
LOC725991	  0.16205
LOC725992	  0.11979
LOC725993	  0.12831
LOC725999	  0.03683
LOC726007	  0.03143
LOC726013	  0.00010
LOC726021	  0.10676
LOC726024	  0.11300
LOC726025	  0.16564
LOC726028	  0.06812
LOC726029	  0.04889
LOC726031	  0.10181
LOC726033	  0.14013
LOC726039	  0.12426
LOC726042	  0.22305
LOC726043	  0.09715
LOC726045	  0.04045
LOC726047	  0.04285
LOC726054	  0.16911
LOC726056	  0.00842
LOC726060	  0.19976
LOC726063	  0.03072
LOC726065	  0.06868
LOC726067	  0.05188
LOC726068	  0.09519
LOC726069	  0.07750
LOC726072	  0.21727
LOC726073	  0.05633
LOC726077	  0.25303
LOC726080	  0.16239
LOC726081	  0.17280
LOC726086	  0.11110
LOC726092	  0.08435
LOC726096	  0.10235
LOC726099	  0.13584
LOC726100	  0.22576
LOC726103	  0.06879
LOC726107	  0.19648
LOC726108	  0.03025
LOC726115	  0.09569
LOC726119	  0.09819
LOC726124	  0.06013
LOC726132	  0.14094
LOC726133	  0.04547
LOC726145	  0.02567
LOC726148	  0.06139
LOC726151	  0.17429
LOC726155	  0.08298
LOC726158	  0.11989
LOC726162	  0.05692
LOC726165	  0.05337
LOC726174	  0.00955
LOC726180	  0.03452
LOC726184	  0.04823
LOC726189	  0.05002
LOC726190	  0.13366
LOC726199	  0.07237
LOC726201	  0.09154
LOC726204	  0.03759
LOC726206	  0.03816
LOC726210	  0.04472
LOC726215	  0.18212
LOC726216	  0.04214
LOC726219	  0.17923
LOC726223	  0.07460
LOC726229	  0.06179
LOC726232	  0.07909
LOC726235	  0.13562
LOC726236	  0.13635
LOC726238	  0.01684
LOC726243	  0.05402
LOC726244	  0.09378
LOC726260	  0.17325
LOC726262	  0.04692
LOC726264	  0.14954
LOC726268	  0.24387
LOC726269	  0.11111
LOC726270	  0.00682
LOC726272	  0.11562
LOC726273	  0.08146
LOC726279	  0.01316
LOC726282	  0.07500
LOC726298	  0.08585
LOC726304	  0.03565
LOC726312	  0.10033
LOC726316	  0.12625
LOC726318	  0.11015
LOC726321	  0.13703
LOC726322	  0.08195
LOC726325	  0.08487
LOC726326	  0.12226
LOC726330	  0.07671
LOC726335	  0.12178
LOC726336	  0.01789
LOC726337	  0.06791
LOC726339	  0.13697
LOC726348	  0.12314
LOC726350	  0.06966
LOC726353	  0.15793
LOC726354	  0.25746
LOC726358	  0.08906
LOC726361	  0.13830
LOC726362	  0.19060
LOC726363	  0.10023
LOC726364	  0.13021
LOC726365	  0.18606
LOC726368	  0.02901
LOC726369	  0.13996
LOC726371	  0.09517
LOC726375	  0.17382
LOC726383	  0.12148
LOC726385	  0.19051
LOC726394	  0.11828
LOC726397	  0.14168
LOC726400	  0.07088
LOC726405	  0.03553
LOC726407	  0.19846
LOC726416	  0.15980
LOC726423	  0.15976
LOC726429	  0.18741
LOC726431	  0.10771
LOC726432	  0.05541
LOC726433	  0.05733
LOC726436	  0.18600
LOC726441	  0.15306
LOC726443	  0.07595
LOC726449	  0.08743
LOC726460	  0.32054
LOC726461	  0.02707
LOC726469	  0.03113
LOC726472	  0.08341
LOC726474	  0.10877
LOC726480	  0.16009
LOC726482	  0.02703
LOC726486	  0.13970
LOC726488	  0.06638
LOC726492	  0.01886
LOC726494	  0.11436
LOC726496	  0.04778
LOC726504	  0.14549
LOC726506	  0.07406
LOC726509	  0.07901
LOC726515	  0.09908
LOC726522	  0.08314
LOC726524	  0.05520
LOC726525	  0.11077
LOC726527	  0.10061
LOC726529	  0.06936
LOC726537	  0.06120
LOC726543	  0.16148
LOC726544	  0.17201
LOC726547	  0.06152
LOC726566	  0.13230
LOC726568	  0.06876
LOC726569	  0.14734
LOC726570	  0.12047
LOC726572	  0.05157
LOC726578	  0.08401
LOC726582	  0.09765
LOC726585	  0.26356
LOC726586	  0.10848
LOC726589	  0.08486
LOC726595	  0.05874
LOC726597	  0.13404
LOC726600	  0.03927
LOC726601	  0.17313
LOC726602	  0.13020
LOC726605	  0.14851
LOC726608	  0.02412
LOC726616	  0.18439
LOC726617	  0.19734
LOC726619	  0.05820
LOC726620	  0.03082
LOC726636	  0.08677
LOC726642	  0.15380
LOC726643	  0.10627
LOC726649	  0.12737
LOC726650	  0.10031
LOC726653	  0.04703
LOC726656	  0.11701
LOC726657	  0.03752
LOC726672	  0.16889
LOC726677	  0.10219
LOC726681	  0.07463
LOC726682	  0.12819
LOC726683	  0.01037
LOC726685	  0.09199
LOC726689	  0.03186
LOC726692	  0.00738
